"x","y","fert1","fert2","fert3","fert4","ph1","ph2","ph3","tex1","tex2","tex3","tex4"
19.0500005085381,-31.5166674293739,1,0,1,0,1,1,0,0,1,0,1
19.0666671752076,-31.5166674293739,1,0,1,0,1,1,0,0,1,0,1
19.0833338418771,-31.5166674293739,1,0,1,0,1,1,0,0,1,0,1
19.1000005085466,-31.5166674293739,1,0,0,0,1,0,0,0,0,0,1
19.1166671752161,-31.5166674293739,1,0,1,0,1,1,0,0,1,1,1
19.1333338418856,-31.5166674293739,1,0,0,0,1,0,0,0,0,1,1
19.1500005085551,-31.5166674293739,1,0,0,0,1,0,0,0,0,1,1
19.1666671752246,-31.5166674293739,1,0,0,1,1,1,0,0,1,1,1
19.1833338418941,-31.5166674293739,1,0,0,1,1,1,0,0,1,1,0
19.2000005085636,-31.5166674293739,0,0,0,1,0,1,0,0,1,0,0
19.2166671752331,-31.5166674293739,0,0,0,1,0,1,0,1,1,0,0
19.2333338419025,-31.5166674293739,0,0,0,1,0,1,0,1,0,0,0
18.9666671751907,-31.533334096042,1,0,1,0,1,1,1,0,1,1,1
18.9833338418602,-31.533334096042,1,0,1,0,1,1,0,0,1,1,1
19.0000005085297,-31.533334096042,1,0,1,0,1,1,0,0,1,1,0
19.0166671751992,-31.533334096042,1,0,1,0,1,1,0,0,1,1,0
19.0333338418686,-31.533334096042,1,0,1,0,1,1,0,0,1,1,1
19.0500005085381,-31.533334096042,1,0,1,0,1,1,0,0,1,0,1
19.0666671752076,-31.533334096042,1,0,1,0,1,1,0,0,1,0,1
19.0833338418771,-31.533334096042,1,0,1,0,1,1,0,0,1,0,1
19.1000005085466,-31.533334096042,1,0,1,0,1,1,0,0,1,1,1
19.1166671752161,-31.533334096042,1,0,1,0,1,1,0,0,1,1,1
19.1333338418856,-31.533334096042,1,0,0,0,1,0,0,0,0,1,1
19.1500005085551,-31.533334096042,1,0,0,0,1,0,0,0,0,1,1
19.1666671752246,-31.533334096042,1,0,0,0,1,0,0,0,0,1,1
19.1833338418941,-31.533334096042,1,0,0,1,1,1,0,0,1,1,0
19.2000005085636,-31.533334096042,0,0,0,1,0,1,0,0,1,0,0
19.2166671752331,-31.533334096042,0,0,0,1,0,1,0,1,1,0,0
