"TAXON","LONGITUDE","LATITUDE"
"ProteAcaul",18.60639,-33.50889
"ProteLauri",20.52472,-33.50889
"ProtePunct",20.61806,-33.50889
"ProtePunct",20.72556,-33.50889
"ProteLauri",20.59167,-33.50833
"ProteLauri",20.59861,-33.50833
"ProteLauri",20.625,-33.50833
"ProteLauri",20.63056,-33.50833
"ProtePunct",20.63056,-33.50833
"ProteLauri",20.73361,-33.50833
"ProteNitid",19.30139,-33.50806
"ProteNitid",19.46444,-33.50806
"ProteLauri",19.47917,-33.50806
"ProteNitid",19.47917,-33.50806
"ProteLauri",19.4875,-33.50806
"ProteNitid",19.4875,-33.50806
"ProteNitid",19.50306,-33.50806
"ProtePunct",20.64361,-33.50806
"ProtePunct",19.38694,-33.5075
"ProteLauri",19.51028,-33.5075
"ProteNitid",19.51028,-33.5075
"ProteLauri",20.53278,-33.5075
"ProteLauri",20.72083,-33.50722
"ProteLauri",20.56667,-33.50694
"ProteLauri",20.59333,-33.50694
"EricaCurvi",20.64333,-33.50694
"ProteLauri",19.50361,-33.50667
"ProteLauri",20.57333,-33.50667
"ProteLauri",20.695,-33.50667
"ProtePunct",20.71833,-33.50667
"ProteLauri",20.58611,-33.50583
"ProteLauri",19.15556,-33.50556
"ProteLauri",20.56667,-33.50556
"ProtePunct",20.71889,-33.50556
"ProteAcaul",19.09167,-33.50528
"ProteNitid",19.50306,-33.50528
"ProteLauri",20.73,-33.50528
"ProteAcaul",19.30583,-33.505
"ProteLauri",19.30583,-33.505
"ProteNitid",19.30583,-33.505
"ProteLauri",20.55,-33.505
"ProteNitid",22.37417,-33.505
"ProtePunct",19.38861,-33.50444
"ProteLauri",19.46667,-33.50444
"ProteNitid",19.46667,-33.50444
"ProteLauri",20.51944,-33.50444
"ProtePunct",20.70972,-33.50444
"PentaErios",23.645,-33.50444
"ProteLauri",20.64167,-33.50417
"ProtePunct",20.70583,-33.50417
"ProteLauri",20.72222,-33.50417
"ProteNitid",21.31611,-33.50417
"ProteNitid",21.32417,-33.50417
"ProteLauri",19.45833,-33.50389
"ProteNitid",19.45861,-33.50389
"ProteLauri",19.50667,-33.50389
"ProteNitid",19.50667,-33.50389
"ProteNitid",19.45806,-33.50306
"ProteLauri",19.48611,-33.50306
"ProteLauri",20.56889,-33.50306
"ProteLauri",20.59306,-33.50306
"ProteLauri",19.125,-33.50278
"ProtePunct",19.125,-33.50278
"ProteAcaul",19.3,-33.50278
"ProteLauri",19.3,-33.50278
"ProteNitid",19.3,-33.50278
"ProteLaevi",19.32167,-33.50278
"ProteLauri",20.6,-33.50278
"ProteLauri",20.605,-33.50278
"ProteLauri",20.71667,-33.50278
"SenecPubig",19.07254,-33.50259
"ProteLauri",19.50889,-33.5025
"ProteNitid",19.50889,-33.5025
"ProteAcaul",19.31028,-33.50222
"ProteLauri",19.31028,-33.50222
"ProteNitid",19.31028,-33.50222
"ProteLauri",19.47028,-33.50222
"ProteNitid",19.47028,-33.50222
"ProteLauri",20.5275,-33.50222
"ProteLauri",20.71972,-33.50222
"ProtePunct",19.38194,-33.50167
"ProteLauri",20.57333,-33.50167
"ProteAcaul",18.60167,-33.50139
"ProtePunct",19.39306,-33.50139
"ProteNitid",19.4875,-33.50111
"ProteLauri",20.58056,-33.50111
"ProteLauri",19.29056,-33.50083
"ProteLauri",20.69667,-33.50083
"ProteLauri",19.09,-33.50056
"ProteLaevi",19.38556,-33.50056
"ProteLauri",20.575,-33.50056
"ProteLauri",20.64306,-33.50056
"ProteAcaul",19.30444,-33.50028
"ProteLauri",19.30444,-33.50028
"ProteNitid",19.30444,-33.50028
"ProteLauri",19.29444,-33.5
"ProteNitid",19.29444,-33.5
"ProteAcaul",19.30278,-33.5
"ProteLaevi",19.325,-33.5
"ProteLaevi",19.4,-33.5
"ProtePunct",19.4,-33.5
"ProteLauri",19.4575,-33.5
"ProteNitid",19.4575,-33.5
"ProteLauri",19.46444,-33.5
"ProteNitid",19.46444,-33.5
"ProteLauri",19.50306,-33.5
"ProteNitid",19.50306,-33.5
"ProteLauri",20.6,-33.5
"ProteLauri",20.60556,-33.5
"ProtePunct",20.72556,-33.5
"EragrObtus",22.3225,-33.5
"HelicTeret",22.3225,-33.5
"PentaErios",22.3225,-33.5
"ProteLauri",20.70583,-33.49972
"ProteAcaul",18.58694,-33.49917
"ProteAcaul",18.6075,-33.49917
"ProteLauri",19.30361,-33.49917
"ProteNitid",19.30361,-33.49917
"ProteLauri",19.34306,-33.49917
"ProteLauri",20.72056,-33.49917
"ProtePunct",20.70278,-33.49861
"ProteLauri",19.30972,-33.49833
"ProteNitid",19.30972,-33.49833
"ProtePunct",19.30972,-33.49833
"ProteLauri",19.47694,-33.49833
"ProteNitid",19.47694,-33.49833
"ProteLauri",20.58389,-33.49778
"ProteLauri",20.59278,-33.49778
"ProtePunct",19.38556,-33.4975
"ProteLauri",19.11667,-33.49722
"ProtePunct",19.11667,-33.49722
"ProteLauri",19.32222,-33.49722
"ProtePunct",19.32222,-33.49722
"ProteLauri",20.57194,-33.49722
"ProteLauri",20.60833,-33.49722
"ProteLauri",20.64167,-33.49722
"ProteAcaul",18.58028,-33.49694
"ProteLauri",19.53917,-33.49694
"ProteNitid",19.53917,-33.49694
"ProteLauri",20.71667,-33.49694
"ProteLauri",20.7725,-33.49694
"ProteNitid",21.54583,-33.49694
"ProteNitid",21.87556,-33.49694
"ProteLauri",19.31611,-33.49667
"ProtePunct",19.31611,-33.49667
"ProteNitid",21.85583,-33.49667
"ProteLauri",20.7075,-33.49611
"ProtePunct",23.76889,-33.49611
"ProteLaevi",19.31944,-33.49583
"EragrObtus",21.88167,-33.49528
"IndigHeter",21.88167,-33.49528
"MayteOleoi",21.88167,-33.49528
"PentaErios",21.88167,-33.49528
"ProteNitid",21.88167,-33.49528
"ProteAcaul",18.58944,-33.495
"ProteLauri",19.29083,-33.49472
"ProteNitid",19.29083,-33.49472
"ProteLauri",20.70306,-33.49472
"ProteLauri",20.72944,-33.49472
"ProteLauri",19.32417,-33.49444
"ProtePunct",19.32417,-33.49444
"ProtePunct",19.39722,-33.49444
"ProteLauri",20.60139,-33.49444
"ProteLauri",20.60278,-33.49444
"ProteAcaul",18.59778,-33.49417
"ProteAcaul",18.60639,-33.49417
"ProteAcaul",19.09056,-33.49417
"ProteLauri",19.09056,-33.49417
"ProteNitid",21.8675,-33.49389
"ProteAcaul",19.27194,-33.49361
"ProteLauri",19.27194,-33.49361
"ProteNitid",19.27194,-33.49361
"ProteLauri",19.53278,-33.49361
"ProteNitid",19.53278,-33.49361
"ProteLauri",20.76333,-33.49361
"ProteNitid",21.85778,-33.49361
"ProteNitid",21.86167,-33.49361
"ProteAcaul",18.58583,-33.49306
"ProteLaevi",19.32472,-33.49306
"ProteLauri",20.57111,-33.49306
"ProteLauri",20.58194,-33.49306
"ProteLauri",20.77472,-33.49306
"ProtePunct",23.77556,-33.49306
"ProteLauri",20.64056,-33.49222
"ProteLauri",20.7,-33.49222
"ProtePunct",23.90833,-33.49222
"ProteAcaul",18.60139,-33.49167
"ProteLauri",19.15417,-33.49167
"ProteLaevi",19.39778,-33.49167
"ProteLauri",20.57556,-33.49167
"ProteLauri",20.69444,-33.49167
"ProteLauri",20.70833,-33.49167
"ProteNitid",21.28444,-33.49167
"ProteLauri",20.58278,-33.49111
"ProteLaevi",19.32306,-33.49083
"ProteNitid",19.53444,-33.49083
"ProteNitid",21.55722,-33.49083
"ProtePunct",23.82278,-33.49083
"ProtePunct",23.93333,-33.49083
"ProteLauri",20.71167,-33.49056
"ProteLauri",20.60222,-33.49028
"ProtePunct",23.795,-33.49028
"ProteAcaul",18.60389,-33.49
"IndigHeter",19.04944,-33.49
"PentaCurvi",19.04944,-33.49
"SenecPubig",19.04944,-33.49
"WilldGlome",19.04944,-33.49
"ProteLauri",19.07139,-33.49
"ProteLauri",19.53806,-33.49
"ProteLauri",20.57167,-33.49
"ProteLauri",20.64,-33.49
"ProteNitid",22.36583,-33.49
"ProtePunct",23.9075,-33.49
"PentaCurvi",19.05639,-33.48972
"SenecPubig",19.05639,-33.48972
"ProteLaevi",19.40889,-33.48972
"ProteLauri",19.25222,-33.48944
"ProteLauri",20.70222,-33.48944
"ProteLauri",20.76528,-33.48944
"ProteAcaul",18.60222,-33.48917
"PentaCurvi",19.03472,-33.48917
"ProteLauri",20.6975,-33.48917
"ProteNitid",21.28639,-33.48917
"ProtePunct",23.90139,-33.48917
"ProteLauri",19.05722,-33.48889
"ProteAcaul",19.12778,-33.48889
"ProteNitid",19.12778,-33.48889
"ProteLauri",19.15417,-33.48889
"ProteLaevi",19.40833,-33.48889
"ProteLauri",20.58056,-33.48889
"ProteLauri",20.57389,-33.48861
"ProteLauri",20.77944,-33.48861
"ProteNitid",21.85667,-33.48861
"ProtePunct",23.925,-33.48861
"ProteLauri",19.14361,-33.48833
"ProtePunct",23.89417,-33.48833
"IndigHeter",19.04222,-33.48778
"PentaCurvi",19.04222,-33.48778
"SenecPubig",19.04222,-33.48778
"ProteNitid",19.53278,-33.48778
"ProteLauri",20.60806,-33.48778
"ProteLauri",19.11944,-33.4875
"ProtePunct",19.38333,-33.4875
"ProteNitid",19.04222,-33.48722
"ProtePunct",23.87056,-33.48694
"ProteLauri",19.275,-33.48639
"ProteNitid",19.275,-33.48639
"ProteLaevi",19.40083,-33.48639
"ProteLauri",19.14583,-33.48611
"ProteNitid",19.14583,-33.48611
"ProteLaevi",19.31667,-33.48611
"ProteLaevi",19.325,-33.48611
"ProtePunct",23.79361,-33.48583
"ProteLauri",20.64306,-33.48556
"ProteLauri",20.70111,-33.48556
"ProteNitid",21.87472,-33.48556
"ProtePunct",23.86083,-33.48556
"ProtePunct",23.88611,-33.48556
"ProteLauri",19.09333,-33.48472
"ProteNitid",19.09333,-33.48472
"ProteLauri",20.70222,-33.48472
"ProteNitid",21.28583,-33.48472
"ProtePunct",23.91389,-33.48472
"ProteAcaul",19.07583,-33.48444
"ProteLauri",19.07639,-33.48444
"ProteNitid",19.07639,-33.48444
"ProteNitid",21.29167,-33.48444
"ProteNitid",21.85278,-33.48444
"ProteNitid",21.85889,-33.48444
"ProteLauri",19.08194,-33.48417
"ProteNitid",19.08194,-33.48417
"ProteLaevi",19.32472,-33.48417
"ProteNitid",21.86833,-33.48417
"ProteLauri",19.07389,-33.48389
"ProtePunct",23.71389,-33.48389
"ProteLauri",19.11667,-33.48333
"ProteAcaul",19.13611,-33.48333
"ProteNitid",19.13611,-33.48333
"ProteLauri",19.36278,-33.48333
"ProteLaevi",19.40833,-33.48333
"ProteNitid",21.27861,-33.4825
"ProtePunct",23.86694,-33.4825
"ProtePunct",23.895,-33.4825
"ProteLauri",20.705,-33.48083
"ProteLaevi",19.325,-33.48056
"ProteLauri",19.53278,-33.48056
"ProteNitid",19.53278,-33.48056
"ProtePunct",23.88222,-33.48056
"ProtePunct",23.85444,-33.47944
"ProteLauri",19.14111,-33.47917
"ProteNitid",22.07917,-33.47917
"ProteNitid",21.29361,-33.47861
"ProtePunct",23.73333,-33.47833
"ProtePunct",23.87389,-33.47833
"ProteLauri",19.13333,-33.47778
"ProteNitid",19.13333,-33.47778
"ProteNitid",21.31944,-33.47722
"ProtePunct",23.71806,-33.47722
"ProtePunct",23.83833,-33.47722
"ProteNitid",21.25361,-33.47694
"ProtePunct",23.78333,-33.47694
"ProteNitid",22.62083,-33.47639
"ProtePunct",23.5125,-33.47611
"ProteLauri",19.10389,-33.47556
"ProteNitid",21.48722,-33.47556
"ProteNitid",21.27083,-33.47472
"ProtePunct",23.78472,-33.47472
"ProtePunct",23.78972,-33.47472
"ProteLaevi",19.32611,-33.47417
"ProteAcaul",19.09778,-33.47389
"ProteLauri",19.09778,-33.47389
"ProteNitid",19.09778,-33.47389
"ProteNitid",19.10833,-33.47389
"ProteNitid",21.26694,-33.47389
"ProtePunct",23.85917,-33.47389
"ProtePunct",23.72639,-33.47361
"ProteAcaul",19.10944,-33.47333
"ProteLauri",19.1425,-33.47333
"ProteNitid",19.53917,-33.47333
"ProteNitid",21.23472,-33.47333
"ProteNitid",21.39667,-33.47333
"ProteAcaul",19.06806,-33.47306
"ProteNitid",22.62167,-33.47306
"ProtePunct",22.62167,-33.47306
"ProteNitid",21.24139,-33.47278
"ProteNitid",21.29278,-33.47278
"ProteNitid",21.30139,-33.47278
"ProtePunct",23.45278,-33.4725
"AgathMucro",23.61278,-33.4725
"EragrObtus",23.61278,-33.4725
"HelicTeret",23.61278,-33.4725
"PentaErios",23.61278,-33.4725
"ProtePunct",19.43889,-33.47222
"ProtePunct",19.45,-33.47222
"ProtePunct",23.725,-33.47194
"ProtePunct",23.77639,-33.47194
"ProteLauri",19.10806,-33.47167
"ProteLauri",19.53639,-33.47139
"ProteNitid",19.53639,-33.47139
"ProteLauri",20.58333,-33.47111
"ProteNitid",21.28361,-33.47111
"ProteNitid",21.275,-33.47056
"ProtePunct",23.48861,-33.47056
"ProteAcaul",19.10389,-33.47028
"ProteLauri",19.10389,-33.47028
"ProteNitid",19.10389,-33.47028
"ProteNitid",19.53861,-33.47028
"ProteNitid",21.39778,-33.47028
"ProtePunct",23.51806,-33.47028
"ProtePunct",23.83333,-33.46972
"ProtePunct",23.83694,-33.46972
"ProtePunct",23.84917,-33.46972
"ProtePunct",23.855,-33.46972
"ProteLaevi",19.44167,-33.46944
"ProteLaevi",19.45,-33.46944
"ProtePunct",19.46389,-33.46944
"ProteNitid",21.28833,-33.46944
"ProtePunct",23.51694,-33.46944
"ProtePunct",23.79417,-33.46944
"ProteAcaul",19.09778,-33.46889
"ProteLauri",19.54583,-33.46889
"ProteNitid",21.23417,-33.46889
"ProteNitid",21.47306,-33.46889
"ProteNitid",22.635,-33.46889
"ProteLauri",19.23861,-33.46806
"ProteNitid",19.23861,-33.46806
"ProteAcaul",19.24861,-33.46806
"ProteLauri",19.24861,-33.46806
"ProteNitid",19.24861,-33.46806
"ProteLauri",19.53361,-33.46806
"ProteNitid",19.53361,-33.46806
"ProteNitid",21.25806,-33.46806
"ProtePunct",23.84083,-33.46806
"ProteLauri",19.09944,-33.46778
"ProteNitid",19.09944,-33.46778
"ProteLaevi",19.43333,-33.46667
"ProteLauri",19.43333,-33.46667
"ProteNitid",21.28333,-33.46667
"ProtePunct",23.8575,-33.46667
"ProteNitid",21.38861,-33.46639
"ProteLauri",19.54417,-33.46583
"ProteNitid",19.54417,-33.46583
"ProteLauri",19.1325,-33.465
"ProteNitid",21.25472,-33.465
"ProteNitid",21.31667,-33.465
"ProteNitid",21.445,-33.465
"ProtePunct",23.45083,-33.465
"ProteNitid",22.02028,-33.46444
"ProteNitid",21.275,-33.46417
"ProteNitid",22.64667,-33.46417
"ProteNitid",21.39583,-33.46389
"ProtePunct",23.47222,-33.46389
"ProteNitid",21.38861,-33.46361
"MayteOleoi",21.42472,-33.46361
"PentaErios",21.42472,-33.46361
"ProteNitid",21.42472,-33.46361
"ProteNitid",21.46333,-33.46361
"ProteNitid",21.46972,-33.46361
"ProteNitid",22.09,-33.46361
"ProteNitid",22.35972,-33.46361
"ProtePunct",23.51583,-33.46361
"ProteNitid",22.02583,-33.46333
"ProteAcaul",19.09639,-33.46306
"ProteLauri",19.09639,-33.46306
"ProteNitid",21.22111,-33.46278
"ProteNitid",21.45639,-33.46278
"ProteLauri",19.55139,-33.4625
"ProteNitid",19.55139,-33.4625
"ProteLauri",19.13611,-33.46167
"ProteNitid",21.38,-33.46139
"ProteNitid",21.45972,-33.46139
"ProteNitid",21.535,-33.46139
"ProteNitid",22.57639,-33.46083
"ProteNitid",22.60417,-33.46056
"ProteNitid",22.63194,-33.46056
"ProteLauri",19.08556,-33.46028
"ProteNitid",22.08639,-33.46028
"ProteNitid",22.56889,-33.46028
"ProtePunct",23.395,-33.46028
"ProteNitid",21.54861,-33.46
"ProteNitid",22.67639,-33.46
"ProteNitid",19.08972,-33.45972
"ProteLauri",20.36278,-33.45972
"ProteNitid",21.38778,-33.45972
"ProteNitid",21.40361,-33.45972
"ProteNitid",21.42611,-33.45972
"ProteNitid",21.44667,-33.45972
"ProteNitid",22.24056,-33.45972
"ProtePunct",23.46694,-33.45972
"ProteLauri",20.51,-33.45944
"ProteNitid",21.54139,-33.45917
"ProteLauri",19.24,-33.45889
"ProteNitid",19.24,-33.45889
"ProteNitid",19.37556,-33.45889
"ProteNitid",21.35417,-33.45889
"ProteNitid",22.67833,-33.45889
"ProteNitid",22.70028,-33.45889
"ProtePunct",23.485,-33.45889
"ProteNitid",22.35972,-33.45861
"ProteLauri",19.25972,-33.45833
"ProteLauri",19.43917,-33.45833
"ProteNitid",21.3775,-33.45833
"ProteNitid",21.28722,-33.45806
"ProteNitid",21.55944,-33.45806
"ProtePunct",23.47639,-33.45806
"ProteLauri",19.14111,-33.45778
"ProteLauri",19.09222,-33.4575
"ProteNitid",19.09222,-33.4575
"ProteLauri",19.55667,-33.4575
"ProteNitid",19.55667,-33.4575
"ProteNitid",21.22472,-33.4575
"ProteNitid",21.29083,-33.4575
"ProteNitid",21.395,-33.4575
"ProteNitid",21.42833,-33.4575
"ProteNitid",19.55889,-33.45722
"ProteNitid",21.4575,-33.45722
"ProtePunct",23.50222,-33.45722
"ProteNitid",21.39306,-33.45694
"ProtePunct",23.40361,-33.45694
"ProteLauri",19.13722,-33.45667
"ProteNitid",21.40972,-33.45667
"ProteNitid",21.53333,-33.45667
"ProteNitid",22.66833,-33.45667
"ProtePunct",23.39833,-33.45667
"ProtePunct",23.50944,-33.45667
"ProteNitid",21.28361,-33.45611
"ProteNitid",21.36889,-33.45611
"ProteNitid",22.52194,-33.45611
"ProteNitid",22.7575,-33.45611
"EricaCurvi",21.237,-33.45603
"ProteLauri",20.53333,-33.45583
"ProteNitid",21.29056,-33.45583
"ProteNitid",22.68694,-33.45583
"ProteNitid",22.70389,-33.45583
"ProtePunct",23.41167,-33.45583
"ProteAcaul",19.0975,-33.45556
"ProteLauri",19.14444,-33.45556
"ProteNitid",19.14444,-33.45556
"ProteLauri",19.425,-33.45556
"ProteLauri",19.43333,-33.45556
"ProteLauri",19.43889,-33.45556
"ProteNitid",21.28889,-33.45556
"ProteNitid",22.24167,-33.45556
"ProteNitid",21.43861,-33.45528
"ProteLauri",19.55722,-33.455
"ProteNitid",19.55722,-33.455
"ProteLauri",20.52472,-33.455
"ProtePunct",21.22639,-33.45472
"ProteNitid",21.39667,-33.45472
"ProteLauri",19.08722,-33.45444
"ProteNitid",19.08722,-33.45444
"ProteLauri",19.43806,-33.45444
"ProteNitid",21.42833,-33.45444
"ProteNitid",22.23,-33.45444
"ProteNitid",22.55972,-33.45444
"ProteNitid",22.67639,-33.45444
"ProtePunct",23.49889,-33.45444
"ProteLauri",19.09278,-33.45417
"ProteNitid",21.41889,-33.45417
"ProteLauri",19.08333,-33.45389
"ProteNitid",19.08333,-33.45389
"ProteLauri",19.13361,-33.45389
"ProteNitid",22.52694,-33.45389
"ProteNitid",22.67028,-33.45389
"ProteLauri",19.46667,-33.45361
"ProteNitid",21.55139,-33.45361
"ProteNitid",22.08806,-33.45361
"ProtePunct",22.08806,-33.45361
"ProtePunct",23.37917,-33.45361
"ProtePunct",23.38556,-33.45361
"ProtePunct",23.38806,-33.45361
"ProtePunct",23.395,-33.45361
"ProtePunct",23.47472,-33.45361
"ProteLauri",20.54306,-33.45333
"ProteNitid",22.62167,-33.45333
"ProtePunct",22.62167,-33.45333
"ProteNitid",19.23889,-33.45306
"ProteLauri",19.24,-33.45306
"ProteLauri",19.41528,-33.45278
"ProtePunct",21.24722,-33.45278
"ProtePunct",21.31972,-33.45278
"ProteNitid",21.38,-33.45278
"ProteNitid",21.39167,-33.45278
"ProteNitid",21.4475,-33.45278
"ProteNitid",22.02444,-33.45278
"ProteNitid",22.52833,-33.45278
"ProteLauri",19.09778,-33.45222
"ProteLauri",19.55278,-33.45222
"ProteNitid",19.55278,-33.45222
"ProteLauri",19.56806,-33.45222
"ProteNitid",19.56806,-33.45222
"ProtePunct",21.31083,-33.45222
"ProtePunct",21.31694,-33.45222
"ProteNitid",21.52111,-33.45222
"ProteNitid",21.55583,-33.45222
"ProteNitid",22.61028,-33.45222
"ProtePunct",23.41444,-33.45222
"ProtePunct",23.425,-33.45222
"ProteLauri",19.14611,-33.45194
"ProteNitid",22.64167,-33.45194
"ProtePunct",22.64167,-33.45194
"ProteNitid",22.6475,-33.45194
"ProteNitid",21.43722,-33.45167
"ProteNitid",22.22083,-33.45167
"ProtePunct",21.10028,-33.45139
"ProteNitid",21.37639,-33.45139
"ProteNitid",21.38611,-33.45139
"ProteNitid",21.40139,-33.45139
"ProteNitid",21.40833,-33.45139
"ProteNitid",21.47333,-33.45139
"ProtePunct",22.67639,-33.45139
"ProteNitid",19.09222,-33.45111
"ProtePunct",23.45639,-33.45111
"ProteLauri",19.56083,-33.45083
"ProteNitid",19.56083,-33.45083
"ProteLauri",20.38611,-33.45083
"ProteLauri",19.08611,-33.45056
"ProteNitid",19.08611,-33.45056
"ProteLauri",19.09278,-33.45056
"ProteNitid",21.27194,-33.45056
"ProteNitid",21.45056,-33.45056
"ProteNitid",21.46833,-33.45056
"ProteNitid",22.66389,-33.45056
"ProteNitid",22.66806,-33.45056
"ProteNitid",22.70833,-33.45056
"ProteLauri",19.38056,-33.45
"ProteNitid",19.38056,-33.45
"ProteLauri",19.43333,-33.45
"ProteLauri",19.44167,-33.45
"PentaColor",19.46667,-33.45
"PentaErios",19.46667,-33.45
"ProteNitid",19.56528,-33.45
"ProtePunct",21.325,-33.45
"ProteNitid",21.39056,-33.45
"RestiTriti",21.20333,-33.44972
"ProtePunct",21.24278,-33.44972
"ProteNitid",21.29167,-33.44972
"ProteNitid",21.33278,-33.44972
"ProteNitid",21.38333,-33.44972
"ProteNitid",21.47917,-33.44972
"ProteNitid",21.55528,-33.44972
"ProteNitid",22.51833,-33.44972
"ProteNitid",22.70167,-33.44972
"ProtePunct",23.39833,-33.44972
"ProtePunct",21.31889,-33.44917
"ProteNitid",21.41972,-33.44917
"ProteNitid",22.20806,-33.44917
"ProteLauri",20.71083,-33.44861
"ProtePunct",21.09139,-33.44833
"ProtePunct",21.30361,-33.44833
"ProteNitid",22.68861,-33.44833
"ProteNitid",22.69361,-33.44833
"ProteNitid",22.62167,-33.44806
"ProtePunct",22.62167,-33.44806
"ProteLauri",19.49083,-33.4475
"ProtePunct",21.25167,-33.4475
"ProteNitid",21.47417,-33.4475
"ProteNitid",21.55833,-33.4475
"ProteNitid",22.53639,-33.4475
"ProtePunct",23.42361,-33.4475
"ProtePunct",23.4675,-33.4475
"ProteLauri",19.47639,-33.44722
"ProteNitid",21.28333,-33.44722
"ProteNitid",21.56611,-33.44722
"ProteNitid",22.62222,-33.44722
"ProteLauri",19.135,-33.44694
"ProteLauri",19.13556,-33.44694
"ProteLauri",19.57694,-33.44694
"ProteNitid",19.57694,-33.44694
"ProteLauri",20.72056,-33.44694
"ProtePunct",21.1125,-33.44694
"ProteNitid",21.28472,-33.44694
"ProteNitid",21.41333,-33.44694
"ProteNitid",21.41611,-33.44694
"ProteNitid",21.48361,-33.44694
"ProteNitid",22.575,-33.44694
"ProtePunct",23.42944,-33.44694
"ProtePunct",21.275,-33.44611
"ProteNitid",21.28917,-33.44611
"ProteNitid",22.08472,-33.44611
"ProtePunct",22.08472,-33.44611
"ProteNitid",22.38972,-33.44611
"ProteNitid",22.6625,-33.44611
"ProteNitid",21.41611,-33.44583
"ProteNitid",19.57694,-33.44528
"ProtePunct",21.32333,-33.44528
"ProteNitid",21.33111,-33.44528
"ProteNitid",22.21028,-33.44528
"ProtePunct",22.67167,-33.44528
"ProteNitid",22.67556,-33.44528
"ProtePunct",23.43611,-33.44528
"ProteNitid",21.40139,-33.44472
"ProteNitid",21.445,-33.44472
"ProteNitid",21.55944,-33.44472
"ProtePunct",23.43778,-33.44472
"ProtePunct",23.44778,-33.44472
"ProteLauri",20.53056,-33.44444
"ProtePunct",21.24722,-33.44444
"ProteNitid",21.37222,-33.44444
"ProteLauri",20.40417,-33.44417
"ProteLauri",19.12194,-33.44389
"ProteNitid",21.28472,-33.44389
"ProteNitid",21.38528,-33.44389
"ProteNitid",22.19306,-33.44389
"ProteNitid",22.68278,-33.44389
"ProtePunct",21.08694,-33.44361
"ProteNitid",21.3675,-33.44361
"ProteNitid",21.5575,-33.44361
"ProtePunct",22.68444,-33.44361
"ProtePunct",23.47,-33.44361
"ProteNitid",22.44333,-33.44333
"ProteTenax",22.44333,-33.44333
"ProteLauri",19.45028,-33.44306
"ProtePunct",21.10944,-33.44306
"ProtePunct",21.27056,-33.44306
"ProtePunct",22.09167,-33.44306
"ProteNitid",22.52028,-33.44306
"ProteNitid",22.62083,-33.44306
"ProtePunct",19.08611,-33.44278
"ProteLauri",20.38722,-33.4425
"ProteNitid",22.20444,-33.4425
"ProteNitid",22.39361,-33.4425
"ProtePunct",21.29306,-33.44222
"ProteNitid",21.56806,-33.44222
"ProteNitid",22.18778,-33.44222
"ProteNitid",22.5275,-33.44222
"ProteNitid",22.56667,-33.44222
"ProtePunct",22.68944,-33.44222
"ProtePunct",22.89167,-33.44222
"ProtePunct",23.45972,-33.44222
"ProteAcaul",19.13556,-33.44167
"ProteLauri",19.13556,-33.44167
"ProteLauri",19.43889,-33.44167
"ProteLauri",20.38889,-33.44167
"ProtePunct",21.07111,-33.44167
"ProtePunct",21.20639,-33.44167
"ProtePunct",21.305,-33.44167
"ProteNitid",21.375,-33.44167
"ProteNitid",21.40972,-33.44167
"ProteNitid",21.47306,-33.44167
"ProteNitid",21.48694,-33.44167
"ProteLauri",20.70889,-33.44139
"ProtePunct",21.12056,-33.44139
"ProteLauri",19.57167,-33.44111
"ProteNitid",19.57167,-33.44111
"ProteLauri",19.13806,-33.44083
"ProteLauri",19.37417,-33.44083
"ProtePunct",21.10028,-33.44083
"ProtePunct",21.2625,-33.44083
"ProteNitid",21.45,-33.44083
"ProteNitid",21.45861,-33.44083
"ProteNitid",21.47833,-33.44083
"ProteNitid",22.08806,-33.44083
"ProtePunct",22.08806,-33.44083
"ProteLauri",19.40972,-33.44056
"ProtePunct",21.09694,-33.44056
"ProtePunct",21.28,-33.44056
"ProtePunct",21.30222,-33.44056
"ProteNitid",21.55306,-33.44056
"ProteNitid",21.82472,-33.44056
"ProteNitid",21.84361,-33.44056
"CalopPanic",21.41,-33.4403
"ProteNitid",21.41,-33.4403
"ProtePunct",21.25083,-33.44028
"ProtePunct",21.2125,-33.44
"ProteNitid",21.28417,-33.44
"ProteNitid",21.3725,-33.44
"ProteNitid",21.38194,-33.44
"ProteNitid",21.57611,-33.44
"ProteNitid",22.55139,-33.44
"ProteNitid",22.69667,-33.44
"ProtePunct",22.87833,-33.44
"ProteLauri",19.135,-33.43972
"ProteNitid",22.60556,-33.43972
"ProteLauri",19.11722,-33.43944
"ProteLauri",19.4,-33.43944
"ProtePunct",21.325,-33.43944
"ProteNitid",21.3675,-33.43944
"ProteNitid",21.50611,-33.43944
"ProteNitid",21.83194,-33.43917
"ProtePunct",22.09917,-33.43917
"ProteNitid",22.4125,-33.43917
"ProteLauri",19.44194,-33.43861
"ProtePunct",21.06361,-33.43861
"ProtePunct",21.20722,-33.43861
"ProtePunct",21.37917,-33.43861
"ProteNitid",21.38722,-33.43861
"ProteNitid",22.18778,-33.43861
"ProtePunct",22.18778,-33.43861
"ProtePunct",22.68694,-33.43861
"ProteNitid",22.75444,-33.43861
"ProtePunct",21.10722,-33.43833
"ProtePunct",21.1125,-33.43833
"ProtePunct",21.28972,-33.43833
"ProtePunct",21.45611,-33.43833
"ProtePunct",22.08333,-33.43833
"ProtePunct",21.26889,-33.43806
"ProteNitid",21.39222,-33.43806
"ProtePunct",21.47194,-33.43806
