"TAXON","LONGITUDE","LATITUDE"
"ProteNitid",24.32083,-33.79028
"ProteLauri",19.05167,-33.79
"ProteLauri",19.07083,-33.79
"ProteNitid",19.07083,-33.79
"ProteNitid",19.37556,-33.79
"ProteNitid",20.07972,-33.79
"ProteNitid",20.08111,-33.79
"ProteNitid",20.08861,-33.79
"ProtePunct",20.70167,-33.79
"ProteNitid",22.54083,-33.79
"ProteNitid",23.00278,-33.79
"ProteNitid",19.16167,-33.78944
"ProteAcaul",19.05222,-33.78917
"ProteLauri",19.05222,-33.78917
"ProteNitid",19.05222,-33.78917
"ProteAcaul",19.37917,-33.78917
"ProteLauri",19.37917,-33.78917
"ProteNitid",19.37917,-33.78917
"ProtePunct",20.72639,-33.78917
"ProteMundi",23.34333,-33.78917
"ProteMundi",23.36083,-33.78917
"ProteNitid",23.82778,-33.78889
"ProteNitid",24.32222,-33.78889
"ProteAcaul",19.06444,-33.78861
"ProteLauri",19.06444,-33.78861
"ProteNitid",19.06444,-33.78861
"ProteAcaul",19.16944,-33.78861
"ProteNitid",19.16944,-33.78861
"ProteMundi",23.45194,-33.78861
"ProteLauri",19.16667,-33.78833
"ProtePunct",19.16667,-33.78833
"ProteNitid",20.07833,-33.78833
"ProteLauri",19.34361,-33.78778
"ProteNitid",19.34361,-33.78778
"ProteMundi",23.46528,-33.78778
"ProtePunct",19.3075,-33.78722
"ProteMundi",23.35278,-33.78694
"ProteAcaul",19.17306,-33.78639
"ProteLauri",19.17306,-33.78639
"ProteNitid",19.17306,-33.78639
"ProteNitid",24.16528,-33.78639
"ProteNitid",25.1575,-33.78639
"ProteNitid",22.56694,-33.78611
"ProteTenax",22.56694,-33.78611
"ProteNitid",24.32639,-33.78611
"ProteTenax",24.32639,-33.78611
"ProteMundi",23.29944,-33.78583
"ProteAcaul",19.05667,-33.78556
"ProteLauri",19.05667,-33.78556
"ProteNitid",19.05667,-33.78556
"ProteLauri",19.28417,-33.78556
"ProtePunct",20.74667,-33.78528
"ProteNitid",23.74222,-33.78528
"ProteAcaul",19.045,-33.785
"ProteLauri",19.045,-33.785
"ProteNitid",19.045,-33.785
"ProtePunct",19.19861,-33.785
"ProteNitid",22.95528,-33.785
"ProtePunct",20.75306,-33.78472
"ProteNitid",22.55,-33.78472
"ProteMundi",23.3425,-33.78472
"ProteNitid",24.16167,-33.78472
"ProteAcaul",19.06972,-33.78444
"ProteNitid",19.06972,-33.78444
"ProteLauri",19.73806,-33.78444
"ProteMundi",23.36583,-33.78444
"ProteLauri",19.37556,-33.78417
"ProteNitid",19.37556,-33.78417
"ProteNitid",20.08556,-33.78417
"ProteNitid",20.09361,-33.78417
"ProtePunct",20.73861,-33.78417
"ProteAcaul",19.06028,-33.78389
"ProteLauri",19.06028,-33.78389
"ProteNitid",19.06028,-33.78389
"ProtePunct",19.30444,-33.78389
"ProteMundi",23.35667,-33.78389
"ProteLauri",19.16083,-33.78333
"ProteNitid",19.16083,-33.78333
"ProteLauri",19.395,-33.78333
"ProteNitid",19.395,-33.78333
"ProteNitid",24.11667,-33.78333
"ProteMundi",25.13917,-33.78333
"ProteMundi",23.35139,-33.7825
"ProteNitid",23.74333,-33.78222
"ProteAcaul",19.05389,-33.78194
"ProteLauri",19.05389,-33.78194
"ProteNitid",19.05389,-33.78194
"ProteNitid",23.74861,-33.78194
"ProteAcaul",19.37917,-33.78167
"ProteLauri",19.37917,-33.78167
"ProteNitid",19.37917,-33.78167
"ProteNitid",20.07639,-33.78167
"ProteNitid",20.09889,-33.78167
"ProteMundi",23.28778,-33.78083
"ProteAcaul",19.08333,-33.78056
"ProteLauri",19.33611,-33.78028
"ProteNitid",19.33611,-33.78028
"ProteNitid",19.34361,-33.78028
"ProteNitid",20.07028,-33.78028
"ProteNitid",23.82306,-33.78028
"ProteNitid",25.14222,-33.78028
"ProteMundi",23.335,-33.77944
"ProteNitid",20.07611,-33.77917
"ProteNitid",24.16333,-33.77861
"ProteNitid",22.65389,-33.77833
"ProteAcaul",19.0575,-33.77806
"ProteNitid",19.0575,-33.77806
"ProteAcaul",19.08889,-33.77778
"ProteLauri",19.11667,-33.77778
"ProteLauri",19.15833,-33.77778
"ProteNitid",19.15833,-33.77778
"ProteLauri",19.05611,-33.7775
"ProteAcaul",19.16083,-33.7775
"ProteLauri",19.16083,-33.7775
"ProteNitid",19.16083,-33.7775
"ProteAcaul",19.05222,-33.77722
"ProteLauri",19.05222,-33.77722
"ProteNitid",19.05222,-33.77722
"ProteNitid",19.38472,-33.77722
"ProteNitid",23.75944,-33.77722
"ProteAcaul",19.15361,-33.77694
"ProteLauri",19.15361,-33.77694
"ProteNitid",19.15361,-33.77694
"ProtePunct",19.15361,-33.77694
"ProteMundi",23.17111,-33.77694
"ProteLauri",19.07111,-33.77667
"ProteAcaul",19.15833,-33.77639
"ProtePunct",19.15833,-33.77639
"ProteAcaul",19.3,-33.77639
"ProteLauri",19.3,-33.77639
"ProtePunct",19.3,-33.77639
"ProteTenax",24.325,-33.77639
"ProteMundi",23.14417,-33.77611
"ProteAcaul",19.06083,-33.77556
"ProteNitid",23.95,-33.77556
"ProteLauri",19.04306,-33.775
"ProteNitid",19.04306,-33.775
"ProteLauri",19.06667,-33.775
"ProteNitid",20.09417,-33.775
"ProteNitid",23.74417,-33.775
"ProteNitid",24.14056,-33.775
"ProteLauri",19.05028,-33.77472
"ProteNitid",19.05028,-33.77472
"ProteNitid",23.7425,-33.77444
"ProteAcaul",19.30167,-33.77417
"ProteAcaul",19.04861,-33.77389
"ProteAcaul",19.0575,-33.77389
"ProteLauri",19.0575,-33.77389
"ProteNitid",19.0575,-33.77389
"ProteLauri",19.08556,-33.77389
"ProteNitid",19.08556,-33.77389
"ProteNitid",20.07472,-33.77389
"ProteNitid",23.77583,-33.77389
"ProteNitid",24.11694,-33.77389
"ProteAcaul",19.05417,-33.77333
"ProteNitid",24.15806,-33.77333
"ProteMundi",25.07111,-33.77333
"ProteLauri",19.33444,-33.77306
"ProteNitid",19.33444,-33.77306
"ProteLauri",19.38806,-33.77278
"ProteNitid",19.38806,-33.77278
"ProteNitid",20.06667,-33.77278
"ProteLauri",19.15361,-33.7725
"ProteNitid",19.15361,-33.7725
"ProteNitid",20.00944,-33.7725
"ProteAcaul",19.08,-33.77222
"ProteNitid",19.08,-33.77222
"ProtePunct",19.15278,-33.77222
"ProteNitid",23.78833,-33.77194
"ProteNitid",24.13722,-33.77194
"ProteLauri",19.045,-33.77167
"ProteNitid",19.045,-33.77167
"ProteLauri",19.05389,-33.77167
"ProteNitid",19.05389,-33.77167
"ProteMundi",25.06444,-33.77167
"ProteLauri",19.3925,-33.77139
"ProteNitid",19.3925,-33.77139
"ProteAcaul",19.04306,-33.77111
"ProteLauri",19.04583,-33.77111
"ProteNitid",19.04583,-33.77111
"ProteAcaul",19.14528,-33.77111
"ProteLauri",19.14528,-33.77111
"ProteNitid",19.14528,-33.77111
"ProtePunct",19.14528,-33.77111
"ProteNitid",20.10444,-33.77111
"ProteNitid",22.68861,-33.77111
"ProteNitid",24.14944,-33.77111
"ProteNitid",24.15944,-33.77111
"ProteLauri",19.3,-33.77083
"ProteNitid",23.73861,-33.77056
"ProteMundi",25.07639,-33.77028
"ProteAcaul",19.07056,-33.77
"ProteLauri",19.07056,-33.77
"ProteNitid",19.07056,-33.77
"ProteMundi",23.17361,-33.77
"ProteMundi",23.17667,-33.76972
"ProteNitid",23.73694,-33.76972
"ProteNitid",20.01083,-33.76944
"ProteTenax",23.95306,-33.76889
"ProteAcaul",19.03972,-33.76861
"ProteLauri",19.03972,-33.76861
"ProteNitid",19.03972,-33.76861
"ProteAcaul",19.04667,-33.76861
"ProteNitid",19.04667,-33.76861
"ProteNitid",20.00361,-33.76861
"ProteAcaul",19.1575,-33.76833
"ProteLauri",19.1575,-33.76833
"ProteNitid",19.1575,-33.76833
"ProteLauri",19.04778,-33.76806
"ProteMundi",19.15083,-33.76806
"ProteNitid",20.07028,-33.76806
"ProteNitid",20.10722,-33.76806
"ProteNitid",24.11972,-33.76806
"ProteNitid",24.13639,-33.76806
"ProteNitid",24.14306,-33.76806
"ProteLauri",19.33333,-33.7675
"ProteNitid",19.33333,-33.7675
"HelicTeret",23.77639,-33.7675
"ProteNitid",20.00833,-33.76722
"ProteLauri",19.05694,-33.76694
"ProteNitid",19.05694,-33.76694
"ProteAcaul",19.05222,-33.76667
"ProteLauri",19.05222,-33.76667
"ProteNitid",19.05222,-33.76667
"PentaPalli",19.06667,-33.76667
"PentaAmpla",19.08333,-33.76667
"ProteNitid",20.09167,-33.76667
"ProteNitid",23.8425,-33.76667
"ProteNitid",24.12639,-33.76667
"ProteTenax",24.32389,-33.76667
"ProteMundi",23.15833,-33.76639
"ProteMundi",25.04667,-33.76639
"ProteAcaul",19.15278,-33.76611
"ProteLauri",19.15278,-33.76611
"ProteNitid",19.15278,-33.76611
"ProteNitid",19.99972,-33.76611
"ProteAcaul",19.30361,-33.76583
"ProteLauri",19.30361,-33.76583
"ProteAcaul",19.30972,-33.76528
"ProteLauri",19.30972,-33.76528
"ProteNitid",19.30972,-33.76528
"ProteNitid",23.87611,-33.765
"ProteNitid",24.1175,-33.765
"ProteMundi",25.05,-33.765
"ProteAcaul",19.06778,-33.76472
"ProteLauri",19.06778,-33.76472
"ProteNitid",19.06778,-33.76472
"ProteNitid",19.97917,-33.76417
"ProteNitid",23.77417,-33.76417
"ProteNitid",25.12139,-33.76417
"ProteNitid",19.08056,-33.76389
"ProteAcaul",19.08083,-33.76389
"ProteMundi",25.05222,-33.76389
"ProteNitid",20.08111,-33.76361
"EhrhaCapen",25.12889,-33.76361
"EragrCapen",25.12889,-33.76361
"ProteNitid",25.12889,-33.76361
"ProteTenax",25.12889,-33.76361
"PteroTeret",25.12889,-33.76361
"SenecPinif",25.12889,-33.76361
"ProteNitid",20.08556,-33.76278
"ProteMundi",25.08361,-33.76194
"ProteNitid",25.08361,-33.76194
"ProteMundi",25.08639,-33.76194
"ProteMundi",25.25,-33.76194
"ProteNitid",19.12194,-33.76167
"ProteAcaul",19.07139,-33.76139
"ProteLauri",19.07139,-33.76139
"ProteNitid",19.07139,-33.76139
"ProteNitid",19.98806,-33.76139
"ProteNitid",20.00444,-33.76139
"ProteNitid",20.00639,-33.76139
"ProteNitid",24.12306,-33.76139
"ProteAcaul",19.11944,-33.76111
"ProteNitid",19.11944,-33.76111
"ProteNitid",18.93861,-33.76056
"ProteAcaul",19.15278,-33.76056
"ProteLauri",19.15278,-33.76056
"ProteNitid",19.15278,-33.76056
"ProtePunct",19.15278,-33.76056
"ProteAcaul",19.08556,-33.76028
"ProteLauri",19.09444,-33.75972
"ProteAcaul",19.12472,-33.75972
"ProteLauri",19.12472,-33.75972
"ProteNitid",19.12472,-33.75972
"ProteAcaul",19.30556,-33.75972
"ProteLauri",19.30556,-33.75972
"ProteNitid",19.83972,-33.75972
"ProteNitid",19.9,-33.75972
"ProteNitid",19.98583,-33.75972
"ProteNitid",19.99167,-33.75972
"ProteNitid",23.73194,-33.75972
"ProteLauri",19.07722,-33.75944
"ProteNitid",19.07722,-33.75944
"ProtePunct",19.17528,-33.75917
"ProteAcaul",19.15028,-33.75889
"ProteNitid",19.15028,-33.75889
"ProteAcaul",19.16889,-33.75889
"ProteLauri",19.16889,-33.75889
"ProtePunct",19.16889,-33.75889
"ProteAcaul",19.17306,-33.75889
"ProteLauri",19.17306,-33.75889
"ProteLauri",19.34028,-33.75889
"ProteNitid",19.91667,-33.75889
"ProteNitid",22.79083,-33.75889
"ProteNitid",24.13111,-33.75889
"ProteMundi",25.04083,-33.75889
"ProteNitid",25.10972,-33.75889
"AgathCapen",24.20555,-33.75834
"ClutiPolif",24.20555,-33.75834
"EricaStrig",24.20555,-33.75834
"ProteNitid",24.20555,-33.75834
"RestiTriti",24.20555,-33.75834
"ProteNitid",19.31167,-33.75833
"ProteNitid",23.73111,-33.75833
"ProteAcaul",19.31167,-33.75806
"ProteLauri",19.31167,-33.75806
"ProteNitid",19.90917,-33.75806
"ProteLauri",19.09722,-33.75778
"ProteAcaul",19.18583,-33.75778
"ProteLaevi",20.05278,-33.75778
"ProteAcaul",19.07278,-33.7575
"ProteNitid",19.98,-33.7575
"ProteNitid",20.00167,-33.7575
"ProteNitid",20.01694,-33.7575
"ProteLauri",19.07194,-33.75722
"ProteAcaul",19.19056,-33.75722
"ProteLauri",19.33639,-33.75722
"ProteNitid",19.33639,-33.75722
"ProteNitid",18.94028,-33.75694
"ProteAcaul",19.09111,-33.75694
"ProteLauri",19.11667,-33.75694
"ProteNitid",19.11667,-33.75694
"ProteLauri",19.15222,-33.75694
"ProtePunct",19.15222,-33.75694
"ProteNitid",22.95667,-33.75694
"EricaCurvi",23.15639,-33.75694
"ClutiPolif",24.20278,-33.75694
"EricaUmbel",24.20278,-33.75694
"RestiTriti",24.20278,-33.75694
"ProteAcaul",19.12611,-33.75667
"ProteLauri",19.12611,-33.75667
"ProteNitid",19.12611,-33.75667
"ProteLauri",19.15528,-33.75667
"ProtePunct",19.15528,-33.75667
"ProteAcaul",19.15667,-33.75667
"ProteNitid",19.15667,-33.75667
"ProteNitid",19.85,-33.75667
"ProteNitid",20.00694,-33.75667
"ProteNitid",24.12833,-33.75667
"ProteNitid",19.07194,-33.75639
"ProteNitid",19.85194,-33.75639
"ProteNitid",18.94139,-33.75611
"ProteNitid",19.97389,-33.75611
"ProteNitid",24.29056,-33.75611
"ProteTenax",24.29056,-33.75611
"ProteNitid",25.10833,-33.75611
"ProteAcaul",19.14944,-33.75583
"ProteLauri",19.14944,-33.75583
"ProteMundi",25.06444,-33.75583
"ProteNitid",19.08111,-33.75556
"ProteAcaul",19.09028,-33.75556
"ProteLauri",19.09028,-33.75556
"ProteNitid",22.9625,-33.75556
"ProteTenax",22.9625,-33.75556
"ProteNitid",24.10556,-33.75556
"ProteNitid",24.13556,-33.75556
"ProteAcaul",19.09667,-33.755
"ProteNitid",19.14861,-33.755
"ProteAcaul",19.16028,-33.755
"ProteNitid",19.16028,-33.755
"ProteLauri",19.16167,-33.755
"ProtePunct",19.16167,-33.755
"ProteAcaul",19.17694,-33.755
"ProteLauri",19.17694,-33.755
"ProteNitid",19.98806,-33.75472
"ProteNitid",21.89139,-33.75472
"ProteLauri",19.07889,-33.75444
"ProteLauri",19.30722,-33.75444
"AgathCapen",23.16111,-33.75444
"BerzeLanug",23.16111,-33.75444
"EragrCapen",23.16111,-33.75444
"HypodAlbo-",23.16111,-33.75444
"ProteAcaul",23.16111,-33.75444
"ProteMundi",25.04083,-33.75444
"ProteAcaul",19.07194,-33.75417
"ProteNitid",19.07194,-33.75417
"ProteAcaul",19.15833,-33.75417
"ProteLauri",19.15833,-33.75417
"ProteNitid",19.91361,-33.75417
"ProteAcaul",19.15361,-33.75389
"ProteLauri",19.15361,-33.75389
"ProteNitid",19.15361,-33.75389
"ProtePunct",19.15361,-33.75389
"ProteAcaul",19.17556,-33.75389
"ProteNitid",19.15528,-33.75361
"ProteLauri",19.24222,-33.75361
"ProteNitid",22.78556,-33.75361
"ProteMundi",25.0725,-33.75361
"ProteAcaul",19.09167,-33.75333
"ProteTenax",22.90639,-33.75333
"ProteNitid",19.98194,-33.75306
"ProteNitid",23.86944,-33.75306
"ProteNitid",25.10444,-33.75306
"ProteLauri",19.05472,-33.75278
"ProteLauri",19.05944,-33.75278
"ProteAcaul",19.31528,-33.75278
"ProteLauri",19.31528,-33.75278
"ProteNitid",19.31528,-33.75278
"ProteNitid",24.31389,-33.75278
"ProteLauri",19.1,-33.75222
"ProteAcaul",19.12028,-33.75222
"ProteLauri",19.12028,-33.75222
"ProteNitid",19.12028,-33.75222
"ProteAcaul",19.12639,-33.75222
"ProteLauri",19.12639,-33.75222
"ProteNitid",19.12639,-33.75222
"ProteLauri",19.32194,-33.75222
"ProteNitid",19.32194,-33.75222
"ProteAcaul",19.3225,-33.75222
"ProteNitid",19.85556,-33.75222
"ProteNitid",21.91083,-33.75222
"ProteLauri",19.07389,-33.75167
"ProteAcaul",19.08472,-33.75139
"ProteLauri",19.08472,-33.75139
"ProteNitid",19.08472,-33.75139
"ProteAcaul",19.12333,-33.75139
"ProteLauri",19.12333,-33.75139
"ProteNitid",19.12333,-33.75139
"ProteLauri",19.17694,-33.75139
"ProteNitid",19.17694,-33.75139
"ProteNitid",19.88056,-33.75139
"ProteNitid",19.90556,-33.75139
"ProteNitid",19.97167,-33.75139
"ProteNitid",21.90444,-33.75139
"ProteNitid",21.92611,-33.75139
"ProteNitid",24.12833,-33.75139
"ProteNitid",24.14083,-33.75139
"ProteAcaul",19.30806,-33.75083
"ProteNitid",21.89667,-33.75083
"ProteAcaul",19.07778,-33.75056
"ProteNitid",19.07778,-33.75056
"ProteNitid",21.91611,-33.75056
"ProteAcaul",19.09861,-33.75028
"ProteNitid",23.77278,-33.75028
"PentaAmpla",18.93333,-33.75
"ProteNitid",22.83194,-33.74972
"ProteTenax",22.91806,-33.74944
"ProteNitid",24.27194,-33.74944
"ProteNitid",19.87861,-33.74917
"ProteNitid",21.94167,-33.74917
"ProteTenax",24.28806,-33.74917
"ProteAcaul",19.24306,-33.74833
"ProteLauri",19.24306,-33.74833
"ProteNitid",21.90667,-33.74833
"ProteNitid",22.82417,-33.74833
"ProteNitid",22.845,-33.74833
"ProteNitid",22.85611,-33.74833
"ProteNitid",21.88611,-33.7475
"ProteNitid",19.88611,-33.74722
"ProteNitid",21.9125,-33.74722
"ClutiPolif",24.23056,-33.74722
"EragrCapen",24.23056,-33.74722
"OederImbri",24.23056,-33.74722
"PentaColor",24.23056,-33.74722
"PhyliLachn",24.23056,-33.74722
"PteroTeret",24.23056,-33.74722
"RestiTriti",24.23056,-33.74722
"ProteNitid",24.33056,-33.74722
"ProteNitid",21.93472,-33.74694
"ProteNitid",21.94778,-33.74694
"ProteTenax",22.94972,-33.74667
"ProteNitid",24.135,-33.74639
"ProteNitid",21.90167,-33.74611
"ProteNitid",21.91694,-33.74611
"ProteNitid",24.28111,-33.74611
"ClutiPolif",24.20194,-33.74583
"HypodAlbo-",24.20194,-33.74583
"ProteNitid",21.92611,-33.74556
"ProteAcaul",19.18056,-33.74528
"ProteLauri",19.18056,-33.74528
"ProteNitid",19.18056,-33.74528
"ProtePunct",19.20083,-33.74528
"ProteNitid",19.89194,-33.74528
"ProteNitid",21.95806,-33.74528
"ProteNitid",22.83722,-33.74528
"ProteLaevi",20.03889,-33.745
"ProteNitid",21.92111,-33.745
"ProteNitid",19.85833,-33.74472
"ProteNitid",19.88333,-33.74472
"ProteNitid",21.92639,-33.74472
"ProteNitid",21.96528,-33.74472
"ClutiPolif",24.26805,-33.74445
"ProteLauri",19.07639,-33.74417
"ProteNitid",19.07639,-33.74417
"ProteAcaul",19.28694,-33.74389
"ProteNitid",19.28694,-33.74389
"ProteLauri",19.34667,-33.74389
"ProteNitid",19.34667,-33.74389
"ProteNitid",22.85306,-33.74389
"ProteNitid",24.15833,-33.74389
"ProteNitid",21.8725,-33.74361
"ProteNitid",19.90417,-33.74333
"ProteTenax",22.86833,-33.74333
"ProteLauri",19.81861,-33.74306
"ProteNitid",19.81861,-33.74306
"ProteLauri",19.82389,-33.74306
"ProteNitid",19.82389,-33.74306
"ProteNitid",21.945,-33.74306
"ProteNitid",24.14306,-33.74306
"ProteNitid",24.1625,-33.74306
"ProteTenax",24.1625,-33.74306
"ProteTenax",24.30833,-33.74306
"ProteNitid",21.92556,-33.74278
"ProteNitid",21.90361,-33.7425
"ProteNitid",24.26528,-33.7425
"ProteTenax",24.26528,-33.7425
"ProteAcaul",19.08944,-33.74222
"ProteLauri",19.285,-33.74222
"ProteLaevi",20.02222,-33.74222
"ProteNitid",21.90944,-33.74222
"ProteNitid",21.91639,-33.74222
"ProteTenax",24.25639,-33.74222
"ProteAcaul",18.93722,-33.74194
"ProteNitid",19.87139,-33.74167
"ProteNitid",21.93722,-33.74167
"ProteNitid",22.81833,-33.74167
"ProteNitid",24.15139,-33.74167
"ProteNitid",18.92389,-33.74139
"ProteAcaul",19.10639,-33.74139
"ProteLauri",19.10639,-33.74139
"ProteNitid",19.10639,-33.74139
"ProteLauri",19.22583,-33.74139
"ProteNitid",21.93389,-33.74139
"ProteNitid",19.09111,-33.74111
"ProteAcaul",19.08417,-33.74083
"ProteLauri",19.08417,-33.74083
"ProteNitid",19.08417,-33.74083
"ProteLauri",19.08556,-33.74083
"ProteNitid",19.08556,-33.74083
"ProteLauri",19.24778,-33.74083
"ProteAcaul",19.18611,-33.74056
"ProteLauri",19.18611,-33.74056
"ProteNitid",19.18611,-33.74056
"ProteLauri",19.35472,-33.74056
"ProteNitid",22.8425,-33.74056
"ProteMundi",25.19361,-33.74056
"ProteAcaul",19.24306,-33.74
"ProteLauri",19.24306,-33.74
"ProteLauri",19.81444,-33.74
"ProteNitid",19.81444,-33.74
"ProteNitid",21.97306,-33.74
"ProteNitid",21.88,-33.73972
"ProteNitid",21.90289,-33.73961
"PteroCamph",21.90289,-33.73961
"ProteAcaul",18.9275,-33.73944
"ProteAcaul",19.09,-33.73944
"ProteNitid",19.09,-33.73944
"ProteNitid",22.8275,-33.73944
"ProteTenax",22.95194,-33.73944
"ProteTenax",24.25278,-33.73944
"ProteNitid",18.91833,-33.73917
"ProteAcaul",18.93639,-33.73917
"ProteLauri",18.93639,-33.73917
"ProteNitid",18.93639,-33.73917
"ProteLauri",19.08889,-33.73889
"ProteNitid",19.90556,-33.73889
"ProteLaevi",19.97056,-33.73889
"ProteNitid",20.16667,-33.73889
"ProteMundi",25.18333,-33.73889
"ProteNitid",19.09111,-33.73861
"ProteNitid",21.9,-33.73861
"ProteAcaul",19.08222,-33.73833
"ProteLauri",19.08222,-33.73833
"ProteNitid",18.92667,-33.73778
"ProteAcaul",19.09306,-33.73778
"ProteNitid",21.93889,-33.73778
"ProteNitid",22.86056,-33.73778
"ProteAcaul",19.10833,-33.7375
"ProteLauri",19.10833,-33.7375
"ProteNitid",19.10833,-33.7375
"ProteNitid",21.80417,-33.7375
"ProteTenax",24.25611,-33.7375
"AgathCapen",24.31694,-33.7375
"ClutiPolif",24.31694,-33.7375
"RestiTriti",24.31694,-33.7375
"ProteAcaul",19.18333,-33.73722
"ProteLauri",19.18333,-33.73722
"ProteNitid",19.18333,-33.73722
"ProteLauri",19.28361,-33.73722
"ProteNitid",19.28361,-33.73722
"ProteLauri",19.29278,-33.73722
"ProteNitid",19.29278,-33.73722
"ProteLauri",19.81944,-33.73722
"ProteNitid",19.81944,-33.73722
"ProteLauri",19.825,-33.73722
"ProteNitid",19.825,-33.73722
"ProteNitid",21.9275,-33.73722
"ProteLauri",19.11167,-33.73694
"ProteNitid",19.11167,-33.73694
"ProteLauri",19.28861,-33.73694
"ProteNitid",21.88306,-33.73694
"ProteTenax",24.26667,-33.73694
"ProteLauri",18.94167,-33.73639
"ProteNitid",21.88639,-33.73639
"ProteNitid",18.92194,-33.73611
"ProteAcaul",19.25472,-33.73611
"ProteLauri",19.25472,-33.73611
"ProteNitid",19.25472,-33.73611
"ProteNitid",24.31667,-33.73611
"ProteTenax",24.31667,-33.73611
"ProteMundi",25.19222,-33.73611
"ProteNitid",19.86806,-33.73583
"ProtePunct",19.86806,-33.73583
"ProteNitid",19.08111,-33.73556
"ProteNitid",21.89194,-33.73556
"ProteNitid",21.93194,-33.73556
"ProteNitid",24.00639,-33.73556
"ProteTenax",24.00639,-33.73556
"ProteNitid",24.1625,-33.73556
"ProteTenax",24.1625,-33.73556
"ProteTenax",24.27139,-33.73556
"ProteNitid",23.99028,-33.735
"ProteTenax",23.99028,-33.735
"ProteAcaul",19.08028,-33.73472
"ProteAcaul",19.09,-33.73472
"ProteNitid",19.09,-33.73472
"ProteAcaul",19.15028,-33.73472
"ProteNitid",19.15028,-33.73472
"ProteAcaul",19.1575,-33.73472
"ProteLauri",19.1575,-33.73472
"ProteNitid",19.1575,-33.73472
"ProteLauri",19.21944,-33.73472
"ProteNitid",21.8625,-33.73472
"ProteNitid",21.88694,-33.73472
"ProteNitid",21.93917,-33.73472
"ProteTenax",24.25444,-33.73472
"ProteNitid",24.28972,-33.73472
"ProteNitid",18.92194,-33.73389
"ProteNitid",18.93944,-33.73389
"ProteAcaul",19.19167,-33.73389
"ProteLauri",19.19167,-33.73389
"ProteNitid",19.19167,-33.73389
"ProteNitid",21.90611,-33.73389
"ProteTenax",24.275,-33.73389
"ProteAcaul",18.94,-33.73333
"ProteAcaul",19.08194,-33.73333
"ProteLauri",19.08194,-33.73333
"ProteNitid",19.08194,-33.73333
"ProteAcaul",19.25028,-33.73333
"ProteLauri",19.25028,-33.73333
"ProteNitid",19.25028,-33.73333
"ProteNitid",21.88556,-33.73333
"ProteNitid",21.89944,-33.73333
"ProteNitid",21.90444,-33.73333
"ProteNitid",24.00278,-33.73333
"ProteTenax",24.00278,-33.73333
"ProteAcaul",18.93611,-33.73306
"ProteNitid",18.93611,-33.73306
"ProteNitid",21.78333,-33.73306
"ProteNitid",21.85972,-33.73306
"ProteNitid",21.95667,-33.73306
"ClutiErico",24.22917,-33.73195
"EricaUmbel",24.22917,-33.73195
"PentaErios",24.22917,-33.73195
"PhyliLachn",24.22917,-33.73195
"ProteNitid",24.22917,-33.73195
"PteroTeret",24.22917,-33.73195
"ProteLauri",20.16028,-33.73167
"ProteNitid",20.16028,-33.73167
"IndigHeter",21.48917,-33.73167
"BerzeInter",23.00528,-33.73167
"EricaUmbel",23.00528,-33.73167
"MayteOleoi",23.00528,-33.73167
"MuralJunip",23.00528,-33.73167
"PentaErios",23.00528,-33.73167
"ProteLauri",23.00528,-33.73167
"ProteTenax",23.00528,-33.73167
"ProteLauri",19.295,-33.73139
"ProteNitid",19.295,-33.73139
"ProteLauri",19.80028,-33.73139
"ProteNitid",19.80028,-33.73139
"ProteNitid",21.85444,-33.73139
"EricaStrig",24.31583,-33.73139
"HelicCymos",24.31583,-33.73139
"PhyliLachn",24.31583,-33.73139
"RestiTriti",24.31583,-33.73139
"ProteLaevi",19.92278,-33.73111
"ProtePunct",19.92278,-33.73111
"ProteLauri",19.22861,-33.73083
"ProteTenax",24.16972,-33.73083
"ProteTenax",24.2675,-33.73083
"ClutiPolif",24.23056,-33.73056
"RestiTriti",24.23056,-33.73056
"ProteLauri",19.07917,-33.73028
"ProteNitid",19.07917,-33.73028
"ProteNitid",21.945,-33.73028
"ProteNitid",18.92667,-33.73
"ProteAcaul",18.92833,-33.73
"ProteAcaul",18.93806,-33.72972
"ProteAcaul",19.2575,-33.72944
"ProteLauri",19.2575,-33.72944
"ProteNitid",19.2575,-33.72944
"ProteNitid",21.80639,-33.72944
"ProteNitid",21.94889,-33.72944
"ProteNitid",21.95306,-33.72944
"ProteLauri",20.15556,-33.72889
"ProteNitid",20.15556,-33.72889
"ProteAcaul",18.92611,-33.72861
"ProteNitid",20.17194,-33.72833
"ProteLauri",18.92556,-33.72806
"ProteNitid",18.92556,-33.72806
"ProteAcaul",19.15028,-33.72806
"ProteLauri",19.15028,-33.72806
"ProteNitid",19.15028,-33.72806
"ProteLauri",19.1575,-33.72806
"ProteNitid",19.15806,-33.72806
"ProteLauri",20.16694,-33.72806
"ProteNitid",20.16694,-33.72806
"ProteNitid",21.89306,-33.72806
"ProteNitid",24.60667,-33.72806
"ProteNitid",18.91914,-33.728
"ProteNitid",21.90833,-33.72778
"ProteNitid",23.99722,-33.72778
"ProteTenax",23.99722,-33.72778
"ProteNitid",18.94139,-33.72722
"ProteLauri",19.18972,-33.72722
"ProteNitid",19.18972,-33.72722
"ProteLauri",19.23472,-33.72722
"ProteLauri",19.30528,-33.72722
"ProteNitid",19.30528,-33.72722
"ProteNitid",21.86889,-33.72722
"ProteAcaul",19.07306,-33.72694
