fire_clip1,map_clip1,mmp01_clip1,pptconc_clip1,soils_clip1,tmax01_clip1,tmin07_clip1
4.63358593,345,4,27.60000038,-0.162526697,25.20000076,3.400000095
1.270393968,594,28,3.400000095,-0.016835639,29.79999924,4.599999905
2.163614035,300,3,29.20000076,-0.216119602,29.60000038,4.199999809
2.613779068,394,9,20.20000076,-0.230893001,24.60000038,3.200000048
0.75442791,749,38,4.900000095,-0.238835901,29.20000076,5
1.370522022,990,56,3.400000095,-0.28066051,27.89999962,3.599999905
1.698930025,413,11,18.70000076,-0.249952495,27.60000038,4.800000191
1.787860036,642,30,4.900000095,-0.199239805,28,3.599999905
3.217251062,253,4,20.20000076,-0.42469731,23.20000076,2.200000048
1.07920897,817,41,4.900000095,-0.128010899,27.89999962,3.900000095
3.622493982,318,6,20.20000076,-0.446000695,23.20000076,2.5
2.65238905,244,7,12,-0.208490998,23.89999962,2.200000048
2.611090899,357,5,29.20000076,-0.255761415,25.89999962,3.599999905
4.844514847,376,4,29.89999962,-0.454226911,25,2.299999952
2.627901077,287,3,29.20000076,-0.238162801,27.89999962,3.599999905
4.317815781,238,4,20.20000076,0.1026017,22.79999924,1.899999976
0.631069422,1034,70,3.099999905,-0.28066051,28,3.599999905
4.305959225,325,3,27.60000038,-0.445643812,24.29999924,2.099999905
5.213491917,313,3,27.60000038,-0.42469731,24.20000076,2.400000095
5.358168125,302,4,27.60000038,-0.128739506,22.39999962,1.700000048
1.380591035,545,22,5.199999809,-0.280668586,28.39999962,4.199999809
0.345640212,992,68,3.099999905,-0.252130002,29.20000076,4.900000095
1.229562998,808,37,3.400000095,-0.28066051,29.60000038,4.199999809
1.532817006,427,13,18.70000076,-0.259316713,27.5,4.800000191
0.685874581,706,44,0.600000024,-0.483253509,28.5,6.199999809
1.043089032,529,26,6.400000095,-0.125986904,28.60000038,4.900000095
3.586280107,338,3,29.89999962,-0.201907605,25.79999924,3.099999905
3.094883919,290,4,20.20000076,-0.170737207,26.39999962,2.799999952
2.440581083,330,3,29.20000076,-0.054770678,29.20000076,4.300000191
4.55213213,368,4,29.89999962,-0.475176901,22.29999924,1.399999976
3.186497927,205,3,20.20000076,0.029105131,23.29999924,1.200000048
3.248960972,253,3,14.60000038,-0.156681404,21.5,1.299999952
1.011966944,702,38,6.400000095,-0.255881011,28.60000038,5.199999809
1.360442996,962,49,3.400000095,-0.28066051,28.60000038,3.599999905
3.047590971,281,5,20.20000076,-0.311005086,23.70000076,2.5
5.571479797,315,4,27.60000038,-0.326305598,24,2.400000095
5.711743832,301,4,27.60000038,-0.086413793,23.5,2.200000048
3.298734903,241,4,20.20000076,-0.432930887,21.70000076,1.200000048
1.810014963,452,8,16.29999924,-0.044570871,25.89999962,4.199999809
3.327905893,209,3,20.20000076,-0.453714609,25.10000038,2.599999905
3.461774111,241,3,29.20000076,-0.190772504,24.39999962,2.400000095
2.828177929,308,4,29.20000076,-0.122497797,24.10000038,2.400000095
0.731574476,822,36,7.699999809,-0.005741387,27.10000038,6.099999905
2.011842966,421,17,5.699999809,-0.133400097,28.60000038,3.799999952
1.168182969,377,18,3.400000095,-0.04168852,27.89999962,5.099999905
2.388477087,377,8,20.20000076,-0.230893001,24.79999924,3.200000048
4.454386234,296,3,27.60000038,-0.367104709,23.10000038,2
3.607686043,280,5,20.20000076,-0.263978302,24.39999962,2.299999952
2.851135015,278,4,20.20000076,-0.42469731,27.70000076,3.400000095
1.235254049,625,32,6.300000191,-0.138847798,31,5.099999905
1.172158003,546,24,4.900000095,-0.099942833,28.70000076,3.700000048
4.093914986,329,4,29.89999962,-0.150976703,23,1.899999976
2.240344048,459,9,16.29999924,-0.121452503,25.39999962,4
1.147505045,543,31,0.5,-0.026218159,30.79999924,5.5
1.272515059,710,29,7.699999809,-0.2558406,27.70000076,4.400000095
2.497478008,391,4,16.29999924,-0.051056821,27.70000076,4
4.534526825,339,4,29.89999962,-0.016183119,23.29999924,3
2.544059992,405,9,20.20000076,-0.230893001,24.70000076,3.299999952
0.744867623,842,38,8.199999809,-0.038193379,27.29999924,5.900000095
1.181792974,749,32,7.699999809,-0.268638402,27.70000076,4.300000191
1.250182033,720,39,6.400000095,-0.268613189,29.10000038,4.400000095
2.808285952,375,4,29.20000076,-0.02439679,28.70000076,4.099999905
1.27599895,406,19,3.400000095,-0.123635903,28,5.199999809
4.172259808,311,3,29.89999962,-0.391731709,21.70000076,1.399999976
2.359847069,439,18,9.699999809,-0.099281631,26.89999962,3.200000048
2.339561939,467,20,9.699999809,-0.266192704,27,3.200000048
1.650550961,412,20,3.400000095,-0.08810252,31.10000038,4.900000095
1.465245008,433,14,18.70000076,-0.022112871,26.89999962,4.5
4.694567204,341,3,29.89999962,-0.263920993,25.5,3
1.884238005,473,19,5.699999809,-0.226980895,27.60000038,3.400000095
1.475636005,387,19,3.400000095,-0.032644119,28.10000038,5
1.275076985,615,29,6.400000095,-0.42469731,28.70000076,5.5
1.385321021,383,19,6.400000095,-0.097575232,28.89999962,4.5
1.500295997,378,14,16.20000076,-0.09421514,29.70000076,5.300000191
2.691123009,334,7,20.20000076,-0.226243198,23.79999924,2.700000048
4.425446987,312,4,27.60000038,-0.41754809,24,2.400000095
1.197540998,641,26,13.80000019,-0.063640542,28.89999962,5.300000191
3.668703079,353,7,20.20000076,-0.45423159,24.29999924,3
0.940630913,679,31,5.199999809,-0.224660695,28.60000038,4.5
1.882277012,694,26,3.400000095,-0.126504496,30.79999924,4.5
3.609637976,246,5,20.20000076,-0.269809812,23.39999962,2.400000095
2.449134111,494,10,18.70000076,-0.152821705,23.70000076,3.400000095
3.062679052,346,4,29.20000076,-0.108094402,27.70000076,3.799999952
0.666112185,576,34,0.600000024,-0.2388262,28.29999924,6.300000191
2.005893946,464,19,5.699999809,-0.178597495,28,3.5
4.182137966,221,4,20.20000076,-0.129586503,22.60000038,1.799999952
3.776278019,397,7,29.89999962,-0.027698191,25,3.799999952
1.871866941,543,21,5.199999809,-0.280668586,28.5,4.400000095
1.747967005,806,34,7.699999809,-0.247741699,27.5,3.900000095
1.621479034,780,33,7.699999809,-0.247741699,27.39999962,4
2.053395987,550,24,5.199999809,-0.223022193,27.79999924,4.300000191
2.944525003,292,6,20.20000076,-0.453712314,26.20000076,3.099999905
0.895398617,712,36,5.199999809,-0.188007504,27.89999962,4.5
4.274006844,190,3,20.20000076,-0.454233915,23.10000038,1
4.666745186,321,4,16.29999924,-0.028949959,23.10000038,2.799999952
0.690708816,774,39,7.699999809,-0.034798689,29.10000038,5.800000191
4.545679092,184,3,20.20000076,-0.240685701,21.70000076,0.5
0.737006426,831,39,7.699999809,-0.03626737,28.89999962,5.800000191
1.472339034,640,30,6.300000191,-0.033979289,30.29999924,5.300000191
1.28097105,629,33,6.400000095,-0.375075698,28.5,5.199999809
0.479449391,930,63,4.900000095,-0.231079802,29.10000038,4.599999905
0.379912913,998,70,3.099999905,-0.233251601,29.10000038,4.599999905
1.063680053,679,34,6.300000191,-0.175494403,28.89999962,6.199999809
2.519181013,358,7,19,-0.01831034,30.5,4.199999809
2.50058198,311,6,19,-0.018112579,27.79999924,3.200000048
1.526677012,536,25,3.400000095,-0.088225529,30.29999924,5.199999809
1.315595984,666,31,4.900000095,-0.280668586,29.20000076,4
6.705460072,318,3,39,-0.417672396,21.60000038,1
1.969501972,610,23,3.400000095,-0.030680239,30.89999962,4.5
1.923153996,490,19,5.699999809,-0.271591187,27.29999924,3.299999952
4.675028801,335,4,27.60000038,-0.42469731,25.39999962,3
0.87368542,861,44,4.900000095,-0.483253509,29.20000076,4
2.856533051,419,9,20.20000076,-0.209957704,24.39999962,3.200000048
2.987119913,426,9,20.20000076,-0.063755438,24.5,3
0.449525297,984,66,3.099999905,-0.483253509,28.89999962,4.300000191
0.404326707,1074,75,3.099999905,-0.483253509,28.89999962,4.5
1.765079975,339,13,16.20000076,-0.223041698,30,5
0.379151106,1120,76,3.099999905,-0.483253509,28.79999924,4.300000191
1.028043985,651,27,5.199999809,-0.224660695,28.70000076,4.599999905
4.214581966,223,4,20.20000076,-0.454232693,20.5,0.600000024
0.748636425,904,44,3.400000095,-0.231089801,29.79999924,4.599999905
0.78735131,622,34,6.400000095,-0.02850307,29.10000038,4.5
0.984731078,821,36,3.400000095,-0.04954727,30.20000076,4.800000191
4.707487106,314,4,29.89999962,-0.065368123,26.20000076,3.5
2.281095982,416,14,16.89999962,-0.054393549,25.70000076,3.599999905
3.888444901,280,4,14.60000038,-0.205740497,21.20000076,1.100000024
1.91434598,695,27,7.699999809,-0.070299096,26.70000076,3.700000048
2.603399992,453,12,18.70000076,-0.247033805,23.29999924,3.299999952
1.904024959,418,12,18.70000076,-0.210471898,23.39999962,3.299999952
2.265336037,397,5,37.79999924,-0.260706991,20.10000038,1.600000024
1.506247997,538,31,11.69999981,-0.247762695,27,2.5
3.996257067,288,5,20.20000076,-0.461951405,24.70000076,2.200000048
1.797716975,539,25,4.900000095,-0.247755706,27.79999924,3.299999952
4.446520805,184,3,20.20000076,-0.396979004,21.79999924,0.5
2.604860067,378,5,16.29999924,-0.04630027,25.89999962,3.700000048
3.979185104,316,5,27.60000038,-0.156293094,23.5,2.400000095
2.505420923,377,4,16.29999924,-0.177610397,28.29999924,4.199999809
0.477622509,1061,71,3.099999905,-0.28066051,28.5,3.599999905
4.36636591,326,4,27.60000038,-0.348890185,23.79999924,2.5
1.62353003,371,18,0.699999988,-0.213930205,28.70000076,4.5
1.378309965,586,29,6.400000095,-0.42469731,28.29999924,5.199999809
0.54428637,956,56,4.900000095,-0.414506197,29.10000038,3.900000095
0.480663687,924,59,4.900000095,-0.235621393,29.10000038,4.5
1.509403944,582,25,0.600000024,-0.297356188,28.39999962,5.099999905
1.756013989,872,37,3.400000095,-0.221376494,29.79999924,4.300000191
1.473412991,440,13,18.70000076,-0.188180402,27.60000038,4.800000191
0.611845315,743,43,0.600000024,-0.450722009,28.39999962,6.5
1.625028014,465,22,3.400000095,-0.036994599,30.60000038,5.099999905
3.35957098,396,6,16.29999924,-0.046298631,26.70000076,4.400000095
1.611003995,383,10,18.70000076,-0.088591233,26.10000038,4.199999809
1.622858047,639,25,3.400000095,-0.07411363,31,4.599999905
1.924677014,622,26,3.400000095,-0.141916901,30.70000076,4.099999905
2.991802931,221,4,14.60000038,0.146452799,24.20000076,2.400000095
0.367363393,1078,74,3.099999905,-0.483253509,28.79999924,4.300000191
3.504888058,214,3,20.20000076,-0.432934612,25.29999924,2.799999952
0.809382617,554,27,0.600000024,-0.03408999,28.60000038,5.800000191
3.806529045,374,7,20.20000076,-0.306118608,24.20000076,3
2.817715883,300,7,28.39999962,-0.094151117,27.60000038,3.299999952
0.857317984,576,32,7.699999809,-0.028501259,28.70000076,5.5
0.893909872,909,46,3.400000095,-0.329105109,29,4.5
2.353323936,294,6,19,-0.168337405,30.79999924,4.400000095
1.249876022,582,31,6.400000095,-0.247741699,28.29999924,5.199999809
1.383718967,578,30,0.600000024,-0.280676812,28,5.300000191
1.824126959,692,25,7.699999809,-0.247741699,27.60000038,4.400000095
0.883529902,842,37,7.699999809,-0.005313582,27.20000076,6.099999905
1.992391944,491,12,18.70000076,-0.234092996,23.39999962,3.299999952
2.157103062,405,6,37.79999924,-0.260808796,26.29999924,4
2.733417988,398,6,37.79999924,-0.2586613,24.10000038,3.200000048
0.932026803,469,25,6.400000095,-0.026197899,28.89999962,4.699999809
1.019768953,859,44,3.400000095,-0.040384501,31,4.599999905
1.317075968,476,21,4.900000095,-0.04259412,29.20000076,3.799999952
4.025907993,369,5,29.20000076,-0.223084599,19.60000038,1.100000024
1.437455058,580,25,4.900000095,-0.247755706,28.5,3.700000048
3.233727932,296,6,20.20000076,-0.445620298,26.10000038,3.099999905
2.718959093,249,5,19,-0.007199101,30.70000076,4.5
2.944144011,246,7,9.699999809,-0.206618905,23.89999962,2.099999905
0.664494574,854,39,7.699999809,-0.03626737,28.20000076,6.099999905
2.629724026,414,5,16.29999924,-0.04137354,23.70000076,3.099999905
1.461264014,425,22,0.699999988,-0.42469731,29.20000076,4.199999809
2.939662933,297,7,15.89999962,-0.158730194,28.5,4
1.328207016,408,20,6.400000095,-0.163500994,28.29999924,4.900000095
0.686104774,903,49,4.900000095,-0.483253509,29.10000038,3.900000095
1.224524975,585,26,0.600000024,-0.42469731,28.60000038,5.400000095
1.562770963,617,35,11.69999981,-0.070534661,30.29999924,3.900000095
1.820492983,401,19,3.400000095,-0.247755706,28.10000038,5
2.152556896,311,5,20.20000076,-0.272070915,26.89999962,3
2.304440022,291,4,20.20000076,-0.453715801,26.60000038,2.700000048
1.634667039,446,14,18.70000076,-0.01579413,27.10000038,4.599999905
1.689908028,405,16,5.699999809,-0.030761439,26.60000038,3.099999905
4.943006992,337,4,29.89999962,-0.475037187,20.20000076,0.899999976
1.869482994,434,14,16.89999962,-0.02780642,24.70000076,3.400000095
1.453837037,454,22,16.20000076,-0.159489602,29.79999924,5.199999809
0.993272722,532,26,0.600000024,-0.03521575,28,6.199999809
1.471320033,510,29,0.600000024,-0.280676812,28.20000076,5.400000095
1.427008033,439,19,16.20000076,-0.030335151,29.10000038,5.400000095
0.879823029,593,31,7.699999809,-0.028501259,28.60000038,5.599999905
1.501688957,418,17,16.20000076,-0.116508797,28.89999962,5.300000191
2.309467077,345,14,5.699999809,-0.067446321,29,3.900000095
2.701178074,426,15,6,-0.1226096,27.79999924,4.199999809
0.407300413,1121,71,3.099999905,-0.483253509,28.79999924,4.300000191
0.536099195,1068,62,3.099999905,-0.483253509,28.89999962,4
1.224529982,625,31,0.600000024,-0.247741699,28.5,5.5
3.11067605,519,14,7.699999809,-0.297165096,26.79999924,3.5
2.890458107,280,6,19,-0.196901798,30.20000076,4.099999905
1.662832975,772,32,7.699999809,-0.247741699,27.20000076,4.199999809
2.538279057,355,7,19,-0.176479995,26.5,2.900000095
3.674968958,234,3,14.60000038,-0.201872304,22.89999962,1
2.393732071,294,5,28.39999962,-0.032436281,28.20000076,3.400000095
2.743235111,346,6,28.39999962,-0.06097167,26.70000076,2.900000095
2.287587881,447,7,16.29999924,-0.045947969,25.39999962,4
1.166960955,725,45,3.099999905,-0.247762695,27,2.400000095
0.982864082,961,59,0.5,-0.066617534,31,4.599999905
2.180249929,562,26,7.699999809,-0.247748703,27,4
3.436316967,289,5,20.20000076,-0.432787091,24.20000076,2.099999905
4.356088161,254,4,20.20000076,-0.475162596,23.79999924,1.700000048
0.463129908,975,61,3.099999905,-0.269322902,29.10000038,4.699999809
2.356511116,453,6,16.29999924,-0.006467193,26.70000076,4.400000095
0.878516972,817,40,4.900000095,-0.483253509,29.20000076,4.199999809
4.746352196,222,3,20.20000076,-0.454233915,24.39999962,1.5
0.767176986,872,39,7.699999809,-0.03626737,28.39999962,6
3.551383018,326,7,15.89999962,-0.158667505,27,3.299999952
0.844187617,668,38,0.5,-0.251116812,29.29999924,5.699999809
0.982302904,443,21,3.400000095,-0.07005728,25.79999924,6.5
0.714333773,538,27,0.600000024,-0.237364903,27.89999962,6.099999905
0.66331917,570,30,0.600000024,-0.150883704,28,6.699999809
2.044492006,333,8,16.20000076,0.01724817,30,4.599999905
0.357856601,984,66,3.099999905,-0.285736412,29.20000076,4.599999905
2.002831936,799,31,3.400000095,-0.164593905,30.20000076,4.400000095
1.534248948,669,31,0.600000024,-0.070304893,27.20000076,4.099999905
0.988509476,682,33,4.900000095,-0.237384304,29.29999924,4.199999809
0.760508716,712,37,0.600000024,-0.3997069,28.29999924,6.400000095
1.626023054,412,12,18.70000076,-0.193113402,24.79999924,3.599999905
0.713980675,815,39,0.600000024,-0.356076211,27.89999962,6.300000191
3.986931086,411,8,20.20000076,-0.111841403,24.10000038,2.900000095
3.98229599,226,4,14.60000038,-0.201872304,22.29999924,0.699999988
1.199126959,554,21,13.80000019,-0.199027702,28.79999924,5.5
0.767163277,725,35,0.600000024,-0.031023489,28,6.199999809
3.78174305,195,4,20.20000076,-0.445998996,23.79999924,2.299999952
0.774081111,543,33,0.600000024,-0.280676812,28.89999962,6.099999905
1.972175002,406,12,19,-0.01154963,27,3.200000048
1.107066989,571,27,0.600000024,-0.122824401,28.29999924,5.300000191
1.926588058,467,19,5.699999809,-0.000956213,28.29999924,3.5
1.336595058,651,31,0.600000024,-0.280676812,28.20000076,5.5
4.011776924,212,2,14.60000038,0.02437135,24.29999924,2.400000095
4.657507896,331,4,27.60000038,-0.399458885,24.29999924,2.599999905
1.632218003,546,20,13.80000019,-0.1165241,28.70000076,5.099999905
1.937263966,715,32,7.699999809,-0.200209394,26.79999924,3.700000048
3.088885069,319,7,15.89999962,-0.158667505,27,3.400000095
2.869621992,302,4,20.20000076,-0.170699507,28.20000076,3.599999905
1.451900959,536,27,6.400000095,-0.181162894,28.89999962,4.699999809
1.014552951,467,22,6.400000095,-0.031984732,25.79999924,6.300000191
2.953552008,376,5,37.79999924,-0.280480415,20.10000038,1.299999952
0.709444225,945,58,0.5,-0.02850488,31,4.5
6.26321888,344,5,29.89999962,-0.130572796,18.29999924,0.5
2.189616919,364,13,5.699999809,-0.028126281,26.60000038,3
0.764219582,903,53,0.5,-0.197105497,30.89999962,4.599999905
3.240101099,285,6,20.20000076,-0.363644511,26.5,3.400000095
3.42632699,344,4,27.60000038,-0.266905189,24.39999962,2.599999905
2.333935022,307,6,19,-0.051094338,30.29999924,4.099999905
0.553494871,981,64,3.099999905,-0.28066051,28.5,3.5
0.925765514,497,23,6.400000095,-0.02850488,26.79999924,6.099999905
0.988323629,714,39,0.5,-0.1824736,29.89999962,5.199999809
1.225254059,551,22,13.80000019,-0.255562901,28.79999924,5.599999905
0.933100283,559,33,7.699999809,-0.01139333,28.79999924,5.300000191
0.92379421,580,27,6.400000095,-0.051722601,26.20000076,6.300000191
0.984018326,591,28,6.400000095,-0.065783933,28,5.199999809
4.165279865,253,5,15.89999962,-0.116920002,24.70000076,2.700000048
2.95477891,327,9,15.89999962,-0.049570661,30,4.900000095
1.819937944,560,26,0.600000024,-0.221286505,27.20000076,4.099999905
3.631654024,237,5,20.20000076,-0.3625395,23.79999924,2.400000095
1.064538956,813,41,4.900000095,-0.279207885,29,4.199999809
0.83735311,710,38,0.5,-0.301588207,30.10000038,5.099999905
0.889151812,758,38,0.600000024,-0.483253509,28,6
0.93877542,540,29,6.400000095,-0.02850307,29,4.699999809
4.174263,197,3,20.20000076,-0.063816696,22.20000076,0.5
1.189910054,599,37,0.600000024,-0.259399205,28.70000076,5.5
1.150673985,651,32,6.300000191,-0.108137697,29.20000076,6.300000191
3.805632114,205,4,20.20000076,-0.454237401,24,2.400000095
0.888327718,852,48,3.400000095,-0.034096111,30.89999962,4.400000095
1.379277945,371,21,0.5,-0.100073099,29.39999962,5.599999905
2.570821047,527,15,7.699999809,-0.42469731,27.60000038,4.099999905
1.155529022,535,25,6.400000095,-0.027077319,28.10000038,5.199999809
1.07821095,515,24,6.400000095,-0.023862701,28.20000076,5.199999809
2.231010914,413,15,6,-0.28066051,28.29999924,4.5
4.404623985,181,3,20.20000076,-0.000594291,21.89999962,0.400000006
0.81084758,870,38,7.699999809,-0.0348229,27.20000076,6.099999905
2.844408989,323,6,20.20000076,-0.189786404,27.5,3.400000095
1.006014943,474,30,0.600000024,-0.280676812,28.5,5.599999905
1.272443056,545,29,0.5,-0.177641407,30.20000076,5
0.987294197,412,19,6.400000095,-0.07406988,26.29999924,6.300000191
1.000416994,387,18,3.400000095,-0.04175527,25.39999962,6.599999905
1.47368598,611,32,6.400000095,-0.239371493,29.20000076,4.599999905
3.248110056,249,3,20.20000076,-0.42469731,27.39999962,3.299999952
3.497977018,267,6,15.89999962,-0.119776897,27.60000038,3.799999952
0.946694493,760,37,4.900000095,-0.306111991,29.20000076,4.199999809
0.753004491,886,39,7.699999809,-0.03626737,28.20000076,6.099999905
1.537498951,528,22,5.699999809,-0.000976717,28.39999962,3.5
2.015829086,476,20,3.400000095,-0.247762695,28.20000076,3.200000048
0.809515476,807,46,0.5,-0.248158306,30.5,4.699999809
3.430175066,516,14,7.699999809,-0.247748703,26.60000038,3.5
1.857813001,520,21,5.699999809,-0.111410797,28.29999924,3.5
1.791293025,560,31,22.89999962,-0.381831586,23.10000038,0.600000024
3.362126112,271,14,14.89999962,0.072184607,27,0.899999976
4.173439026,243,14,24.29999924,-0.0104184,28.10000038,1.700000048
1.166839957,591,35,5.699999809,-0.260419101,26.29999924,3
1.067476034,715,44,9,-0.147758499,26.60000038,3.900000095
1.625674963,523,28,5.699999809,-0.42469731,25.5,2.799999952
0.965598226,690,41,9,-0.286053389,27.5,4.800000191
1.658612013,262,17,13.60000038,-0.04161267,25.79999924,4.099999905
2.886619091,277,17,5.699999809,-0.28043139,26.39999962,1.100000024
1.556319952,475,28,5.699999809,-0.377915889,26.79999924,3.5
3.227087021,282,13,14.89999962,0.046636809,27.20000076,1.100000024
0.907143295,542,27,8.800000191,-0.226586893,26.79999924,6.900000095
2.758797884,341,18,5.699999809,-0.050274849,24.20000076,-0.899999976
1.719871998,485,25,10.69999981,-0.42469731,25.5,2.799999952
1.231981039,618,36,9,-0.082032271,26.60000038,3.799999952
3.048343897,233,11,20.5,-0.380737901,23.10000038,0.600000024
3.531903982,292,16,12.89999962,-0.06920483,27.20000076,1.100000024
1.375422001,659,38,9,-0.219403207,26,3.299999952
1.780136943,278,18,13.60000038,-0.039543141,26.10000038,4.300000191
4.121153831,191,12,21.79999924,-0.00302934,25.70000076,2.400000095
0.7190727,579,32,10.19999981,-0.215580001,27.10000038,7.199999809
2.120063066,248,11,20.5,-0.277621686,23.60000038,1
4.18228817,232,11,23.39999962,0.089108057,28.89999962,2.5
0.74274832,643,36,11,-0.068277083,27,7.800000191
1.384659052,346,19,15.19999981,-0.093790479,28.29999924,5.099999905
0.995500803,576,34,4.300000191,-0.219334394,26.60000038,6.099999905
0.811318994,599,34,10.19999981,-0.130466893,27.39999962,7.400000095
3.25177002,253,16,21.79999924,-0.02767569,25.70000076,2.700000048
1.035230041,531,30,5.699999809,-0.454233915,26.70000076,3.700000048
1.448263049,462,25,5.699999809,-0.189526796,27.60000038,4.400000095
1.828932047,485,27,22.89999962,-0.42469731,24.60000038,1.899999976
1.187752962,542,30,3.299999952,-0.42469731,25.89999962,5.300000191
1.148169041,482,26,5.800000191,-0.382667989,25.89999962,5.300000191
2.253580093,231,14,13.10000038,-0.280513197,22.29999924,0.400000006
0.840966582,593,33,10.19999981,-0.061329201,27.20000076,7.400000095
0.661164999,612,36,9,0.325318694,27.20000076,6.199999809
1.774088979,519,25,3.900000095,-0.335249394,24.79999924,2.299999952
3.956620932,271,13,14.89999962,0.050469451,27,0.899999976
2.736107111,300,17,5.699999809,-0.234941199,27.39999962,1.5
1.293539047,547,25,7,-0.067974523,25.20000076,3.099999905
1.808081031,506,21,7.199999809,-0.03628388,25.89999962,4.599999905
1.06735301,448,26,3.299999952,-0.115130797,27.10000038,5.599999905
3.522363901,239,14,24.29999924,-0.000484228,28.10000038,1.799999952
1.879802942,347,22,13.60000038,-0.082616113,26.70000076,2.200000048
2.691437006,235,14,13.60000038,-0.118361004,23.10000038,1.299999952
2.873646975,274,17,13.60000038,-0.42469731,23.79999924,1.799999952
1.092928052,434,25,10.10000038,-0.269297212,27.70000076,4.900000095
0.956792414,472,27,10.10000038,-0.084274083,28.39999962,5.699999809
1.07843399,448,25,10.10000038,-0.205914795,28.39999962,5.800000191
2.335741043,441,20,3.900000095,-0.200987607,24.70000076,1.899999976
1.003394008,534,27,8.800000191,-0.426654696,26.70000076,6.199999809
1.691571951,436,22,10.10000038,-0.312569886,27.20000076,4.099999905
1.607566953,454,26,4.300000191,-0.072818711,26.39999962,4.800000191
2.564014912,228,14,5.699999809,-0.28043139,27.5,1.399999976
1.066856027,454,26,3.299999952,-0.231347904,26.20000076,5.300000191
1.057561994,430,24,5.800000191,-0.220402196,26.70000076,6
0.995575726,517,26,8.800000191,-0.02799277,26.89999962,7.099999905
2.194592953,307,19,13.60000038,-0.155422196,25.29999924,3
3.482860088,228,13,24.29999924,-0.143850103,28,1.700000048
2.596718073,326,18,20.5,0.029697111,26,2.599999905
1.251598954,460,25,4.300000191,-0.247804806,27.5,5.099999905
1.979172945,294,19,13.60000038,-0.445494413,24.29999924,2.200000048
0.991864085,543,25,10.5,-0.42469731,26.29999924,8.300000191
1.572245002,471,24,10.10000038,-0.483253509,27.29999924,4.199999809
0.991338193,531,30,3.299999952,-0.462099612,27.20000076,5.199999809
2.615092993,263,16,5.699999809,-0.454222202,27,1
0.899543881,510,23,8.800000191,-0.42469731,26.79999924,7.800000191
1.198953032,436,25,10.10000038,-0.091059826,28.10000038,6.099999905
2.053100109,378,14,2.200000048,-0.275269508,25,2.200000048
1.307917953,455,25,5.699999809,-0.400869787,27.29999924,4.300000191
3.746020079,324,17,5.699999809,-0.074161187,24.20000076,-1.100000024
2.623276949,252,16,5.699999809,-0.271231592,26.29999924,1.299999952
2.904711008,244,15,13.60000038,-0.30018869,23.70000076,1.700000048
0.702294528,694,42,9,0.098030023,27.10000038,5.199999809
0.69406271,626,32,12.19999981,-0.004813564,26,8.399999619
3.593904018,286,16,12.89999962,-0.087371036,27.10000038,1.100000024
3.791493893,278,15,12.89999962,-0.366584897,27.29999924,1.200000048
1.177598953,465,28,4.300000191,-0.075541057,27.29999924,4.900000095
1.352236032,621,35,22.89999962,-0.203706399,25.20000076,2.400000095
1.386126995,523,29,3.299999952,-0.42469731,26.29999924,4.400000095
2.597676039,291,18,5.699999809,-0.174083501,27.5,1.700000048
3.094562054,282,17,5.699999809,-0.229435802,27.70000076,1.799999952
0.86713922,482,28,3.299999952,-0.1954588,27.10000038,6
3.272274017,246,14,24.29999924,0.003800524,27.79999924,1.600000024
3.297092915,228,13,24.29999924,-0.053795092,28,1.799999952
1.076913953,550,31,3.299999952,-0.454249114,26.89999962,5.199999809
1.224856019,439,27,7.199999809,-0.088184997,27.29999924,4.900000095
1.375635028,502,28,10.19999981,-0.298031896,27.60000038,5.199999809
1.246023059,607,33,5.699999809,-0.208068907,26.29999924,3.400000095
2.434509993,322,21,21.79999924,-0.189736903,25.29999924,3.099999905
1.754866004,455,19,7.199999809,-0.074161187,25.29999924,4.099999905
1.269705057,528,30,5.800000191,-0.445831597,27.10000038,4.5
1.491875052,449,19,7.199999809,-0.080539122,26.39999962,4.800000191
3.967711926,284,15,12.89999962,-0.207203299,27.39999962,1.399999976
1.449928999,369,19,7.199999809,-0.081354856,27.10000038,4.800000191
1.362632036,384,21,7.199999809,-0.049203381,27.60000038,5
1.270236969,394,22,7.199999809,-0.05703881,27.10000038,4.800000191
1.275117993,381,22,7.199999809,-0.147415102,26.5,5.099999905
1.826503038,464,25,5.699999809,-0.42469731,25.89999962,3.099999905
1.056957006,411,22,1,-0.075707443,29,5.599999905
1.333207965,489,25,5.800000191,-0.086283557,26.20000076,5.300000191
0.996748328,646,33,3.200000048,-0.42469731,29.20000076,5.5
1.353762031,607,33,5.699999809,-0.2007301,26.39999962,3.599999905
1.180855036,332,21,15.19999981,-0.089381441,28.29999924,4.800000191
1.724316001,577,30,15,-0.311980814,26.29999924,3.5
0.792168379,758,43,9,0.098039731,27.70000076,5
0.908087671,698,39,9,-0.265308589,28.5,5.5
1.719120026,337,19,15.19999981,-0.349212199,28.10000038,4.900000095
2.915802002,366,21,5.699999809,0.03370605,26.29999924,0.800000012
1.027876973,571,33,4.300000191,-0.070310883,26.60000038,6.199999809
3.773344994,276,11,14.89999962,0.093951508,27.29999924,1.200000048
1.305626988,432,26,7.199999809,-0.0931876,27.10000038,4.900000095
4.307796001,228,11,23.39999962,0.093043111,28.29999924,1.899999976
1.194090009,386,22,10.10000038,-0.378028989,28.29999924,5.5
1.150637031,435,23,4.300000191,-0.132759601,28.39999962,5.800000191
