fire_clip1,map_clip1,mmp01_clip1,pptconc_clip1,soils_clip1,tmax01_clip1,tmin07_clip1
1.785259962,406,12,15.5,-0.399265409,26.29999924,6.199999809
1.09713304,379,12,15.5,0.06506712,25.39999962,6.800000191
1.115972996,381,11,15.5,0.395050198,25.39999962,6.400000095
1.741343021,380,11,21.39999962,-0.214208096,26.79999924,6.5
1.815459013,377,11,21.39999962,-0.377290398,26,6.300000191
1.782883048,385,11,15.5,-0.332133412,25.89999962,6.300000191
1.72675097,378,11,15.5,-0.272884488,25.70000076,6.300000191
1.110815048,370,11,15.5,-0.112186,25.60000038,6.300000191
1.307078958,374,11,15.5,-0.156876996,25.70000076,6.300000191
1.414919019,365,11,15.5,-0.289791405,25.89999962,6.199999809
1.736439943,360,10,15.5,-0.335074395,26,6.199999809
1.739197016,361,10,15.5,-0.335074395,26.39999962,6.300000191
1.846441984,362,10,17.70000076,-0.08101476,26.60000038,6.300000191
1.856191993,355,10,17.70000076,-0.183442995,26.89999962,6.300000191
1.853234053,373,11,15,-0.395196587,28,6.5
1.85225594,386,12,15,-0.395196587,28.39999962,6.400000095
1.822882056,369,11,17.70000076,-0.148716494,26.89999962,6.400000095
1.666147947,395,11,15.5,-0.335071802,25.79999924,6.300000191
1.844310045,369,10,21.39999962,-0.39626801,26.70000076,6.099999905
1.784595013,401,11,21.39999962,-0.38135609,25.89999962,6.300000191
1.670040011,407,12,15.5,-0.335071802,25.89999962,6.300000191
1.096333981,393,12,15.5,-0.133205399,25.29999924,6.400000095
1.618607998,382,11,15.5,-0.272873908,25.70000076,6.300000191
1.127974033,340,10,15.5,0.0444723,25.39999962,6.300000191
1.139258981,351,10,15.5,-0.001142389,25.5,6.300000191
1.101415038,391,12,15.5,0.395050198,25.39999962,6.400000095
0.914426982,401,13,22,-0.01949152,25.39999962,7.900000095
0.941248417,398,13,15.5,0.080477826,25.39999962,8
1.126296997,359,10,15.5,0.0444723,25.39999962,6.400000095
1.121454,362,11,15.5,0.0444723,25.29999924,6.400000095
1.117401004,366,11,15.5,0.0444723,25.39999962,6.400000095
1.326225996,2497,68,48.09999847,-0.475050002,25.5,3.099999905
1.914610028,2053,51,42.79999924,-0.347278714,25.79999924,3.400000095
1.736217976,1405,30,37.40000153,-0.355999708,25.5,5.800000191
1.666684985,1093,24,37.40000153,-0.354577512,25.60000038,5.800000191
3.139256954,1401,28,48.09999847,-0.327074796,26.29999924,4
1.271407008,2027,51,40.70000076,-0.131467894,25,3.400000095
1.625005007,1284,29,37.40000153,-0.367823094,26,6.300000191
1.812435985,1209,27,41.29999924,-0.074161187,25.29999924,4.599999905
1.928429008,1687,31,41.29999924,-0.074161187,24.79999924,3.799999952
1.615692019,1318,27,37.40000153,-0.297702312,25.60000038,6
1.429031014,880,22,30.5,-0.273940504,25.10000038,6.199999809
2.209331989,886,17,40.79999924,-0.280766785,25.60000038,4.699999809
2.998790979,1076,19,41.29999924,-0.408775598,25.10000038,4.199999809
1.818596959,1176,25,37.40000153,-0.166229904,25.89999962,6.900000095
1.473657012,771,19,30.5,-0.358558804,24.89999962,6.5
1.25473702,905,22,30.5,-0.453670114,23.79999924,7.400000095
1.845837951,954,22,40.20000076,-0.454272509,24.60000038,5.099999905
2.606152058,1325,25,48.09999847,-0.362211108,27,5
1.603186011,1622,34,42.79999924,-0.440943688,26.60000038,4.599999905
1.330844998,1821,39,42.79999924,-0.432742596,27,4.800000191
1.188678026,1773,42,41.29999924,-0.369751096,24.39999962,3.299999952
2.105664968,1263,25,41.29999924,-0.074161187,25.70000076,4.900000095
2.298823118,1921,44,48.09999847,-0.46189639,25.79999924,3.400000095
1.51137495,1096,30,37.40000153,-0.42469731,25.10000038,5.599999905
1.568426013,976,23,37.40000153,-0.249282494,25.20000076,5.900000095
2.031056881,1260,24,44.90000153,-0.218171403,26.70000076,4.5
1.533543944,1226,30,37.40000153,-0.367817193,25.10000038,6.599999905
1.699504018,1070,25,37.40000153,-0.317679793,26.39999962,6.699999809
1.573708057,1237,29,37.40000153,-0.42469731,25.70000076,6
1.677839994,1783,38,48.09999847,-0.483253509,26.29999924,4
2.272907972,940,18,42.79999924,-0.071820803,28.39999962,6.900000095
2.319035053,1674,33,42.79999924,-0.2743873,27.20000076,5.099999905
0.914531291,2215,61,38.09999847,-0.305746585,25.5,3.400000095
1.411430001,1180,27,38.09999847,-0.1001608,24.5,4.900000095
1.975983024,1629,37,48.09999847,-0.47520709,26.70000076,4.300000191
1.605136037,826,16,43.09999847,-0.066710182,26.60000038,7.099999905
1.821347952,1395,29,48.09999847,-0.483253509,26.70000076,4.199999809
1.767977953,884,22,37.40000153,-0.133479401,25,5.800000191
1.161566973,1045,28,37.40000153,-0.247601494,26.10000038,6.800000191
1.929177999,1718,36,48.09999847,-0.280715197,26.79999924,4.400000095
1.430963993,1015,25,40.79999924,-0.050905231,25.60000038,5
1.553531051,1039,26,37.40000153,-0.304779202,25.70000076,7.300000191
1.049731016,2086,52,40.70000076,-0.336909294,24.10000038,2.900000095
1.576861024,1089,29,37.40000153,-0.247594506,24.89999962,5.599999905
1.961606026,607,12,40.79999924,-0.197279096,25.39999962,7
1.364454985,1393,32,37.40000153,-0.312989503,25.10000038,5.800000191
1.28204,1019,27,37.40000153,-0.251249999,25.79999924,6
1.344952941,944,25,37.40000153,-0.299369395,26.10000038,6.599999905
1.392565012,1076,27,37.40000153,-0.42469731,26,6.599999905
0.629409075,3053,111,48.09999847,-0.268675387,25.70000076,3.799999952
1.568704009,1125,26,37.40000153,-0.227909893,25.29999924,6
1.664052963,1700,34,48.09999847,-0.403799713,27.20000076,4.699999809
3.009743929,1057,18,40.79999924,-0.439059496,25.10000038,4
3.176173925,918,15,40.79999924,-0.336374313,25.79999924,4.599999905
2.305088997,820,15,40.79999924,-0.262237698,26.20000076,5.400000095
2.972680092,1360,27,42.79999924,-0.30571869,26.39999962,4.199999809
1.752221942,1642,31,41.29999924,-0.209652707,25,4.199999809
1.562338948,1127,32,38.09999847,-0.074161187,25.10000038,5.5
1.464475036,1036,21,43.09999847,-0.353468895,27.89999962,7.199999809
1.76038003,1470,33,41.29999924,-0.255386502,24.70000076,3.700000048
1.571845055,1422,27,40.70000076,-0.220493197,25.70000076,4.400000095
1.594962001,1233,27,37.40000153,-0.467010587,25.29999924,5.900000095
1.368139982,1141,31,37.40000153,-0.276574314,24.89999962,5.400000095
1.835824013,952,24,40.79999924,-0.454274893,24.79999924,5.599999905
1.776584029,1694,40,44.90000153,-0.276721507,26,4.099999905
1.102666974,956,26,37.40000153,-0.375569314,25.39999962,6.099999905
1.871721983,1075,24,40.20000076,-0.156786695,24,4.599999905
1.801821947,1265,29,37.40000153,-0.462311596,24.70000076,5.099999905
1.746001005,1798,42,41.29999924,-0.27669701,24.39999962,3.400000095
1.39123702,1213,34,38.09999847,-0.074161187,24.79999924,5.400000095
1.655150056,1007,24,40.20000076,-0.101250499,25.5,4.900000095
0.970226884,2662,75,48.09999847,-0.313125014,26,3.799999952
2.769292116,1247,20,48.09999847,-0.327204704,27.29999924,4.900000095
1.651682973,981,20,42.79999924,-0.200145394,28.20000076,6.5
2.631798029,1013,18,40.79999924,-0.325972289,25,3.900000095
1.362297058,1196,28,37.40000153,-0.202119306,25,5.5
2.896570921,580,9,40.79999924,0.051129941,26.60000038,5.800000191
2.259727001,1587,35,48.09999847,-0.454256088,26.79999924,4.300000191
1.515323997,1976,46,48.09999847,-0.439071894,26.79999924,4.5
0.435492814,2541,71,40.70000076,-0.427047402,25.29999924,3.599999905
2.280615091,1326,20,44.90000153,-0.190543503,26.70000076,4.300000191
1.436424017,1853,46,41.29999924,-0.2796022,24.5,3.299999952
1.262457967,994,24,30.5,-0.453670114,24,7.400000095
1.904999971,778,11,44.90000153,-0.077701338,27.60000038,5.599999905
3.26049304,1122,21,44.90000153,-0.243381798,24.60000038,3.599999905
1.196851015,1958,51,38.09999847,-0.169674501,25.60000038,3.900000095
1.100232005,1121,28,37.40000153,-0.122275598,26.29999924,6.599999905
1.702582955,1218,29,41.29999924,-0.107689798,25.5,4.800000191
1.300513983,1154,29,37.40000153,-0.296743214,26,6.300000191
2.345982075,1183,22,41.29999924,-0.131472304,25.20000076,4.300000191
2.599358082,1306,22,44.90000153,-0.430137396,24.70000076,3.700000048
2.932357073,1230,20,44.90000153,-0.436835915,24.89999962,3.799999952
1.170369983,2312,68,40.70000076,-0.255774289,25.60000038,3.700000048
1.702067018,975,23,30.5,-0.483253509,24.89999962,6.099999905
1.204805017,1035,27,37.40000153,-0.247601494,25.70000076,7.099999905
1.441125035,1090,30,38.09999847,-0.074161187,25.39999962,5.599999905
1.641327977,1907,41,41.29999924,-0.220495403,24.70000076,3.700000048
1.289379001,1667,40,40.40000153,-0.141892299,25.29999924,3.700000048
2.313232899,971,22,40.20000076,-0.062489741,24.10000038,4.5
1.293982983,1778,39,40.70000076,-0.276705086,24.60000038,3.400000095
1.65091002,1074,29,38.09999847,-0.122257799,25.29999924,5.5
1.422626019,1123,30,38.09999847,-0.255636513,25.10000038,5.400000095
1.481945992,1741,38,41.29999924,-0.074161187,24.5,3.5
1.422520995,1182,32,37.40000153,-0.31765911,24.89999962,5.5
1.646659017,793,18,40.79999924,-0.336043507,26.10000038,6.900000095
3.373709917,749,11,44.90000153,-0.166352406,25.5,4.300000191
1.170637012,3198,73,48.09999847,-0.368227988,25.5,3.099999905
0.51475352,2452,72,40.70000076,-0.280701399,24.79999924,3.299999952
2.125905037,1043,14,44.90000153,-0.043764289,27.60000038,5.5
2.034485102,1246,20,44.90000153,-0.215892106,27.29999924,5.099999905
1.302567959,1220,31,37.40000153,-0.307556093,25.10000038,5.5
1.469398975,1330,28,37.40000153,-0.387589991,25.5,5.800000191
2.272380114,998,14,44.90000153,-0.106824502,27.89999962,5.699999809
3.073529005,885,16,44.90000153,-0.276664287,24.5,3.5
1.260061979,818,19,30.5,-0.446835697,23.5,7.5
2.495270014,940,17,40.79999924,-0.454267889,25.70000076,4.5
1.566913009,1182,27,37.40000153,-0.187630907,25,5.300000191
1.869029045,1837,43,48.09999847,-0.483253509,26.79999924,4.199999809
1.083201051,2269,60,40.70000076,-0.313073814,24.89999962,3.200000048
1.361278057,1672,40,40.40000153,-0.141892299,25.60000038,4.099999905
1.681133986,886,22,37.40000153,-0.462319613,25.10000038,6
1.385576963,1171,28,37.40000153,-0.260176212,25.20000076,5.800000191
1.365996957,1189,29,37.40000153,-0.199513093,25.39999962,5.800000191
2.978785038,759,12,40.79999924,-0.095916703,26.39999962,5.199999809
1.448735952,1116,27,37.40000153,-0.130311206,26.79999924,5.900000095
1.358036041,1086,27,37.40000153,-0.202129498,25.5,5.800000191
1.898810983,1648,39,38.09999847,-0.246645898,25.79999924,4.199999809
1.558444023,1081,27,37.40000153,-0.247615501,25.60000038,6
2.205996037,916,15,48.09999847,-0.141871601,26.39999962,4.699999809
1.359879971,1148,28,37.40000153,-0.42469731,25.89999962,6.300000191
2.521616936,781,14,40.79999924,-0.268608004,26.20000076,4.900000095
2.446902037,661,12,40.79999924,-0.1786457,26.39999962,5.5
1.358728051,1003,25,37.40000153,-0.432905495,25.20000076,6.099999905
1.001577973,1090,32,38.09999847,-0.251271099,26.29999924,6.800000191
1.914546967,1164,26,40.20000076,-0.01180403,24.70000076,5.400000095
1.539947987,2170,58,48.09999847,-0.418559194,25.79999924,3.400000095
1.923792005,1368,29,40.70000076,-0.074161187,25.89999962,4.099999905
2.213526011,1431,28,44.90000153,-0.313118696,26.79999924,4.5
1.667881966,692,10,44.90000153,-0.145269707,27.5,5.800000191
1.483502984,1143,26,37.40000153,-0.276571512,26,6.199999809
1.841603994,1094,25,37.40000153,-0.446067303,25,5.300000191
2.115530968,821,18,40.79999924,-0.2766397,25.60000038,4.900000095
2.245229006,1043,16,40.70000076,-0.015974911,27,5.199999809
1.521963,1745,36,41.29999924,-0.074161187,24.70000076,3.799999952
2.888679981,1386,24,40.70000076,-0.067682169,24.70000076,3.700000048
1.898030043,662,13,40.79999924,-0.387952298,26.60000038,6
