x,y
20.30169715,-34.42714437
20.38503215,-34.51047937
20.30169715,-34.54381337
20.31836415,-34.54381337
20.35169815,-34.42714437
20.38503215,-34.42714437
20.40169915,-34.42714437
20.30169715,-34.52714637
20.43503315,-34.42714437
20.45170015,-34.42714437
20.21836215,-34.56048037
20.28503015,-34.56048037
20.31836415,-34.51047937
20.33503115,-34.51047937
20.31836415,-34.44381137
20.33503115,-34.44381137
20.28503015,-34.57714737
20.30169715,-34.57714737
20.46836715,-34.41047737
20.31836415,-34.47714537
20.41836615,-34.42714437
20.23502915,-34.44381137
20.41836615,-34.47714537
20.43503315,-34.47714537
20.33503115,-34.39381037
20.28503015,-34.44381137
20.30169715,-34.44381137
20.18502815,-34.54381337
20.26836315,-34.54381337
20.20169515,-34.49381237
20.21836215,-34.49381237
20.23502915,-34.49381237
20.25169615,-34.49381237
20.43503315,-34.44381137
20.45170015,-34.44381137
20.46836715,-34.44381137
20.48503415,-34.44381137
20.50170115,-34.44381137
20.25169615,-34.42714437
20.26836315,-34.42714437
20.58503615,-34.42714437
20.60170315,-34.42714437
20.18502815,-34.49381237
20.30169715,-34.46047837
20.25169615,-34.46047837
20.26836315,-34.46047837
20.28503015,-34.46047837
20.40169915,-34.49381237
20.31836415,-34.46047837
20.41836615,-34.46047837
20.43503315,-34.46047837
20.30169715,-34.56048037
20.16836115,-34.66048237
20.18502815,-34.66048237
20.33503115,-34.47714537
20.35169815,-34.47714537
20.30169715,-34.49381237
19.03500515,-33.99380237
19.00167115,-33.97713537
18.95167015,-34.24380737
18.96833715,-34.19380637
19.00167115,-33.92713437
18.98500415,-34.04380337
18.96833715,-34.26047437
18.98500415,-34.11047137
19.03500515,-34.06047037
18.95167015,-34.22714037
19.13500715,-34.26047437
19.16834115,-34.16047237
19.08500615,-34.11047137
19.00167115,-34.24380737
19.13500715,-34.27714137
19.03500515,-34.31047537
18.91833615,-34.19380637
19.01833815,-33.92713437
18.98500415,-33.94380137
18.98500415,-33.96046837
18.98500415,-34.07713737
19.03500515,-34.09380437
19.00167115,-33.96046837
18.93500315,-34.31047537
19.03500515,-34.27714137
19.08500615,-34.01046937
19.00167115,-34.27714137
18.93500315,-34.26047437
18.95167015,-34.26047437
19.00167115,-33.94380137
18.93500315,-33.94380137
18.96833715,-33.96046837
19.00167115,-34.01046937
18.88500215,-34.24380737
19.01833815,-33.96046837
18.88500215,-34.02713637
19.01833815,-33.97713537
19.13500715,-34.24380737
18.96833715,-34.31047537
19.06833915,-33.97713537
19.15167415,-34.19380637
19.00167115,-34.31047537
19.00167115,-34.04380337
18.93500315,-34.32714237
19.20167515,-34.19380637
18.91833615,-34.22714037
18.95167015,-34.29380837
18.96833715,-34.29380837
18.98500415,-34.29380837
19.03500515,-34.01046937
19.01833815,-34.27714137
19.05167215,-33.96046837
19.13500715,-34.11047137
19.15167415,-34.11047137
19.18500815,-34.16047237
18.98500415,-33.92713437
19.08500615,-34.12713837
18.88500215,-34.32714237
18.91833615,-33.99380237
18.96833715,-34.07713737
19.05167215,-34.04380337
18.93500315,-34.22714037
18.90166915,-34.31047537
19.15167415,-34.22714037
19.06833915,-34.01046937
18.95167015,-34.31047537
18.90166915,-34.19380637
18.93500315,-34.19380637
19.00167115,-34.06047037
18.90166915,-34.32714237
18.95167015,-34.12713837
19.01833815,-34.01046937
19.03500515,-33.92713437
18.93500315,-33.89380037
19.13500715,-34.12713837
18.90166915,-34.24380737
19.20167515,-34.12713837
19.03500515,-33.96046837
19.05167215,-33.97713537
19.01833815,-34.02713637
19.10167315,-33.97713537
18.98500415,-34.06047037
19.01833815,-34.31047537
19.11834015,-33.99380237
19.10167315,-34.12713837
18.98500415,-34.01046937
18.93500315,-34.27714137
18.96833715,-34.11047137
18.96833715,-34.27714137
19.06833915,-34.11047137
19.10167315,-34.11047137
19.11834015,-34.11047137
19.05167215,-34.01046937
19.03500515,-34.29380837
18.98500415,-34.31047537
18.86833515,-34.32714237
19.01833815,-34.06047037
18.96833715,-34.04380337
18.88500215,-34.22714037
19.03500515,-34.04380337
18.86833515,-34.31047537
18.88500215,-34.31047537
19.00167115,-34.07713737
18.91833615,-34.31047537
19.16834115,-34.22714037
19.13500715,-34.09380437
19.01833815,-33.99380237
19.03500515,-34.02713637
19.11834015,-33.97713537
19.10167315,-33.99380237
18.88500215,-34.29380837
18.95167015,-34.21047337
19.15167415,-33.94380137
19.11834015,-34.12713837
19.05167215,-34.31047537
19.15167415,-34.12713837
18.91833615,-34.24380737
19.03500515,-33.97713537
19.00167115,-34.02713637
18.96833715,-34.02713637
19.01833815,-34.29380837
18.88500215,-34.26047437
18.90166915,-34.26047437
19.16834115,-34.11047137
18.91833615,-34.26047437
18.90166915,-34.27714137
18.96833715,-34.01046937
18.95167015,-34.27714137
19.15167415,-33.91046737
18.98500415,-34.27714137
19.16834115,-34.14380537
19.18500815,-34.14380537
19.00167115,-34.29380837
18.86833515,-34.34380937
18.88500215,-34.19380637
19.05167215,-33.99380237
19.06833915,-34.02713637
19.08500615,-33.99380237
19.13500715,-33.99380237
18.98500415,-34.26047437
18.95167015,-34.17713937
19.15167415,-34.17713937
19.08500615,-34.04380337
19.01833815,-34.07713737
19.06833915,-34.09380437
19.20167515,-34.17713937
19.11834015,-34.31047537
19.13500715,-33.96046837
19.00167115,-33.91046737
18.93500315,-34.14380537
19.06833915,-33.99380237
19.06833915,-34.31047537
19.16834115,-34.12713837
18.93500315,-34.24380737
19.06833915,-33.91046737
18.96833715,-34.09380437
19.05167215,-34.02713637
19.15167415,-33.96046837
19.18500815,-34.12713837
18.88500215,-34.27714137
19.11834015,-34.14380537
19.13500715,-34.14380537
19.01833815,-34.04380337
19.16834115,-34.17713937
18.91833615,-34.21047337
18.98500415,-34.09380437
19.15167415,-34.14380537
18.93500315,-34.29380837
19.10167315,-34.31047537
18.91833615,-34.29380837
19.15167415,-34.24380737
18.90166915,-34.29380837
19.00167115,-34.26047437
18.93500315,-34.21047337
19.01833815,-34.26047437
19.10167315,-34.14380537
18.95167015,-34.32714237
21.50172115,-34.29380837
21.48505415,-34.29380837
21.25171615,-34.24380737
21.23504915,-34.24380737
21.08504615,-34.27714137
21.26838315,-34.24380737
21.65172415,-34.26047437
21.58505615,-34.31047537
21.55172215,-34.26047437
21.68505815,-34.27714137
20.98504415,-34.31047537
21.61839015,-34.27714137
21.60172315,-34.31047537
21.53505515,-34.26047437
20.95171015,-34.31047537
21.28505015,-34.24380737
21.00171115,-34.31047537
21.10171315,-34.27714137
21.51838815,-34.29380837
21.23504915,-34.27714137
21.28505015,-34.26047437
21.46838715,-34.29380837
21.10171315,-34.32714237
21.11838015,-34.27714137
21.68505815,-34.29380837
21.15171415,-34.32714237
21.13504715,-34.27714137
21.73505915,-34.31047537
21.13504715,-34.32714237
21.60172315,-34.27714137
21.30171715,-34.32714237
21.70172515,-34.29380837
21.51838815,-34.31047537
21.06837915,-34.31047537
21.08504615,-34.31047537
21.75172615,-34.32714237
21.11838015,-34.32714237
21.43505315,-34.26047437
21.25171615,-34.29380837
20.93504315,-34.31047537
21.58505615,-34.27714137
21.20171515,-34.34380937
21.21838215,-34.34380937
20.86837515,-34.34380937
20.88504215,-34.34380937
21.05171215,-34.31047537
21.06837915,-34.34380937
21.08504615,-34.34380937
21.66839115,-34.26047437
21.53505515,-34.29380837
21.55172215,-34.29380837
21.56838915,-34.29380837
21.15171415,-34.31047537
21.71839215,-34.31047537
21.60172315,-34.32714237
21.11838015,-34.26047437
20.96837715,-34.31047537
21.25171615,-34.34380937
21.05171215,-34.34380937
21.71839215,-34.29380837
21.73505915,-34.29380837
21.75172615,-34.29380837
21.76839315,-34.29380837
21.76839315,-34.32714237
21.50172115,-34.27714137
21.51838815,-34.27714137
21.53505515,-34.27714137
21.28505015,-34.29380837
21.30171715,-34.29380837
21.51838815,-34.26047437
21.00171115,-34.32714237
21.28505015,-34.34380937
21.63505715,-34.27714137
21.16838115,-34.36047637
21.18504815,-34.36047637
21.46838715,-34.27714137
21.21838215,-34.36047637
21.23504915,-34.36047637
21.25171615,-34.36047637
21.58505615,-34.29380837
21.60172315,-34.29380837
21.30171715,-34.36047637
21.31838415,-34.36047637
21.23504915,-34.34380937
21.33505115,-34.29380837
21.36838515,-34.36047637
21.30171715,-34.34380937
21.33505115,-34.34380937
21.61839015,-34.31047537
21.38505215,-34.34380937
21.41838615,-34.34380937
21.11838015,-34.31047537
21.13504715,-34.31047537
21.65172415,-34.34380937
21.68505815,-34.34380937
21.71839215,-34.34380937
21.13504715,-34.26047437
21.35171815,-34.36047637
21.18504815,-34.26047437
21.21838215,-34.26047437
21.35171815,-34.27714137
21.35171815,-34.34380937
21.18504815,-34.29380837
21.20171515,-34.29380837
21.21838215,-34.29380837
21.23504915,-34.29380837
20.93504315,-34.32714237
21.55172215,-34.27714137
21.50172115,-34.31047537
20.98504415,-34.32714237
21.50172115,-34.26047437
21.28505015,-34.32714237
21.21838215,-34.37714337
21.23504915,-34.37714337
21.25171615,-34.37714337
21.26838315,-34.37714337
21.28505015,-34.37714337
21.33505115,-34.37714337
21.35171815,-34.37714337
21.48505415,-34.24380737
21.70172515,-34.31047537
21.51838815,-34.24380737
21.23504915,-34.32714237
21.33505115,-34.36047637
21.15171415,-34.26047437
21.65172415,-34.29380837
21.76839315,-34.31047537
21.31838415,-34.32714237
21.70172515,-34.36047637
21.35171815,-34.32714237
21.40171915,-34.32714237
21.78506015,-34.29380837
21.80172715,-34.29380837
21.15171415,-34.27714137
21.16838115,-34.27714137
21.58505615,-34.32714237
21.73505915,-34.34380937
20.91837615,-34.31047537
21.23504915,-34.31047537
21.25171615,-34.31047537
20.86837515,-34.32714237
21.28505015,-34.31047537
21.73505915,-34.32714237
21.26838315,-34.39381037
21.28505015,-34.39381037
21.30171715,-34.39381037
21.31838415,-34.39381037
20.95171015,-34.32714237
20.96837715,-34.32714237
21.48505415,-34.31047537
21.61839015,-34.32714237
21.61839015,-34.29380837
21.05171215,-34.32714237
21.38505215,-34.29380837
21.56838915,-34.31047537
21.08504615,-34.32714237
21.10171315,-34.34380937
21.11838015,-34.34380937
21.13504715,-34.34380937
21.15171415,-34.34380937
21.50172115,-34.24380737
21.18504815,-34.34380937
20.90170915,-34.31047537
21.21838215,-34.32714237
21.63505715,-34.32714237
21.75172615,-34.31047537
21.66839115,-34.32714237
21.38505215,-34.36047637
21.33505115,-34.32714237
21.25171615,-34.22714037
21.23504915,-34.26047437
21.30171715,-34.31047537
21.40171915,-34.31047537
20.98504415,-34.29380837
21.03504515,-34.29380837
21.18504815,-34.27714137
21.05171215,-34.29380837
21.20171515,-34.27714137
21.65172415,-34.32714237
21.75172615,-34.34380937
21.26838315,-34.31047537
21.26838315,-34.22714037
21.71839215,-34.32714237
21.20171515,-34.36047637
21.46838715,-34.31047537
21.63505715,-34.31047537
21.41838615,-34.31047537
21.43505315,-34.31047537
21.16838115,-34.31047537
21.20171515,-34.32714237
20.88504215,-34.31047537
21.21838215,-34.27714137
21.26838315,-34.36047637
21.76839315,-34.34380937
21.45172015,-34.29380837
21.06837915,-34.32714237
21.68505815,-34.31047537
21.28505015,-34.36047637
20.88504215,-34.32714237
21.65172415,-34.31047537
20.90170915,-34.32714237
20.91837615,-34.32714237
21.18504815,-34.31047537
21.16838115,-34.34380937
21.08504615,-34.29380837
21.66839115,-34.31047537
21.18504815,-34.32714237
21.68505815,-34.32714237
21.16838115,-34.32714237
20.18502815,-33.82713237
21.66839115,-34.21047337
19.73501915,-33.52712637
20.90170915,-33.87713337
19.70168515,-33.59379437
19.75168615,-33.49379237
19.73501915,-33.49379237
19.56834915,-33.54379337
19.71835215,-33.49379237
19.75168615,-33.52712637
20.15169415,-33.82713237
19.71835215,-33.61046137
20.00169115,-33.59379437
19.83502115,-33.61046137
20.91837615,-33.87713337
19.60168315,-33.54379337
21.16838115,-33.94380137
20.83504115,-33.77713137
20.18502815,-33.86046637
20.38503215,-33.92713437
19.65168415,-33.59379437
19.96835715,-33.61046137
20.33503115,-33.92713437
21.18504815,-33.94380137
19.95169015,-33.61046137
20.31836415,-33.91046737
19.68501815,-33.64379537
19.83502115,-33.59379437
20.13502715,-33.82713237
19.73501915,-33.62712837
19.85168815,-33.61046137
20.21836215,-33.57712737
22.05173215,-34.16047237
20.16836115,-33.82713237
19.81835415,-33.59379437
19.88502215,-33.61046137
20.26836315,-33.91046737
19.71835215,-33.59379437
20.33503115,-33.94380137
19.91835615,-33.67712937
20.81837415,-33.77713137
20.31836415,-33.92713437
19.75168615,-33.64379537
19.71835215,-33.52712637
21.10171315,-33.94380137
19.68501815,-33.52712637
19.65168415,-33.52712637
19.78502015,-33.52712637
20.93504315,-33.91046737
20.30169715,-33.91046737
20.21836215,-33.87713337
20.86837515,-33.77713137
20.86837515,-33.89380037
20.83504115,-33.89380037
19.71835215,-33.62712837
21.23504915,-33.92713437
20.13502715,-33.61046137
20.20169515,-33.86046637
19.86835515,-33.61046137
20.80170715,-33.89380037
19.78502015,-33.66046237
20.30169715,-33.92713437
20.91837615,-33.91046737
20.36836515,-33.92713437
20.28503015,-33.91046737
19.90168915,-33.67712937
21.18504815,-33.92713437
20.78504015,-33.92713437
21.20171515,-33.94380137
20.08502615,-33.61046137
21.28505015,-33.92713437
21.11838015,-33.94380137
19.63501715,-33.52712637
21.30171715,-33.92713437
22.06839915,-34.16047237
21.13504715,-33.94380137
20.20169515,-33.57712737
20.88504215,-33.91046737
19.95169015,-33.67712937
20.85170815,-33.89380037
21.21838215,-33.92713437
19.88502215,-33.67712937
19.70168515,-33.62712837
20.10169315,-33.61046137
21.68505815,-34.21047337
21.31838415,-33.92713437
20.20169515,-33.61046137
20.75170615,-33.77713137
20.80170715,-33.77713137
20.35169815,-33.92713437
20.78504015,-33.77713137
21.36838515,-33.92713437
20.85170815,-33.77713137
19.66835115,-33.52712637
21.48505415,-33.94380137
20.05169215,-33.74379737
20.06835915,-33.61046137
19.81835415,-33.69379637
20.15169415,-33.61046137
19.60168315,-33.52712637
20.53503515,-33.94380137
19.76835315,-33.52712637
20.83504115,-33.91046737
20.28503015,-33.92713437
20.85170815,-33.91046737
21.00171115,-33.91046737
20.81837415,-33.89380037
20.61837015,-33.96046837
20.58503615,-33.96046837
20.73503915,-33.92713437
20.80170715,-33.92713437
21.73505915,-33.92713437
21.25171615,-33.92713437
20.16836115,-33.84379937
20.20169515,-33.59379437
21.33505115,-33.92713437
20.80170715,-33.91046737
21.11838015,-33.92713437
19.53501515,-33.56046037
19.93502315,-33.67712937
21.43505315,-33.94380137
21.01837815,-33.91046737
19.56834915,-33.56046037
20.08502615,-33.76046437
20.01835815,-33.59379437
20.76837315,-33.92713437
20.75170615,-33.92713437
19.76835315,-33.51045937
20.70170515,-33.77713137
20.18502815,-33.57712737
21.35171815,-33.92713437
21.35171815,-33.94380137
20.86837515,-33.91046737
21.16838115,-33.92713437
19.55168215,-33.56046037
20.01835815,-33.74379737
21.56838915,-33.94380137
21.71839215,-33.91046737
20.10169315,-33.76046437
20.76837315,-33.77713137
20.15169415,-33.59379437
20.25169615,-33.89380037
20.23502915,-33.89380037
20.60170315,-33.94380137
20.55170215,-33.96046837
21.20171515,-33.92713437
20.21836215,-33.61046137
21.38505215,-33.94380137
21.76839315,-34.19380637
21.51838815,-33.92713437
19.73501915,-33.51045937
19.75168615,-33.51045937
20.06835915,-33.76046437
19.58501615,-33.52712637
19.71835215,-33.64379537
20.90170915,-33.91046737
20.53503515,-33.96046837
20.26836315,-33.89380037
20.60170315,-33.76046437
21.08504615,-33.92713437
19.51834815,-33.56046037
20.63503715,-33.96046837
20.60170315,-33.96046837
21.46838715,-33.94380137
21.66839115,-33.92713437
19.70168515,-33.51045937
20.96837715,-33.89380037
19.61835015,-33.52712637
21.55172215,-33.94380137
20.81837415,-33.91046737
20.18502815,-33.59379437
21.01837815,-33.92713437
20.78504015,-33.91046737
19.85168815,-33.71046337
20.81837415,-33.92713437
21.41838615,-33.94380137
20.83504115,-33.92713437
21.50172115,-33.94380137
20.88504215,-33.89380037
19.56834915,-33.52712637
20.43503315,-33.94380137
21.26838315,-33.92713437
20.73503915,-33.77713137
21.03504515,-33.92713437
20.98504415,-33.89380037
21.00171115,-33.92713437
21.75172615,-33.92713437
20.56836915,-33.96046837
19.80168715,-33.67712937
21.31838415,-33.94380137
21.68505815,-33.91046737
19.68501815,-33.51045937
21.68505815,-33.92713437
21.51838815,-33.94380137
21.71839215,-33.92713437
20.16836115,-33.62712837
20.58503615,-33.76046437
20.71837215,-33.77713137
20.13502715,-33.59379437
21.28505015,-33.96046837
21.33505115,-33.94380137
20.63503715,-33.76046437
20.56836915,-33.94380137
21.45172015,-33.94380137
19.65168415,-33.51045937
20.46836715,-33.96046837
20.51836815,-33.94380137
20.98504415,-33.92713437
20.76837315,-33.76046437
20.80170715,-33.94380137
20.15169415,-33.62712837
21.38505215,-33.96046837
21.60172315,-34.22714037
20.16836115,-33.59379437
21.28505015,-33.94380137
21.58505615,-34.22714037
20.61837015,-33.94380137
20.66837115,-33.76046437
20.70170515,-33.76046437
20.45170015,-33.96046837
20.95171015,-33.89380037
20.10169315,-33.81046537
20.11836015,-33.81046537
20.96837715,-33.92713437
20.33503115,-33.91046737
20.00169115,-33.72713037
20.93504315,-33.92713437
20.03502515,-33.59379437
20.90170915,-33.89380037
20.61837015,-33.76046437
21.76839315,-33.92713437
20.68503815,-33.76046437
20.41836615,-33.94380137
20.18502815,-33.84379937
20.78504015,-33.76046437
19.71835215,-33.51045937
21.40171915,-33.94380137
20.76837315,-33.94380137
20.38503215,-33.94380137
19.96835715,-33.72713037
20.93504315,-33.89380037
20.75170615,-33.76046437
20.11836015,-33.62712837
21.30171715,-33.94380137
21.26838315,-33.94380137
21.26838315,-33.96046837
20.13502715,-33.62712837
21.70172515,-33.92713437
20.90170915,-33.92713437
20.76837315,-33.91046737
20.40169915,-33.94380137
20.01835815,-33.72713037
20.73503915,-33.76046437
20.28503015,-33.61046137
19.95169015,-33.72713037
20.26836315,-33.61046137
20.06835915,-33.74379737
19.61835015,-33.51045937
20.91837615,-33.92713437
20.25169615,-33.61046137
21.25171615,-33.94380137
19.66835115,-33.51045937
20.35169815,-33.91046737
19.63501715,-33.51045937
20.65170415,-33.94380137
20.63503715,-33.94380137
20.91837615,-33.89380037
20.36836515,-33.94380137
20.23502915,-33.61046137
21.36838515,-33.94380137
20.66837115,-33.94380137
20.65170415,-33.76046437
20.68503815,-33.94380137
19.78502015,-34.04380337
19.83502115,-34.02713637
19.70168515,-33.99380237
19.75168615,-34.04380337
19.68501815,-33.99380237
19.70168515,-33.97713537
19.83502115,-34.04380337
19.80168715,-34.04380337
19.85168815,-34.06047037
19.46834715,-33.96046837
19.76835315,-33.96046837
19.78502015,-33.96046837
19.71835215,-34.04380337
19.81835415,-34.02713637
19.71835215,-33.96046837
19.81835415,-33.89380037
19.91835615,-34.02713637
19.85168815,-34.02713637
19.95169015,-34.04380337
19.73501915,-33.96046837
19.78502015,-33.92713437
19.46834715,-33.97713537
19.50168115,-33.96046837
19.40167915,-33.92713437
19.66835115,-33.97713537
19.51834815,-33.97713537
19.85168815,-34.04380337
19.86835515,-34.04380337
19.90168915,-34.04380337
19.55168215,-33.96046837
19.38501215,-33.92713437
19.75168615,-33.94380137
19.76835315,-33.92713437
19.68501815,-34.04380337
19.66835115,-33.99380237
19.65168415,-33.99380237
19.90168915,-34.02713637
19.60168315,-34.01046937
19.81835415,-34.04380337
19.51834815,-33.92713437
19.35167815,-33.96046837
19.56834915,-33.99380237
19.60168315,-33.99380237
19.61835015,-33.99380237
19.93502315,-34.04380337
19.63501715,-33.99380237
20.20169515,-34.09380437
19.41834615,-33.92713437
19.76835315,-33.89380037
19.76835315,-34.04380337
19.80168715,-33.89380037
20.06835915,-34.07713737
19.63501715,-34.01046937
19.76835315,-33.99380237
19.80168715,-33.99380237
19.88502215,-34.04380337
19.73501915,-33.94380137
19.71835215,-33.94380137
20.18502815,-34.09380437
19.73501915,-33.92713437
19.48501415,-33.97713537
19.76835315,-33.91046737
19.48501415,-33.96046837
19.80168715,-33.91046737
19.78502015,-33.91046737
19.68501815,-33.97713537
19.53501515,-33.94380137
19.80168715,-33.87713337
19.58501615,-33.99380237
19.63501715,-34.04380337
19.65168415,-34.04380337
19.58501615,-33.92713437
19.78502015,-34.02713637
19.76835315,-34.02713637
19.53501515,-34.01046937
19.70168515,-34.04380337
19.45168015,-33.92713437
19.71835215,-33.99380237
19.73501915,-33.99380237
19.61835015,-34.01046937
19.88502215,-34.02713637
19.65168415,-34.01046937
19.66835115,-34.01046937
19.91835615,-34.04380337
19.95169015,-34.06047037
19.36834515,-33.94380137
19.38501215,-33.94380137
20.21836215,-34.09380437
19.78502015,-34.01046937
19.46834715,-33.99380237
19.81835415,-34.01046937
19.85168815,-34.01046937
19.86835515,-34.01046937
20.10169315,-34.06047037
19.55168215,-33.94380137
19.56834915,-33.94380137
19.53501515,-33.92713437
19.55168215,-33.92713437
19.40167915,-33.96046837
19.43501315,-33.97713537
19.73501915,-33.91046737
19.45168015,-33.99380237
19.41834615,-33.94380137
19.43501315,-33.96046837
19.80168715,-33.94380137
19.53501515,-33.96046837
19.55168215,-33.99380237
19.68501815,-33.96046837
19.78502015,-33.99380237
19.68501815,-34.02713637
19.70168515,-34.02713637
19.80168715,-34.02713637
19.75168615,-33.96046837
19.95169015,-34.07713737
19.66835115,-34.04380337
19.76835315,-33.94380137
19.43501315,-33.92713437
19.78502015,-33.89380037
19.86835515,-34.02713637
19.51834815,-33.94380137
19.98502415,-34.07713737
19.50168115,-33.92713437
19.91835615,-34.06047037
19.98502415,-34.09380437
19.38501215,-33.96046837
19.93502315,-34.07713737
19.51834815,-34.01046937
19.75168615,-34.01046937
20.00169115,-34.06047037
19.45168015,-33.96046837
19.43501315,-33.94380137
19.50168115,-33.94380137
19.65168415,-33.97713537
19.53501515,-33.99380237
19.51834815,-33.96046837
20.13502715,-34.07713737
19.58501615,-33.94380137
20.15169415,-34.06047037
19.40167915,-33.97713537
19.96835715,-34.06047037
19.45168015,-33.97713537
19.98502415,-34.06047037
19.76835315,-34.01046937
19.75168615,-33.91046737
19.80168715,-34.01046937
20.03502515,-34.07713737
20.01835815,-34.07713737
19.83502115,-34.01046937
20.11836015,-34.06047037
19.90168915,-34.06047037
