"","x","y","V.s.Barcoda","Precis.Barcode","Casherb","Casno","Family","Clade","Scientific.Name","Taxon","Latitude.Decimal","Longitude.Decimal","Reference.Acc"
"927",19.2,-33.9,8014920,"","PRE","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-33.9,19.2,"B.Galley"
"928",22.4333,-33.8833,8014922,"","PRE","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-33.8833,22.4333,"B.Galley"
"929",25.2167,-33.8833,8014928,"","BOL","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-33.8833,25.2167,"B.Galley"
"930",19.1667,-33.7,8014918,"","BOL","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-33.7,19.1667,"B.Galley"
"931",19.1,-33.6833,8014917,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-33.6833,19.1,"B.Galley"
"932",19.1167,-33.5167,8014919,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-33.5167,19.1167,"B.Galley"
"933",19.15,-33.4667,8014914,"","NBG PRE K","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-33.4667,19.15,"B.Galley"
"934",19.3167,-33.45,8014915,"","NBG PRE BO","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-33.45,19.3167,"B.Galley"
"935",19.15,-33.15,8014913,"","NBG PRE BO","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-33.15,19.15,"B.Galley"
"936",19.1833,-33.1333,8014912,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-33.1333,19.1833,"B.Galley"
"937",19.1833,-32.9667,8014896,"","BOL","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-32.9667,19.1833,"B.Galley"
"938",19.2,-32.9667,8014895,"","NBG BOL","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-32.9667,19.2,"B.Galley"
"939",19.15,-32.6667,8014894,"","BOL","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-32.6667,19.15,"B.Galley"
"940",19.15,-32.5167,8014893,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-32.5167,19.15,"B.Galley"
"941",19.0666,-32.35,8014891,"","BOL","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-32.35,19.0666,"B.Galley"
"942",19.0719,-32.35,8014947,"","GALLEY","","Poaceae","Pentameris","Pentaschistis ampla","PentaAmpla",-32.35,19.0719,"A.Galley"
"943",19.5833,-34.6333,8014988,"","K MO BOL","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-34.6333,19.5833,"B.Galley"
"944",18.9833,-34.25,8014985,"","STE","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-34.25,18.9833,"501-2000m"
"945",18.9833,-34.0167,8014982,"","PRE","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-34.0167,18.9833,"501-2000m"
"946",19.6667,-34,8014987,"","BOL","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-34,19.6667,"B.Galley"
"947",18.4167,-33.9833,8014951,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9833,18.4167,"B.Galley"
"948",18.4333,-33.9833,8014952,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9833,18.4333,"B.Galley"
"949",18.4,-33.9667,8014948,"","","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9667,18.4,"B.Galley"
"950",18.4333,-33.9667,8014950,"","BOL","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9667,18.4333,"B.Galley"
"951",18.9833,-33.9667,8014954,"","STE","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9667,18.9833,"B.Galley"
"952",20.4667,-33.9667,8014959,"","STE PRE","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9667,20.4667,"B.Galley"
"953",20.7,-33.9667,8014963,"","PRE","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9667,20.7,"B.Galley"
"954",21.2333,-33.9667,8014972,"","STE PRE","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9667,21.2333,"B.Galley"
"955",21.1897,-33.9576,8014990,"","ZH","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9576,21.1897,"A.Galley"
"956",19.1667,-33.95,8014958,"","BOL","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.95,19.1667,"B.Galley"
"957",20.4667,-33.95,8014960,"","STE PRE","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.95,20.4667,"B.Galley"
"958",21.2333,-33.95,8014973,"","","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.95,21.2333,"B.Galley"
"959",19.1667,-33.9167,8014957,"","BOL","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9167,19.1667,"B.Galley"
"960",20.8667,-33.9167,8014968,"","BOL","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9167,20.8667,"B.Galley"
"961",23.1667,-33.9167,8014977,"","BOL","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.9167,23.1667,"B.Galley"
"962",22.0167,-33.8833,8014976,"","STE PRE","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.8833,22.0167,"B.Galley"
"963",22.4,-33.8833,8014974,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.8833,22.4,"B.Galley"
"964",23.1833,-33.8167,8014978,"","BOL","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.8167,23.1833,"B.Galley"
"965",19.15,-33.0167,8014956,"","PRE","","Poaceae","Pentameris","Pentaschistis argentea","PentaArgen",-33.0167,19.15,"B.Galley"
"966",19.5833,-34.6333,8015035,"","BOL","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-34.6333,19.5833,"B.Galley"
"967",18.9667,-34.3167,8015029,"","","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-34.3167,18.9667,"B.Galley"
"968",19.1667,-34.2,8015030,"","BOL","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-34.2,19.1667,"B.Galley"
"969",18.4167,-34.0833,8015045,"","ZH","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-34.0833,18.4167,"B.Galley"
"970",19.6667,-34.0167,8015033,"","BOL","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-34.0167,19.6667,"B.Galley"
"971",19.7167,-34.0167,8015034,"","PRE","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-34.0167,19.7167,"B.Galley"
"972",19.6667,-34,8015032,"","PRE","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-34,19.6667,"B.Galley"
"973",18.4,-33.95,8015002,"","BOL","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-33.95,18.4,"B.Galley"
"974",21.2167,-33.95,8015016,"","","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-33.95,21.2167,"B.Galley"
"975",19.1667,-33.9167,8015013,"","PRE","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-33.9167,19.1667,"B.Galley"
"976",19.1667,-33.7167,8015012,"","PRE","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-33.7167,19.1667,"B.Galley"
"977",18.5833,-33.4833,8015001,"","","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-33.4833,18.5833,"A.Galley"
"978",19.0667,-32.9167,8014999,"","STE","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-32.9167,19.0667,"B.Galley"
"979",19.2667,-32.8167,8014998,"","STE PRE","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-32.8167,19.2667,"B.Galley"
"980",19.2081,-32.7384,8015041,"","ZH","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-32.7384,19.2081,"A.Galley"
"981",19.1209,-32.4574,8015040,"","ZH","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-32.4574,19.1209,"A.Galley"
"982",19.0833,-32.4,8014994,"","PRE","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-32.4,19.0833,"B.Galley"
"983",19.2,-31.7,8014993,"","PRE BM GRA","","Poaceae","Pentameris","Pentaschistis aristidoides","PentaArist",-31.7,19.2,"501-2000m"
"984",18.9833,-34.2667,8015197,"","STE PRE","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-34.2667,18.9833,"B.Galley"
"985",18.9921,-34.0522,8015195,"","SAM","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-34.0522,18.9921,"501-2000m"
"986",19.0167,-34.05,8015198,"","SAM BOL","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-34.05,19.0167,"B.Galley"
"987",18.4,-33.9833,8015178,"","BOL","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.9833,18.4,"B.Galley"
"988",18.4167,-33.9833,8015179,"","NBG","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.9833,18.4167,"B.Galley"
"989",18.9833,-33.9667,8015180,"","STE NBG K","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.9667,18.9833,"B.Galley"
"990",18.9833,-33.9167,8015181,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.9167,18.9833,"B.Galley"
"991",19.1667,-33.9167,8015192,"","BOL","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.9167,19.1667,"B.Galley"
"992",20.8667,-33.9167,8015193,"","STE","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.9167,20.8667,"B.Galley"
"993",19.2,-33.9,8015190,"","PRE","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.9,19.2,"B.Galley"
"994",19.0667,-33.7667,8015191,"","BOL","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.7667,19.0667,"B.Galley"
"995",19.1167,-33.6833,8015186,"","BOL","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.6833,19.1167,"B.Galley"
"996",19.4167,-33.55,8015189,"","","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.55,19.4167,"B.Galley"
"997",19.4031,-33.5429,8015202,"","Galley","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.5429,19.4031,"A.Galley"
"998",19.3333,-33.5167,8015187,"","BOL","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.5167,19.3333,"B.Galley"
"999",19.4,-33.5167,8015188,"","NBG BOL","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.5167,19.4,"B.Galley"
"1000",19.3167,-33.4667,8015185,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.4667,19.3167,"B.Galley"
"1001",19.3333,-33.4667,8015184,"","BOL","","Poaceae","Pentameris","Pentaschistis capensis","PentaCapen",-33.4667,19.3333,"B.Galley"
"1002",20.5709,-34.3708,8015349,"","ZH","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-34.3708,20.5709,"A.Galley"
"1003",18.9667,-34.3167,8015336,"","","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-34.3167,18.9667,"B.Galley"
"1004",18.4333,-34.2333,8015327,"","","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-34.2333,18.4333,"B.Galley"
"1005",18.4167,-34.0833,8015318,"","BOL BM","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-34.0833,18.4167,"B.Galley"
"1006",18.9833,-34.0333,8015330,"","NBG PRE BO","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-34.0333,18.9833,"501-2000m"
"1007",19.6667,-34.0167,8015339,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-34.0167,19.6667,"B.Galley"
"1008",19.6667,-34,8015337,"","PRE","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-34,19.6667,"B.Galley"
"1009",18.4167,-33.9833,8015252,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9833,18.4167,"B.Galley"
"1010",18.9833,-33.9833,8015257,"","STE PRE","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9833,18.9833,"B.Galley"
"1011",18.4167,-33.9667,8015248,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9667,18.4167,"B.Galley"
"1012",18.4333,-33.9667,8015249,"","","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9667,18.4333,"B.Galley"
"1013",18.9667,-33.9667,8015254,"","PRE","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9667,18.9667,"B.Galley"
"1014",19.5167,-33.9667,8015298,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9667,19.5167,"B.Galley"
"1015",20.7,-33.9667,8015301,"","PRE","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9667,20.7,"B.Galley"
"1016",21.2333,-33.9667,8015313,"","","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9667,21.2333,"B.Galley"
"1017",18.4392,-33.9541,8015250,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9541,18.4392,"501-2000m"
"1018",18.4,-33.95,8015251,"","K","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.95,18.4,"B.Galley"
"1019",21.0522,-33.9417,8015350,"","ZH","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9417,21.0522,"A.Galley"
"1020",19.1667,-33.9167,8015291,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9167,19.1667,"B.Galley"
"1021",20.8667,-33.9167,8015308,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9167,20.8667,"B.Galley"
"1022",20.8833,-33.9167,8015307,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.9167,20.8833,"B.Galley"
"1023",22.0167,-33.8833,8015316,"","NBG","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.8833,22.0167,"B.Galley"
"1024",19.2667,-33.8666,8015296,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.8666,19.2667,"B.Galley"
"1025",19.1833,-33.85,8015285,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.85,19.1833,"B.Galley"
"1026",19.0667,-33.8167,8015292,"","STE","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.8167,19.0667,"B.Galley"
"1027",19.1333,-33.8167,8015287,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.8167,19.1333,"B.Galley"
"1028",19.1667,-33.7,8015278,"","NBG BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.7,19.1667,"B.Galley"
"1029",19.1333,-33.6833,8015277,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.6833,19.1333,"B.Galley"
"1030",19.15,-33.6667,8015279,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.6667,19.15,"B.Galley"
"1031",19.1,-33.6333,8015281,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.6333,19.1,"B.Galley"
"1032",19.1167,-33.6,8015284,"","PRE NU","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.6,19.1167,"B.Galley"
"1033",24.7833,-33.5667,8015317,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.5667,24.7833,"B.Galley"
"1034",19.4667,-33.4667,8015276,"","NBG BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.4667,19.4667,"B.Galley"
"1035",19.3167,-33.45,8015272,"","SAM NBG BO","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.45,19.3167,"B.Galley"
"1036",19.3333,-33.2333,8015270,"","PRE","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.2333,19.3333,"B.Galley"
"1037",19.1667,-33.1333,8015266,"","SAM","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.1333,19.1667,"B.Galley"
"1038",19.0833,-33.0667,8015269,"","NBG PRE BO","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-33.0667,19.0833,"B.Galley"
"1039",19.0666,-32.8833,8015247,"","STE PRE","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-32.8833,19.0666,"B.Galley"
"1040",18.7667,-32.7833,8015241,"","","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-32.7833,18.7667,"B.Galley"
"1041",19.1914,-32.738,8015347,"","ZH","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-32.738,19.1914,"A.Galley"
"1042",18.7667,-32.7333,8015240,"","STE PRE","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-32.7333,18.7667,"B.Galley"
"1043",19.15,-32.6667,8015244,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-32.6667,19.15,"B.Galley"
"1044",19.1667,-32.6333,8015245,"","PRE","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-32.6333,19.1667,"B.Galley"
"1045",19.1,-32.3667,8015243,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-32.3667,19.1,"B.Galley"
"1046",19.1333,-32.35,8015242,"","BOL","","Poaceae","Pentameris","Pentaschistis colorata","PentaColor",-32.35,19.1333,"B.Galley"
"1047",19.6983,-34.4052,8015497,"","GALLEY","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-34.4052,19.6983,"A.Galley"
"1048",18.4167,-34.0833,8015448,"","BOL","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-34.0833,18.4167,"B.Galley"
"1049",20.4667,-34.0667,8015482,"","NBG","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-34.0667,20.4667,"B.Galley"
"1050",18.9921,-34.0522,8015463,"","SAM","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-34.0522,18.9921,"501-2000m"
"1051",19.0167,-34.0167,8015474,"","STE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-34.0167,19.0167,"B.Galley"
"1052",19.7085,-34.0057,8015494,"","ZH","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-34.0057,19.7085,"A.Galley"
"1053",18.4333,-33.9833,8015382,"","PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.9833,18.4333,"501-2000m"
"1054",18.9833,-33.9833,8015397,"","STE PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.9833,18.9833,"B.Galley"
"1055",18.4,-33.9667,8015368,"","STE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.9667,18.4,"B.Galley"
"1056",18.4167,-33.9667,8015369,"","PRE BOL BM","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.9667,18.4167,"B.Galley"
"1057",18.4333,-33.9667,8015371,"","PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.9667,18.4333,"501-2000m"
"1058",18.9833,-33.9667,8015391,"","STE PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.9667,18.9833,"B.Galley"
"1059",19.5167,-33.9667,8015434,"","STE PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.9667,19.5167,"B.Galley"
"1060",20.7,-33.9667,8015435,"","STE PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.9667,20.7,"B.Galley"
"1061",21.2333,-33.9667,8015436,"","SAM","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.9667,21.2333,"B.Galley"
"1062",18.4333,-33.95,8015374,"","GRA","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.95,18.4333,"B.Galley"
"1063",19.1667,-33.9167,8015428,"","STE PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.9167,19.1667,"B.Galley"
"1064",19.0667,-33.8167,8015430,"","STE PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.8167,19.0667,"B.Galley"
"1065",19.2,-33.75,8015427,"","BOL","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.75,19.2,"B.Galley"
"1066",19.1833,-33.7333,8015423,"","PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.7333,19.1833,"B.Galley"
"1067",19.1667,-33.7167,8015421,"","PRE B","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.7167,19.1667,"B.Galley"
"1068",19.1333,-33.6833,8015419,"","NBG BOL","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.6833,19.1333,"B.Galley"
"1069",19.1167,-33.65,8015420,"","SAM","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.65,19.1167,"B.Galley"
"1070",19.1167,-33.6,8015426,"","PRE NU","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.6,19.1167,"B.Galley"
"1071",24.7833,-33.5667,8015440,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.5667,24.7833,"B.Galley"
"1072",19.2833,-33.4667,8015416,"","BOL","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.4667,19.2833,"B.Galley"
"1073",19.2833,-33.3667,8015495,"","GALLEY","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.3667,19.2833,"A.Galley"
"1074",22.05,-33.35,8015437,"","PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.35,22.05,"B.Galley"
"1075",19.8667,-33.3333,8015418,"","NBG NU","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.3333,19.8667,"B.Galley"
"1076",19.1667,-33.1333,8015411,"","SAM","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.1333,19.1667,"B.Galley"
"1077",19.1333,-33.0333,8015412,"","STE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-33.0333,19.1333,"B.Galley"
"1078",19.3333,-32.9333,8015366,"","BOL","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-32.9333,19.3333,"B.Galley"
"1079",18.7333,-32.7833,8015355,"","BOL","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-32.7833,18.7333,"501-2000m"
"1080",18.7667,-32.7333,8015354,"","STE PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-32.7333,18.7667,"B.Galley"
"1081",19.15,-32.5167,8015363,"","STE PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-32.5167,19.15,"B.Galley"
"1082",19.1546,-32.4693,8015490,"","ZH","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-32.4693,19.1546,"A.Galley"
"1083",19.15,-32.3833,8015359,"","BOL","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-32.3833,19.15,"B.Galley"
"1084",19.05,-32.3667,8015362,"","","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-32.3667,19.05,"B.Galley"
"1085",19.1,-32.3667,8015360,"","STE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-32.3667,19.1,"B.Galley"
"1086",19.05,-32.1667,8015357,"","STE PRE","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-32.1667,19.05,"B.Galley"
"1087",19.2,-31.7,8015352,"","PRE GRA","","Poaceae","Pentameris","Pentaschistis curvifolia","PentaCurvi",-31.7,19.2,"501-2000m"
"1088",19.6667,-34,8015554,"","PRE","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-34,19.6667,"B.Galley"
"1089",19.5167,-33.9667,8015547,"","PRE","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.9667,19.5167,"B.Galley"
"1090",18.9833,-33.9167,8015509,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.9167,18.9833,"B.Galley"
"1091",19,-33.9167,8015540,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.9167,19,"B.Galley"
"1092",19.2667,-33.8666,8015545,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.8666,19.2667,"B.Galley"
"1093",19.1833,-33.85,8015541,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.85,19.1833,"B.Galley"
"1094",19.15,-33.8333,8015543,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.8333,19.15,"B.Galley"
"1095",19.0667,-33.7667,8015542,"","NBG PRE BO","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.7667,19.0667,"B.Galley"
"1096",19.1,-33.7667,8015544,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.7667,19.1,"B.Galley"
"1097",19.1,-33.6833,8015527,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.6833,19.1,"B.Galley"
"1098",19.15,-33.6667,8015531,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.6667,19.15,"B.Galley"
"1099",19.1167,-33.65,8015532,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.65,19.1167,"B.Galley"
"1100",19.1667,-33.6333,8015528,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.6333,19.1667,"B.Galley"
"1101",19.15,-33.6167,8015529,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.6167,19.15,"B.Galley"
"1102",19.1167,-33.6,8015537,"","PRE NU","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.6,19.1167,"B.Galley"
"1103",19.6,-33.5667,8015546,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.5667,19.6,"B.Galley"
"1104",19.4167,-33.55,8015539,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.55,19.4167,"B.Galley"
"1105",19.3883,-33.5174,8015555,"","Galley","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.5174,19.3883,"A.Galley"
"1106",19.4,-33.5167,8015538,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.5167,19.4,"B.Galley"
"1107",19.2833,-33.4667,8015516,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.4667,19.2833,"B.Galley"
"1108",19.3167,-33.4667,8015519,"","PRE BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.4667,19.3167,"B.Galley"
"1109",19.3333,-33.4667,8015518,"","NBG PRE BO","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.4667,19.3333,"B.Galley"
"1110",19.4667,-33.4667,8015522,"","NBG BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.4667,19.4667,"B.Galley"
"1111",19.3167,-33.45,8015517,"","BOL","","Poaceae","Pentameris","Pentaschistis densifolia","PentaDensi",-33.45,19.3167,"B.Galley"
