"","x","y","V.s.Barcoda","Precis.Barcode","Casherb","Casno","Family","Clade","Scientific.Name","Taxon","Latitude.Decimal","Longitude.Decimal","Reference.Acc"
"445",18.945978,-34.249725,8005344,"NBG0161710-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-34.249725,18.945978,"501-2000m"
"446",19.145062,-34.150655,8005317,"PRE0489172-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-34.150655,19.145062,"501-2000m"
"447",19.14286,-34.150049,8005385,"PRE0489145-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-34.150049,19.14286,"501-2000m"
"448",19.143371,-34.149438,8005316,"PRE0489055-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-34.149438,19.143371,"501-2000m"
"449",18.973074,-34.100556,8005295,"NBG0166760-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-34.100556,18.973074,"501-2000m"
"450",19.853069,-34.068422,8005338,"SAM0045847-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-34.068422,19.853069,"501-2000m"
"451",19.000217,-34.051112,8005315,"PRE0774587-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-34.051112,19.000217,"501-2000m"
"452",19.714463,-34.048712,8005326,"PRE0105542-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-34.048712,19.714463,"501-2000m"
"453",19.587728,-34.015577,8005324,"PRE0624085-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-34.015577,19.587728,"501-2000m"
"454",19.671939,-34.008727,8005333,"PRE0742586-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-34.008727,19.671939,"<500m"
"455",19.607157,-34.007698,8005322,"PRE0700729-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-34.007698,19.607157,"501-2000m"
"456",20.476841,-33.974332,8005314,"PRE0735088-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-33.974332,20.476841,"<500m"
"457",24.099895,-33.972117,8005377,"SAM0057491-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.972117,24.099895,"501-2000m"
"458",19.502607,-33.969355,8005342,"PRE0542426-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.969355,19.502607,"<500m"
"459",24.098822,-33.969224,8005380,"PRE0019269-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.969224,24.098822,"501-2000m"
"460",19.506073,-33.96915,8005329,"PRE0538992-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-33.96915,19.506073,"501-2000m"
"461",24.093632,-33.968945,8005378,"PRE0019270-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.968945,24.093632,"<500m"
"462",24.097822,-33.965346,8005357,"NBG0079363-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.965346,24.097822,"501-2000m"
"463",19.127412,-33.960891,8005309,"PRE0735087-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-33.960891,19.127412,"501-2000m"
"464",19.144948,-33.955995,8005301,"NBG0149490-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-33.955995,19.144948,"501-2000m"
"465",19.522356,-33.942408,8005327,"PRE0774579-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-33.942408,19.522356,"501-2000m"
"466",22.034704,-33.882812,8005393,"NBG0161712-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.882812,22.034704,"501-2000m"
"467",22.036809,-33.881976,8005318,"PRE0238906-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-33.881976,22.036809,"501-2000m"
"468",22.031471,-33.872672,8005382,"PRE0774567-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.872672,22.031471,"<500m"
"469",23.703395,-33.864642,8005370,"PRE0019272-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.864642,23.703395,"501-2000m"
"470",19.058893,-33.81081,8005384,"NBG0161709-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.81081,19.058893,"501-2000m"
"471",19.059271,-33.810229,8005383,"PRE0479825-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.810229,19.059271,"501-2000m"
"472",19.167089,-33.6022,8005364,"NBG0161713-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.6022,19.167089,"501-2000m"
"473",19.110999,-33.508835,8005356,"PRE0105541-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.508835,19.110999,"501-2000m"
"474",19.39502,-33.493804,8005366,"PRE0019275-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.493804,19.39502,"501-2000m"
"475",19.412594,-33.47278,8005365,"PRE0489520-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.47278,19.412594,"<500m"
"476",19.315022,-33.47194,8005362,"PRE0019271-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.47194,19.315022,"501-2000m"
"477",19.390811,-33.469795,8005354,"NBG0161704-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.469795,19.390811,"501-2000m"
"478",19.434993,-33.46685,8005361,"PRE0489368-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.46685,19.434993,"501-2000m"
"479",19.476505,-33.455864,8005367,"PRE0019274-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.455864,19.476505,"501-2000m"
"480",19.458826,-33.447893,8005353,"NBG0084380-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.447893,19.458826,"501-2000m"
"481",22.714246,-33.413588,8005337,"PRE0518773-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-33.413588,22.714246,"<500m"
"482",22.709843,-33.412563,8005336,"NBG0161725-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-33.412563,22.709843,"<500m"
"483",22.048597,-33.351637,8005332,"PRE0019278-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-33.351637,22.048597,"501-2000m"
"484",18.9447,-34.330191,8005490,"NBG0166803-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. uniflora (Burch. ex Stapf) Gibbs Russ. ","EhrhaSetac",-34.330191,18.9447,"501-2000m"
"485",18.965442,-34.322443,8005489,"PRE0601395-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. uniflora (Burch. ex Stapf) Gibbs Russ. ","EhrhaSetac",-34.322443,18.965442,"501-2000m"
"486",18.864916,-34.312229,8005505,"NBG0166806-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. uniflora (Burch. ex Stapf) Gibbs Russ. ","EhrhaSetac",-34.312229,18.864916,"<500m"
"487",18.865168,-34.312119,8005405,"PRE0489361-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. disticha (Stapf) Gibbs Russ. ","EhrhaSetac",-34.312119,18.865168,"501-2000m"
"488",19.052821,-34.10448,8005448,"PRE0606787-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.10448,19.052821,"501-2000m"
"489",18.973074,-34.100556,8005438,"NBG0166771-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.100556,18.973074,"501-2000m"
"490",18.412947,-34.087069,8005497,"PRE0606790-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. uniflora (Burch. ex Stapf) Gibbs Russ. ","EhrhaSetac",-34.087069,18.412947,"501-2000m"
"491",19.000217,-34.051112,8005467,"PRE0774588-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.051112,19.000217,"501-2000m"
"492",19.00867,-34.048774,8005445,"PRE0651689-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.048774,19.00867,"501-2000m"
"493",18.988104,-34.036974,8005463,"PRE0018650-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.036974,18.988104,"501-2000m"
"494",18.98474,-34.035237,8005462,"PRE0489363-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.035237,18.98474,"<500m"
"495",18.984735,-34.033758,8005456,"NBG0161733-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.033758,18.984735,"501-2000m"
"496",18.98333333,-34.03333333,8005446,"NBG0079360-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.03333333,18.98333333,"<500m"
"497",19.587728,-34.015577,8005455,"PRE0624083-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.015577,19.587728,"501-2000m"
"498",19.037931,-34.015027,8005466,"NBG0161728-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.015027,19.037931,"<500m"
"499",18.967359,-34.01471,8005481,"NBG0161729-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.01471,18.967359,"<500m"
"500",20.481744,-33.996351,8005433,"NBG0161717-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. scabra (Stapf) Gibbs Russ. ","EhrhaSetac",-33.996351,20.481744,"501-2000m"
"501",20.482731,-33.984849,8005474,"PRE0018658-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-33.984849,20.482731,"501-2000m"
"502",18.399962,-33.978034,8005440,"NBG0079362-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-33.978034,18.399962,"501-2000m"
"503",18.40603,-33.966105,8005436,"PRE0018651-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-33.966105,18.40603,"501-2000m"
"504",20.806606,-33.959999,8005429,"NBG0161718-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. scabra (Stapf) Gibbs Russ. ","EhrhaSetac",-33.959999,20.806606,"501-2000m"
"505",20.702747,-33.953522,8005421,"PRE0774591-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. scabra (Stapf) Gibbs Russ. ","EhrhaSetac",-33.953522,20.702747,"501-2000m"
"506",20.855125,-33.931349,8005428,"NBG0161720-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. scabra (Stapf) Gibbs Russ. ","EhrhaSetac",-33.931349,20.855125,"501-2000m"
"507",20.863264,-33.928959,8005423,"NBG0161721-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. scabra (Stapf) Gibbs Russ. ","EhrhaSetac",-33.928959,20.863264,"501-2000m"
"508",20.859249,-33.924685,8005417,"PRE0700717-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. scabra (Stapf) Gibbs Russ. ","EhrhaSetac",-33.924685,20.859249,"501-2000m"
"509",19.147643,-33.657535,8005458,"PRE0018659-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-33.657535,19.147643,"<500m"
"510",19.16961,-33.601966,8005459,"NBG0213056-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-33.601966,19.16961,"501-2000m"
"511",21.05646,-34.325614,8001778,"PRE0726995-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-34.325614,21.05646,"<500m"
"512",19.50639,-33.968192,8001772,"PRE0775164-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-33.968192,19.50639,"<500m"
"513",19.522197,-33.932047,8001756,"NBG0109525-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-33.932047,19.522197,"501-2000m"
"514",21.738995,-33.919298,8001766,"PRE0651695-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-33.919298,21.738995,"501-2000m"
"515",21.738859,-33.918151,8001770,"PRE0775116-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-33.918151,21.738859,"501-2000m"
"516",20.270138,-33.229031,8001758,"NBG0161743-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-33.229031,20.270138,"501-2000m"
"517",19.55556,-32.898629,8001747,"PRE0775152-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.898629,19.55556,"501-2000m"
"518",19.64222222,-32.89416667,8001687,"NBG0208801-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.89416667,19.64222222,"GPS"
"519",18.742096,-32.854436,8001733,"PRE0682229-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.854436,18.742096,"<500m"
"520",18.7335,-32.849775,8001743,"PRE0775120-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.849775,18.7335,"501-2000m"
"521",18.732056,-32.844461,8001748,"PRE0805049-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.844461,18.732056,"<500m"
"522",19.316078,-32.520374,8001718,"NBG0161881-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.520374,19.316078,"501-2000m"
"523",19.097793,-32.423434,8001741,"PRE0742641-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.423434,19.097793,"501-2000m"
"524",19.135462,-32.39974,8001738,"PRE0738779-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.39974,19.135462,"501-2000m"
"525",19.150798,-32.35314,8001692,"NBG0079467-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.35314,19.150798,"501-2000m"
"526",19.013321,-32.34803,8001711,"NBG0161737-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.34803,19.013321,"<500m"
"527",18.853665,-32.219919,8001734,"PRE0710855-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.219919,18.853665,"<500m"
"528",18.940337,-32.149602,8001723,"PRE0575151-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.149602,18.940337,"<500m"
"529",18.948564,-32.144919,8001717,"NBG0161755-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.144919,18.948564,"501-2000m"
"530",19.015675,-32.139643,8001691,"NBG0079462-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.139643,19.015675,"501-2000m"
"531",19.032887,-32.136484,8001742,"PRE0775114-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.136484,19.032887,"501-2000m"
"532",18.975563,-32.13637,8001724,"PRE0575152-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.13637,18.975563,"<500m"
"533",18.984938,-32.134676,8001709,"PRE0063727-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.134676,18.984938,"501-2000m"
"534",19.031388,-32.133487,8001749,"PRE0805303-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.133487,19.031388,"<500m"
"535",19.130459,-32.06587,8001722,"PRE0575150-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-32.06587,19.130459,"<500m"
"536",18.828625,-31.705465,8001740,"PRE0742562-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-31.705465,18.828625,"501-2000m"
"537",19.03446,-31.474292,8001690,"NBG0079466-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-31.474292,19.03446,"501-2000m"
"538",19.05,-31.45638889,8001697,"NBG0172831-0","","","Poaceae","Ehrharta","Ehrharta thunbergii Gibbs Russ. ","EhrhaThunb",-31.45638889,19.05,"GPS"
"539",18.961964,-34.322008,8006063,"PRE0818873-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-34.322008,18.961964,"501-2000m"
"540",18.95902,-34.317692,8006062,"PRE0812252-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-34.317692,18.95902,"<500m"
"541",18.966247,-34.311444,8006040,"PRE0071333-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-34.311444,18.966247,"501-2000m"
"542",18.994005,-34.306876,8006058,"PRE0071321-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-34.306876,18.994005,"501-2000m"
"543",19.142266,-34.151896,8006059,"PRE0240004-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-34.151896,19.142266,"501-2000m"
"544",18.421176,-33.972956,8006045,"PRE0071317-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-33.972956,18.421176,"501-2000m"
"545",20.457392,-33.965432,8006069,"PRE0741737-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-33.965432,20.457392,"501-2000m"
"546",20.838641,-33.933122,8006070,"PRE0834250-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-33.933122,20.838641,"501-2000m"
"547",24.784374,-33.571744,8006051,"PRE0071304-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-33.571744,24.784374,"501-2000m"
"548",20.538609,-33.273187,8006049,"PRE0238687-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-33.273187,20.538609,"501-2000m"
"549",19.143539,-33.035262,8006095,"PRE0550320-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-33.035262,19.143539,"501-2000m"
"550",19.267527,-32.538952,8006080,"NBG0196657-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-32.538952,19.267527,"501-2000m"
"551",19.20194444,-32.50777778,8006065,"NBG0205844-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-32.50777778,19.20194444,"GPS"
"552",19.11408333,-32.4118,8006038,"NBG0197845-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-32.4118,19.11408333,"GPS"
"553",19.031712,-32.156044,8006093,"PRE0692242-0","","","Restionaceae","Restio","Elegia asperiflora (Nees) Kunth ","ElegiAsper",-32.156044,19.031712,"501-2000m"
"554",18.963134,-34.00713,8006182,"PRE0652835-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-34.00713,18.963134,"501-2000m"
"555",18.983185,-33.983894,8006203,"PRE0071544-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-33.983894,18.983185,"501-2000m"
"556",18.987194,-33.971704,8006169,"PRE0833643-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-33.971704,18.987194,"501-2000m"
"557",21.228828,-33.957212,8006140,"PRE0728625-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-33.957212,21.228828,"501-2000m"
"558",23.835891,-33.865893,8006149,"PRE0239476-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-33.865893,23.835891,"501-2000m"
"559",23.513538,-33.861164,8006181,"PRE0769747-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-33.861164,23.513538,"501-2000m"
"560",19.111621,-33.719376,8006147,"PRE0712230-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-33.719376,19.111621,"501-2000m"
"561",19.1073,-33.643362,8006139,"NBG0170009-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-33.643362,19.1073,"<500m"
"562",24.802775,-33.572348,8006146,"PRE0071539-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-33.572348,24.802775,"501-2000m"
"563",19.137259,-33.569074,8006179,"PRE0071547-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-33.569074,19.137259,"501-2000m"
"564",21.32083333,-33.41944444,8006180,"PRE0834325-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-33.41944444,21.32083333,"GPS"
"565",19.170048,-33.128492,8006132,"PRE0071471-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-33.128492,19.170048,"<500m"
"566",18.749921,-32.781187,8006151,"PRE0639896-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-32.781187,18.749921,"<500m"
"567",19.077518,-32.758857,8006157,"PRE0590226-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-32.758857,19.077518,"501-2000m"
"568",19.26666667,-32.53888889,8006190,"NBG0196665-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-32.53888889,19.26666667,"GPS"
"569",19.16588333,-32.45721667,8006138,"NBG0197844-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-32.45721667,19.16588333,"GPS"
"570",19.10571667,-32.41165,8006137,"NBG0197843-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-32.41165,19.10571667,"GPS"
"571",19.10665,-32.405568,8006131,"PRE0835055-0","","","Restionaceae","Restio","Elegia capensis (Burm.f.) Schelpe ","ElegiCapen",-32.405568,19.10665,"501-2000m"
"572",18.965451,-34.322536,8006493,"PRE0072955-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-34.322536,18.965451,"501-2000m"
"573",18.938717,-34.289341,8006421,"PRE0836352-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-34.289341,18.938717,"501-2000m"
"574",18.954323,-34.238241,8006348,"PRE0072962-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-34.238241,18.954323,"501-2000m"
"575",19.15083333,-34.23055556,8006422,"PRE0836527-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-34.23055556,19.15083333,"GPS"
"576",18.41194444,-34.2225,8006475,"PRE0072935-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-34.2225,18.41194444,"501-2000m"
"577",22.511449,-33.914567,8006340,"PRE0834350-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-33.914567,22.511449,"501-2000m"
"578",23.866882,-33.899723,8006398,"PRE0239827-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-33.899723,23.866882,"501-2000m"
"579",20.831929,-33.890369,8006467,"NBG0169967-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-33.890369,20.831929,"<500m"
"580",19.061686,-33.816511,8006488,"PRE0649438-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-33.816511,19.061686,"501-2000m"
"581",19.06501,-33.811192,8006420,"PRE0604219-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-33.811192,19.06501,"501-2000m"
"582",19.061686,-33.80572,8006487,"PRE0653025-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-33.80572,19.061686,"501-2000m"
"583",22.935568,-33.626021,8006387,"PRE0071270-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-33.626021,22.935568,"501-2000m"
"584",22.938467,-33.617346,8006491,"PRE0679420-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-33.617346,22.938467,"<500m"
"585",20.971359,-33.557313,8006386,"PRE0818997-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-33.557313,20.971359,"501-2000m"
"586",20.620586,-33.509718,8006351,"PRE0804922-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-33.509718,20.620586,"<500m"
"587",20.57694,-33.49972,8006486,"PRE0797053-0","","","RESTIONACEAE","Restio","Elegia filacea Mast. ","ElegiFilac",-33.49972,20.57694,"501-2000m"
