Family,Clade,ScientificName,Taxon,LatitudeDecimal,LongitudeDecimal,ReferenceAcc,Localities,GrowthForm,Trait,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.004985,17.943631,501-2000m,21,AH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.971472,17.935441,501-2000m,21,AH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.952262,17.89978,501-2000m,21,AH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.919362,17.981142,501-2000m,21,AH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.310134,18.3454,501-2000m,21,AH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.309047,18.34437,501-2000m,21,AH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.016248,18.310476,501-2000m,21,AH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-31.918554,18.713441,<500m,21,AH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-31.869769,18.683604,501-2000m,21,AH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-31.359654,19.143771,<500m,21,AH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.467884,20.537648,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.451081,20.435462,<500m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.35054,18.922098,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.316152,18.460845,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.207093,22.012618,<500m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.166363,24.65479,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.137048,18.433315,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.136878,18.432354,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.077916,18.559365,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.055041,22.241989,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.028661,22.792077,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.009446,25.349152,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.003611,23.458858,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.981661,23.550541,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.977009,25.64021,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.975476,25.646533,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.974545,25.645355,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.804408,18.47001,<500m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.800056,18.462322,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.756323,18.466819,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-32.759727,18.027229,501-2000m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-32.188792,18.328705,<500m,23,PH,Null,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.703309,19.812867,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.399119,19.314485,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.391094,19.27114,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.36163,18.838439,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.343939,19.015863,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.341646,18.989752,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.325183,18.852004,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.320685,18.969557,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.320047,19.123213,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.288734,18.942106,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.2,19.15,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.052076,18.87146,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.998337,18.963092,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.998303,18.930334,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.996187,18.959767,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.994497,18.955893,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.992219,18.95451,<500m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.991472,18.972981,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.98695,18.969075,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.986945,18.969075,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.983894,18.983185,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.94071,18.966106,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.934743,19.067797,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.730864,19.109016,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.694557,19.114546,<500m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.61111111,19.1075,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.540435,19.169962,<500m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.478238,19.397859,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.42073,19.266323,<500m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.419304,19.266587,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.390501,20.311357,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-33.220967,19.323988,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-32.76,18.77111111,GPS,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-32.627913,19.143755,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-32.430173,19.15904,<500m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-32.362053,19.104788,501-2000m,37,LS,OR,,,,,,,,,,
Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-32.239331,19.063427,501-2000m,37,LS,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-34.024665,19.072672,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-34.011637,18.96571,<500m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.993414,18.926374,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.990342,19.032682,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.981738,18.985804,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.961854,19.509915,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.94333333,19.52027778,GPS,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.936494,19.058168,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.914351,19.156826,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.870513,19.199171,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.857045,19.17886,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.816511,19.061686,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.806307,19.063269,<500m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.76699,19.035208,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.766762,19.086641,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.655438,19.143557,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.617454,19.100058,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.611513,19.106879,<500m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.557401,19.381768,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.550636,19.402759,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.537503,19.396125,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.472407,19.50725,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.47194,19.315022,501-2000m,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-33.3675,19.27055556,GPS,25,GRA,OR,,,,,,,,,,
Restionaceae,Restio,Askidiosperma paniculatum (Mast.) H.P.Linder ,AskidPanic,-32.85154,19.224764,501-2000m,25,GRA,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.740124,19.788388,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.44194444,19.73722222,GPS,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.41333333,19.75133333,GPS,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.390501,19.311357,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.38777778,19.32083333,GPS,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.382978,19.289723,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.370628,18.832651,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.352517,18.919764,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.346099,18.929355,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.33783333,18.8385,GPS,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.331358,18.984587,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.32305556,18.98527778,GPS,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.321283,19.041929,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.31527778,18.95472222,GPS,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.230115,18.88852,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.2225,18.41194444,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.150341,19.920027,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.102067,18.455137,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.084872,19.056326,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.082384,19.059816,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.068785,18.369486,<500m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.046217,18.446544,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-34.023104,18.394933,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.992894,20.708717,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.992568,18.97383,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.991667,18.972323,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.991556,18.972522,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.991472,18.972981,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.990234,18.422344,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.987374,20.709848,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.986888,20.710457,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.983894,18.983185,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.982105,18.986581,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.980434,18.403773,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.976936,18.951906,<500m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.975115,20.707413,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.973908,18.429046,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.973185,18.418837,<500m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.973169,18.407401,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.972003,18.395461,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.970969,21.55028,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.966486,18.426082,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.96337,18.416072,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.95333,19.17111,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.943851,20.425719,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.938884,21.052759,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.919273,19.159502,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.916921,19.158513,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.88722222,19.16083333,GPS,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.883296,22.431258,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.882904,22.432032,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.871514,22.030035,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.861519,21.963846,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.815256,19.053826,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.760911,19.08599,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.708071,19.244452,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.603092,19.121806,<500m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.519311,19.186905,<500m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.439185,19.450192,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.372221,19.343797,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.285527,19.148131,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.226484,19.324029,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-33.01083333,19.08361111,GPS,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-32.895334,19.076487,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-32.633185,19.169866,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra atrata (L.) T.Durand & Schinz ,CeratAtrat,-32.37451,18.966147,501-2000m,66,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra globosa Lindl. ,CeratGlobo,-34.021002,19.603932,501-2000m,27,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra globosa Lindl. ,CeratGlobo,-34.020502,19.025792,<500m,27,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra globosa Lindl. ,CeratGlobo,-34.018026,19.028494,501-2000m,27,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra globosa Lindl. ,CeratGlobo,-34.01717,19.030588,501-2000m,27,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra globosa Lindl. ,CeratGlobo,-34.007742,19.040014,501-2000m,27,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra globosa Lindl. ,CeratGlobo,-33.988379,18.396232,501-2000m,27,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra globosa Lindl. ,CeratGlobo,-33.987214,20.474006,501-2000m,27,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra globosa Lindl. ,CeratGlobo,-33.971704,18.984661,501-2000m,27,GEO ,OR,,,,,,,,,,
Orchidaceae,Coryciinae,Ceratandra globosa Lindl. ,CeratGlobo,-33.957773,19.535933,<500m,27,GEO ,OR,,,,,,,,,,
