Barcode,Family,Scientific_Name,Latitude_Decimal,Longitude_Decimal,Collector,Collectors_Number,Collection_Date,CollectionDay,CollectionMonth,CollectionYear,Voucher,Locality,Habitat_Comments,AltitudeFrom,AltitudeMax,AltitudeUnits,District,Province,Grid,Reference_Accuracy,Latitude_Decimal2,Latitude,txtLatitudeMinutes,txtLatitudeSeconds,Direction,Longitude_Decimal2,Longitude,txtLongitudeMinutes,txtLongitudeSeconds,LogitudeDirection,Herb_Number,Type,PRECI_Number,Det,Source_File,Date_Captured
8006553,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.953889,21.224695,Marloth H.W.R.,3641,,,2,1904,Vera,GARCIA'S PASS; N. SIDE OF OF PASS,,0,0,,RIVERSDALE,WC,3321CC,501-2000m,-33.953889,33,57,14,S,21.224695,21,13,29,E,,FALSE,PRE0072861-0,,,
8006558,RESTIONACEAE,Elegia galpinii N.E.Br. ,-34.038475,19.57549,Schlechter ,9871,,31,12,1896,Vera,GENADENDAL; IN MT.,,0,0,,CALEDON,WC,3419BA,2001-5000m,-34.038475,34,2,19,S,19.57549,19,34,32,E,,FALSE,PRE0072864-0,,,
8006546,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.879201,21.045978,Bohnen P.,8676,,26,6,1986,Vera,KLEIN KAROO; BRANDRIVIER DIST.; LANGEBERGE - N FLANK. KORTFONTEIN PLAAS,,0,0,,Riversdale,WC,3321CC,2001-5000m,-33.879201,33,52,45,S,21.045978,21,2,46,E,,FALSE,PRE0712913-0,,,
8006564,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.678928,21.65116,Van Wijk Y.,596,,17,7,1993,Vera,Ladismith District; Rooiberg; eastern track from Pass.,Exposed; open shrubland. Sandy soil. Upright clumps; spreading. Dark brown and tan flowers.,0,0,,Calitzdorp - Ladismith,WC,3321DA,501-2000m,-33.678928,33,40,44,S,21.65116,21,39,4,E,,FALSE,PRE0809610-0,,,
8006563,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.942245,21.225031,Van Breda P.A.B.,743,,9,10,1959,Vera,LADISMITH DIV.; MUISKRAAL; LADISMITH END OF GARCIAS PASS,,0,0,,RIVERSDALE,WC,3321CC,501-2000m,-33.942245,33,56,32,S,21.225031,21,13,30,E,,FALSE,PRE0072868-0,,,
8006548,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.719819,21.519181,Esterhuysen E.E.,17154,,24,5,1950,Vera,LADISMITH DIV.; ROODEBERG; SLOPES,S aspect,0,0,,LADISMITH,WC,3321DA,5001-10000m,-33.719819,33,43,11,S,21.519181,21,31,9,E,,FALSE,PRE0072867-0,,,
8006545,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.915454,21.212818,Bohnen P.,9085,,30,6,1990,Vera,Muiskraal; Voetheuwels van Langeberg.,Det: A. Fellingham. roadside/railwayside,0,0,,Riversdale,WC,3321CC,2001-5000m,-33.915454,33,54,56,S,21.212818,21,12,46,E,,FALSE,PRE0792489-0,,,
8006547,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.827856,22.001309,Bond W.J.,1727,,24,4,1979,Vera,Oudtshoorn District: Outeniquas; Northern slopes. Saffraan River Valley; Sebraskop.,N aspect,0,0,,Oudtshoorn,WC,3322CC,2001-5000m,-33.827856,33,49,40,S,22.001309,22,0,5,E,,FALSE,PRE0834393-0,,,
8006554,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.69722222,21.45,Marshall A.H.,8,,8,4,1983,Vera,"Prince Albert District: ""Arrarat se pad""; Rooiberg. 33° 41' 50"" S: 21° 27' 00"" E.",Det: C Reid. N aspect,0,0,,Ladismith,WC,3321CB,GPS,-33.69722222,33,41,50,S,21.45,21,27,0,E,,FALSE,PRE0834324-0,,,
8006552,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.946982,21.225313,Kruger F.J.,1271,,13,5,1971,Vera,Riversdale District: Northern slopes of Langeberg; Garcia Pass.,Det: E Esterhuysen. NE aspect,0,0,,Riversdale,WC,3321CC,501-2000m,-33.946982,33,56,49,S,21.225313,21,13,31,E,,FALSE,PRE0834320-0,,,
8006551,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.958902,21.229897,Gentry H.S. & Barclay A.S.,18871,,14,11,1960,Vera,RIVERSDALE DISTRICT; GARCIA'S PASS; ON TOP OF GARCIA PASS.,In large i-sexed rhizomatous or colonial clumps 1.2 m tall with black tops.,3000,0,ft,RIVERSDALE,WC,3321CC,2001-5000m,-33.958902,33,57,32,S,21.229897,21,13,48,E,,FALSE,PRE0110207-0,,,
8006550,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.958902,21.229897,Gentry H.S. & Barclay A.S.,18871,,14,11,1960,Vera,RIVERSDALE DISTRICT; GARCIA'S PASS; ON TOP OF GARCIA PASS.,In large i-sexed rhizomatous or colonial clumps 1.2 m tall with black tops.,3000,0,ft,RIVERSDALE,WC,3321CC,2001-5000m,-33.958902,33,57,32,S,21.229897,21,13,48,E,,FALSE,PRE0110207-0,,,
8006556,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.94222,21.225077,Muir J.,3183,,,6,1924,Vera,RIVERSDALE DIV.; GARCIA'S PASS; N. END OF PASS,,0,0,,RIVERSDALE,WC,3321CC,501-2000m,-33.94222,33,56,32,S,21.225077,21,13,30,E,,FALSE,PRE0072865-0,,,
8006557,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.917035,21.146456,Muir J.,3199,,,6,1926,Vera,RIVERSDALE DIV.; LANGEBERG.; PHISANTEFONTEIN. N SLOPES OF MT.,,0,0,,RIVERSDALE,WC,3321CC,2001-5000m,-33.917035,33,55,1,S,21.146456,21,8,47,E,,FALSE,PRE0679372-0,,,
8006555,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.917035,21.146456,Muir J.,3200,,,6,1926,Vera,RIVERSDALE DIV.; PHISANTEFONTEIN; N. SLOPES OF LANGEBERG,N aspect,0,0,,RIVERSDALE,WC,3321CC,2001-5000m,-33.917035,33,55,1,S,21.146456,21,8,47,E,,FALSE,PRE0072866-0,,,
8006565,RESTIONACEAE,Elegia galpinii N.E.Br. ,0,0,Vlok J.H.J.,2044,,2,11,1988,Vera,ROOIBERG MOUNTAIN; ABOVE BOSKLOOF; ON CREST OF MOUNTAIN,N aspect,0,0,,,WC,3321DA,,0,0,0,0,S,0,0,0,0,E,,FALSE,PRE0740962-0,,,
8006560,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.649112,21.499984,Taylor H.C.,9224,,3,6,1976,Vera,ROOIBERG STATE FOR.; 1 KM. FROM HUT ALONG RD. EDGE EASTWARD,roadside/railwayside,0,0,,Ladismith,WC,3321CB,501-2000m,-33.649112,33,38,57,S,21.499984,21,29,60,E,,FALSE,PRE0513706-0,,,
8006561,RESTIONACEAE,Elegia galpinii N.E.Br. ,0,0,Taylor H.C.,9511,,29,10,1976,Vera,ROOIBERG; TR432 1 KM E. OF HUT ALONG RD.,N aspect,0,0,,,WC,3321DA,,0,0,0,0,S,0,0,0,0,E,,FALSE,PRE0513707-0,,,
8006566,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.68271,21.451028,Weinberg C.P.,8,,12,5,1977,Vera,Van Wyksdorp Distrik: Rooiberg; Suidelike helling.,,0,0,,Ladismith,WC,3321CB,5001-10000m,-33.68271,33,40,58,S,21.451028,21,27,4,E,,FALSE,PRE0834343-0,,,
8006567,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.68271,21.451028,Weinberg C.P.,9,,12,5,1977,Vera,Van Wyksdorp Distrik: Rooiberg; Suidelike helling.,,0,0,,Ladismith,WC,3321CB,5001-10000m,-33.68271,33,40,58,S,21.451028,21,27,4,E,,FALSE,PRE0834344-0,,,
8006559,RESTIONACEAE,Elegia galpinii N.E.Br. ,-33.951258,19.557492,Stokoe T.P.,6629,,,4,1925,Vera,WORCESTER DIV.; ONKLAARBERG; 20 MI. S. OF WORCESTER,,0,0,,ROBERTSON,WC,3319DC,2001-5000m,-33.951258,33,57,5,S,19.557492,19,33,27,E,,FALSE,PRE0072862-0,,,
8006574,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-34.047001,18.991067,Haynes R.A.,H 83,,21,5,1969,Vera,Caledon District: Grabouw; Southern origin of Sonderendrivier.,Det: F.J. Kruger.  SE aspect,0,0,,Caledon,WC,3418BB,501-2000m,-34.047001,34,2,49,S,18.991067,18,59,28,E,,FALSE,PRE0836446-0,,,
8006578,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-33.975807,19.098912,Stokoe T.P.,2,,16,4,1927,Vera,FRANSCHHOEK DIST; BUSHMANS CASTLE MT.; UPPER BERG RIVER,,0,0,,Paarl,WC,3319CC,501-2000m,-33.975807,33,58,33,S,19.098912,19,5,56,E,,FALSE,PRE0071410-0,,,
8006579,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-33.975807,19.098912,Stokoe T.P.,1,,16,4,1927,Vera,FRANSCHHOEK DIST; BUSHMANS CASTLE MT.; UPPER BERG RIVER,,0,0,,Paarl,WC,3319CC,501-2000m,-33.975807,33,58,33,S,19.098912,19,5,56,E,,FALSE,PRE0071411-0,,,
8006582,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-34.020457,19.026286,Taylor H.C.,10192,,5,4,1980,Vera,JONKERSHOEK; DWARSBERG,,0,0,,CALEDON,WC,3419AA,2001-5000m,-34.020457,34,1,14,S,19.026286,19,1,35,E,,FALSE,PRE0608258-0,,,
8006569,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-34.317818,18.900551,Boucher C.,412,,6,8,1969,Vera,KOGELBERG FOR. RES.; N. PART OF WATERSHED BETWEEN BUFFELSTALBERG & PLATBERG.,roadside/railwayside,0,0,,CALEDON,WC,3418BD,501-2000m,-34.317818,34,19,4,S,18.900551,18,54,2,E,,FALSE,PRE0071413-0,,,
8006573,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-33.766762,19.086641,Esterhuysen E.E.,7709,,4,4,1942,Vera,PAARL DIV.; HAALHOEK SNEEUKOP; UPPER SLOPES,,0,0,,PAARL,WC,3319CC,501-2000m,-33.766762,33,46,0,S,19.086641,19,5,12,E,,FALSE,PRE0110220-0,,,
8006572,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-33.702269,19.123045,Esterhuysen E.E.,11524,,31,3,1945,Vera,PAARL DIV.; SLANGHOEK MT.; KROMRIVER DOME,,0,0,,PAARL,WC,3319CA,501-2000m,-33.702269,33,42,8,S,19.123045,19,7,23,E,,FALSE,PRE0110221-0,,,
8006576,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-33.970569,19.506253,Kruger F.J.,1193,,8,4,1971,Vera,RIVIERSONDEREND MOUNTAINS.; JONASKOP; NEAR RADIO MAST.,Fairly frequent clumps of rather tall 'reeds' on rocky mountain slopes. N aspect,5200,0,ft,WORCESTER,WC,3319DC,<500m,-33.970569,33,58,14,S,19.506253,19,30,23,E,,FALSE,PRE0239982-0,,,
8006577,RESTIONACEAE,Elegia grandis (Nees) Kunth ,0,0,Kruger F.J.,468,,29,6,1967,Vera,Stellenbosch District: Jonkershoek State Forest; Jonkersnek; near Rain gauge.,Det: E. Esterhuysen,0,0,,,WC,3419AA,,0,0,0,0,S,0,0,0,0,E,,FALSE,PRE0836510-0,,,
8006575,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-34.007697,19.008247,Kerfoot O.,5741,,13,3,1967,Vera,Stellenbosch District: Jonkershoek; Dwarsberg.,Det: E Esterhuysen,4000,0,ft,Stellenbosch,WC,3419AA,2001-5000m,-34.007697,34,0,28,S,19.008247,19,0,30,E,,FALSE,PRE0833659-0,,,
8006581,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-34.010483,19.011907,Taylor H.C.,5042,,28,8,1963,Vera,STELLENBOSCH DIV.; JONKERSHOEK VALLEY; DWARSBERG HEAD OF JONKERSHOEK VALLEY,NW aspect,0,0,,STELLENBOSCH,WC,3419AA,2001-5000m,-34.010483,34,0,38,S,19.011907,19,0,43,E,,FALSE,PRE0071412-0,,,
8006571,RESTIONACEAE,Elegia grandis (Nees) Kunth ,0,0,Du Toit M.,1,,23,3,1991,Vera,Villiersdorp Distrik: Jonaskop; Langs pad na FM toring 15m vanaf pad teen die helling.,Det: A. Fellingham Conf: C. Archer. roadside/railwayside. W aspect,0,0,,,WC,3319DC,,0,0,0,0,S,0,0,0,0,E,,FALSE,PRE0818851-0,,,
8006568,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-33.969096,19.505628,Boucher C.,2739,,15,3,1975,Vera,WORCESTER DIST.; JONASKOP.; ALONGSIDE F.M. TOWER,,0,0,,WORCESTER,WC,3319DC,<500m,-33.969096,33,58,9,S,19.505628,19,30,20,E,,FALSE,PRE0679322-0,,,
8006570,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-33.971629,19.506266,Brusse F.A.,5485,,21,3,1988,Vera,WORCESTER DIST.; LANGVLEI; JONASKOP IN RIVIERSONDEREND MTS. NEAR VILLIERSDORP.,N aspect,0,0,,WORCESTER,WC,3319DC,<500m,-33.971629,33,58,18,S,19.506266,19,30,23,E,,FALSE,PRE0728541-0,,,
8006580,RESTIONACEAE,Elegia grandis (Nees) Kunth ,-33.951258,19.557492,Stokoe T.P.,6628,,,4,1925,Vera,WORCESTER DIV.; ONKLAARBERG; 20 MI. S. OF WORCESTER,,0,0,,ROBERTSON,WC,3319DC,2001-5000m,-33.951258,33,57,5,S,19.557492,19,33,27,E,,FALSE,PRE0071405-0,,,
8006589,RESTIONACEAE,Elegia grandispicata H.P.Linder ,-32.812703,19.213772,Hanekom W.J.,1227A,,17,9,1969,Vera,CERES DIST.; SKOONGESIG; TEEN BERGHANG,,0,0,,CERES,WC,3219CC,501-2000m,-32.812703,32,48,46,S,19.213772,19,12,50,E,,FALSE,PRE0679387-0,,,
8006586,RESTIONACEAE,Elegia grandispicata H.P.Linder ,-33.446349,19.31514,Esterhuysen E.E.,14778,,10,12,1948,Vera,CERES DIV.; MICHELL PEAK,W aspect,0,0,,CERES,WC,3319AD,<500m,-33.446349,33,26,47,S,19.31514,19,18,55,E,,FALSE,PRE0110212-0,,,
8006583,RESTIONACEAE,Elegia grandispicata H.P.Linder ,-33.05657,19.207359,Esterhuysen E.E.,13436,,26,12,1946,Vera,CERES DIV.; UPPER OLIFANTS RIVER VALLEY; VISGAT.,,0,0,,CERES,WC,3319AA,2001-5000m,-33.05657,33,3,24,S,19.207359,19,12,26,E,,FALSE,PRE0072996-0,,,
8006588,RESTIONACEAE,Elegia grandispicata H.P.Linder ,-32.811737,19.215716,Hanekom W.J.,1227,,17,9,1969,Vera,KOUE BOKKEVELD; CERES DIST.; SKOONGESIG.,,0,0,,Ceres,WC,3219CC,501-2000m,-32.811737,32,48,42,S,19.215716,19,12,57,E,,FALSE,PRE0073000-0,,,
8006593,RESTIONACEAE,Elegia grandispicata H.P.Linder ,-33.383047,19.670501,Marloth H.W.R.,10157,,,,,Vera,MATROOSBERG,,0,0,,WORCESTER,WC,3319BC,5001-10000m,-33.383047,33,22,59,S,19.670501,19,40,14,E,,FALSE,PRE0072999-0,,,
8006594,RESTIONACEAE,Elegia grandispicata H.P.Linder ,0,0,Taylor H.C.,10376,,30,5,1982,Vera,MILNER VLAKTE; NEAR CAMP. DEEP HUMIC SANDY VLAKTE; C. LEVEL; IN POORLY-DRAINED PLACES.,,1372,0,m,,WC,3319AD,,0,0,0,0,S,0,0,0,0,E,,FALSE,PRE0622863-0,,,
8006591,RESTIONACEAE,Elegia grandispicata H.P.Linder ,-33.95972222,20.44111111,Linder H.P. & Hardy  & Moline P.,7296,,10,10,2001,Vera,"Swellendam; Langeberg; valley draining Misty Point to east. 33°57'35""S: 20°26'28""E.",Along streamline. A few plants surviving along the stream.,1537,0,m,Swellendam,WC,3320CD,GPS,-33.95972222,33,57,35,S,20.44111111,20,26,28,E,,FALSE,NBG0205853-0,,,
8006592,RESTIONACEAE,Elegia grandispicata H.P.Linder ,-33.95972222,20.44111111,Linder H.P. & Hardy  & Moline P.,7296,,10,10,2001,Vera,"Swellendam; Langeberg; valley draining Misty Point to east. 33°57'35""S: 20°26'28""E.",Along streamline. A few plants surviving along the stream.,1537,0,m,Swellendam,WC,3320CD,GPS,-33.95972222,33,57,35,S,20.44111111,20,26,28,E,,FALSE,NBG0205853-0,,,
8006590,RESTIONACEAE,Elegia grandispicata H.P.Linder ,-33.95972222,20.44111111,Linder H.P. & Hardy  & Moline P.,7296,,10,10,2001,Vera,"Swellendam; Langeberg; valley draining Misty Point to east. 33°57'35""S: 20°26'28""E.",Along streamline. A few plants surviving along the stream.,1537,0,m,Swellendam,WC,3320CD,GPS,-33.95972222,33,57,35,S,20.44111111,20,26,28,E,,FALSE,NBG0205853-0,,,
8006584,RESTIONACEAE,Elegia grandispicata H.P.Linder ,-33.128492,19.170048,Esterhuysen E.E.,32444,,30,5,1970,Vera,TULBAGH DIST.; GREAT WINTERHOEK; SNEEUGAT; BASE OF GT. WINTERHOEK.,,0,0,,TULBAGH,WC,3319AA,<500m,-33.128492,33,7,43,S,19.170048,19,10,12,E,,FALSE,PRE0238691-0,,,
8006585,RESTIONACEAE,Elegia grandispicata H.P.Linder ,-33.504285,19.41423,Esterhuysen E.E.,8749,,8,3,1943,Vera,WORCESTER DIV.; HEX RIVER MTS.; FOOT OF SENTINEL. BELOW DRIPPING CLIFFS.,,0,0,,WORCESTER,WC,3319CB,501-2000m,-33.504285,33,30,15,S,19.41423,19,24,51,E,,FALSE,PRE0072998-0,,,
8006587,RESTIONACEAE,Elegia grandispicata H.P.Linder ,0,0,Esterhuysen E.E.,18220,,25,12,1950,Vera,WORCESTER DIVISION; WAAIHOEK MT.; NE. SLOPE AT N. END. AT FOOT OF ROCK.,Slightly moist condition. NE aspect,0,0,,,WC,3319AD,,0,0,0,0,S,0,0,0,0,E,,FALSE,PRE0072997-0,,,
8006600,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.385651,19.286812,Esterhuysen E.E.,17523,,1,10,1950,Vera,CERES DIV.; CERES PEAK; ROCKY SE. SLOPES OF CERES PEAK, SE aspect,0,0,,CERES,WC,3319AD,501-2000m,-33.385651,33,23,8,S,19.286812,19,17,13,E,,FALSE,PRE0072894-0,,,
8006599,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.383291,19.266549,Esterhuysen E.E.,6205,,5,10,1941,Vera,CERES DIV.; MICHELLS PASS; SLAB PEAK,,0,0,,CERES,WC,3319AD,501-2000m,-33.383291,33,22,60,S,19.266549,19,15,60,E,,FALSE,PRE0072893-0,,,
8006596,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.36888889,19.27333333,Botha P.,    (3)045,,17,1,2003,Vera,"Ceres; Skurweberge; Koekedou Dam.  33°22'08' S; 19°16'24"" E. ",Fynbos biome. Gentle; moderate; mountain slope. Flats. Well-drained; moist/damp; gravel; sandy; loam soil. E aspect. Reed. Flowering sporadic; short spikes; 5-10 cm. Tiny; brown capsules on small spike coming off loosely in January.,719,0,m,Ceres,WC,3319AD,GPS,-33.36888889,33,22,8,S,19.27333333,19,16,24,E,,FALSE,NBG0197747-0,,,
8006603,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.394416,19.287704,Hutchinson J.,617,,30,9,1928,Vera,CERES; GORGE W. OF CERES,Female plant designated as Isolectotype.,0,0,,Ceres,WC,3319AD,2001-5000m,-33.394416,33,23,40,S,19.287704,19,17,16,E,,FALSE,PRE0073948-0,,,
8006595,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.114938,19.160482,Andreae H.,1100A,,,,,Vera,GREAT WINTERHOEK MTS,[Specification for georeferencing is used from a specimen with the same collection number HA1100 &HA1100B],0,0,,Tulbagh,WC,3319AA,501-2000m,-33.114938,33,6,54,S,19.160482,19,9,38,E,,FALSE,PRE0072896-0,,,
8006597,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.140047,19.143264,Boucher C.,1993,,29,10,1972,Vera,GROOT WINTERHOEK MTS; PORTERVILLE; GROOT WINTERHOEK FARM,,0,0,,Tulbagh,WC,3319AA,>10000m,-33.140047,33,8,24,S,19.143264,19,8,36,E,,FALSE,PRE0240773-0,,,
8006601,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.508835,19.110999,Esterhuysen E.E.,28344,,25,10,1959,Vera,PAARL DIST.; BAINS KLOOF MTS.; BAILEYS PEAK,,0,0,,WELLINGTON - TULBAGH - WORCESTER,WC,3319CA,501-2000m,-33.508835,33,30,32,S,19.110999,19,6,40,E,,FALSE,PRE0644668-0,,,
8006602,RESTIONACEAE,Elegia hutchinsonii Pillans ,-32.96055556,19.06166667,Helme N.A.,2833,,17,9,2003,Vera,"Piketberg. Groot Winterhoek area; border of Pampoenfontein and Zuurvlakte Farms; S of Berghof house.  32°57'38""S; 19°03'42""E.",Fynbos biome. Moderate; mountain slope. Moist/damp; sandy; rocky soil. Sandstone. Full sun. N aspect. No biotic effect seen. Graminoid. Bilobed stigma cream-pale brown. Flowers and fruit present. Plant height 0.6 m. Fairly common amongst TMS rocks; often ,900,0,m,Piketberg,WC,3219CC,GPS,-32.96055556,32,57,38,S,19.06166667,19,3,42,E,,FALSE,NBG0197435-0,,,
8006605,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.345559,19.098247,Stokoe T.P.,1434,,,8,1927,Vera,Tulbagh Dist. Mountains near Tulbagh Waterfalls.,,1000,0,ft,TULBAGH,WC,3319AC,501-2000m,-33.345559,33,20,44,S,19.098247,19,5,54,E,,FALSE,NBG0197329-2,,,
8006604,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.345559,19.098247,Stokoe T.P.,1434,,,8,1927,Vera,Tulbagh Dist. Mountains near Tulbagh Waterfalls.,,1000,0,ft,TULBAGH,WC,3319AC,501-2000m,-33.345559,33,20,44,S,19.098247,19,5,54,E,,FALSE,NBG0197329-1,,,
8006598,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.345909,19.098375,Esterhuysen E.E.,30801,,18,10,1964,Vera,TULBAGH DIST.; ON SLOPES ABOVE THE VALLEY ABOVE TULBAGH WATERFALL,NE aspect,0,0,,TULBAGH,WC,3319AC,501-2000m,-33.345909,33,20,45,S,19.098375,19,5,54,E,,FALSE,PRE0639911-0,,,
8006606,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.345559,19.098247,Stokoe T.P.,1434,,,8,1927,Vera,TULBAGH DIV.; TULBAGH WATERFALL; NEAR TULBAGH WATERFALLS,,0,0,,TULBAGH,WC,3319AC,501-2000m,-33.345559,33,20,44,S,19.098247,19,5,54,E,,FALSE,PRE0072895-0,,,
8006608,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.511289,19.119375,Taylor H.C.,5958,,27,9,1964,Vera,WORCESTER DIV.; STEENBOKSBERG; NE. SLOPE,NE aspect,3500,0,ft,WORCESTER,WC,3319CA,2001-5000m,-33.511289,33,30,41,S,19.119375,19,7,10,E,,FALSE,PRE0752903-0,,,
8006607,RESTIONACEAE,Elegia hutchinsonii Pillans ,-33.511289,19.119375,Taylor H.C.,5958,,27,9,1964,Vera,WORCESTER DIV.; STEENBOKSBERG; NE. SLOPE,NE aspect,3500,0,ft,WORCESTER,WC,3319CA,2001-5000m,-33.511289,33,30,41,S,19.119375,19,7,10,E,,FALSE,PRE0072892-0,,,
8006612,RESTIONACEAE,Elegia intermedia (Steud.) Pillans ,-34.036974,18.988104,Esterhuysen E.E.,12496,,30,12,1945,Vera,CALEDON DIST.; SOMERSET SNEEUKOP; GULLY ON SE. SIDE ON SHALE BAND,,0,0,,Caledon - Somerset West,WC,3418BB,<500m,-34.036974,34,2,13,S,18.988104,18,59,17,E,,FALSE,PRE0073005-0,,,
8006613,RESTIONACEAE,Elegia intermedia (Steud.) Pillans ,-33.967195,18.973233,Kruger F.J.,295,,,12,1966,Vera,JONKERSHOEK; DWARSBERG; DISA VLEI,,0,0,,Stellenbosch,WC,3318DD,501-2000m,-33.967195,33,58,2,S,18.973233,18,58,24,E,,FALSE,PRE0071331-0,,,
8006609,RESTIONACEAE,Elegia intermedia (Steud.) Pillans ,-34.270972,18.922914,Boucher C.,1335,,8,7,1970,Vera,KOGELBERG FOR. RES.; SPINNEKOP RANGE,,0,0,,Caledon,WC,3418BD,2001-5000m,-34.270972,34,16,15,S,18.922914,18,55,22,E,,FALSE,PRE0475186-0,,,
8006616,RESTIONACEAE,Elegia intermedia (Steud.) Pillans ,-34.249479,18.889435,Stokoe T.P.,  SAM 9522,,,11,1944,Vera,KOGELBERG; CALEDON DIST.,,0,0,,Caledon,WC,3418BB,2001-5000m,-34.249479,34,14,58,S,18.889435,18,53,22,E,,FALSE,PRE0240769-0,,,
8006611,RESTIONACEAE,Elegia intermedia (Steud.) Pillans ,-33.691528,19.10272,Esterhuysen E.E.,31861,,7,1,1968,Vera,PAARL DIV.; DU TOITS KLOOF; SUURVLAKTE. MARSHY SPOT WHERE SMALL STREAM BEGINS IN WINTER.,Marshy spot where small stream begins in winter. [Altitude at the marshy spot is higher.],3000,0,ft,PAARL,WC,3319CA,501-2000m,-33.691528,33,41,30,S,19.10272,19,6,10,E,,FALSE,PRE0238974-0,,,
8006614,RESTIONACEAE,Elegia intermedia (Steud.) Pillans ,-33.9645,18.414989,Marloth H.W.R.,3196,,,12,1903,Vera,TABLE MT.,,0,0,,CAPE,WC,3318CD,2001-5000m,-33.9645,33,57,52,S,18.414989,18,24,54,E,,FALSE,PRE0073003-0,,,
8006615,RESTIONACEAE,Elegia intermedia (Steud.) Pillans ,-33.96611,18.42528,Marloth H.W.R.,3121,,,5,1903,Vera,TABLE MT.; SUMMIT,,0,0,,CAPE,WC,3318CD,501-2000m,-33.96611,33,57,58,S,18.42528,18,25,31,E,,FALSE,PRE0073002-0,,,
8006610,RESTIONACEAE,Elegia intermedia (Steud.) Pillans ,-33.96611,18.42528,Ecklon C.F.,836,,,11,,Vera,TABLE MT.; TOP OF MT.,,0,0,,CAPE,WC,3318CD,501-2000m,-33.96611,33,57,58,S,18.42528,18,25,31,E,,FALSE,PRE0070185-0,,,
8006618,RESTIONACEAE,Elegia juncea L. ,,,Alexander-Prior R.C., PRE 37246,,,,,Vera-empty,[Without locality.],,0,0,,,,,,,,,,,,,,,,,FALSE,PRE0072989-0,,,
8006690,RESTIONACEAE,Elegia juncea L. ,-34.609145,19.906999,Stirton C.H.,8244,,21,11,1980,Vera,17 KM FROM ELIM TO BREDASDORP,,0,0,,Bredasdorp,WC,3419DB,<500m,-34.609145,34,36,33,S,19.906999,19,54,25,E,,FALSE,PRE0664230-0,,,
8006638,RESTIONACEAE,Elegia juncea L. ,-33.340233,26.474194,Cheadle V.I.,708,,25,5,1960,Vera,ALBANY DIV.; GRAHAMSTOWN; HOWIESONS POORT AT OSMUNDA KLOOF,,0,0,,Albany,EC,3326AD,2001-5000m,-33.340233,33,20,25,S,26.474194,26,28,27,E,,FALSE,PRE0072950-0,,,
8006667,RESTIONACEAE,Elegia juncea L. ,-33.563402,19.147156,Ihlenfeldt H.-D.,1001,,5,10,1961,Vera,BAINSKLOOF,,0,0,,Wellington - Worcester,WC,3319CA,5001-10000m,-33.563402,33,33,48,S,19.147156,19,8,50,E,,FALSE,PRE0071556-0,,,
8006668,RESTIONACEAE,Elegia juncea L. ,-34.371954,20.500167,Innes M.C., PRE 60109,,,,1982,Vera,BREDASDORP DIST.; 3 KM WEST OF POTBERG. CULTIVATED: PNBG 25814A.,,0,0,,Bredasdorp,WC,3420BC,<500m,-34.371954,34,22,19,S,20.500167,20,30,1,E,,FALSE,PRE0657565-0,,,
