Barcode,Family,Scientific_Name,Latitude_Decimal,Longitude_Decimal,Collector,Collectors_Number,Collection_Date,CollectionDay,CollectionMonth,CollectionYear,Voucher,Locality,Habitat_Comments,AltitudeFrom,AltitudeMax,AltitudeUnits,District,Province,Grid,Reference_Accuracy,Latitude_Decimal2,Latitude,txtLatitudeMinutes,txtLatitudeSeconds,Direction,Longitude_Decimal2,Longitude,txtLongitudeMinutes,txtLongitudeSeconds,LogitudeDirection,Herb_Number,Type,PRECI_Number,Det,Source_File,Date_Captured
8002459,Asteraceae,Arctotis fastuosa Jacq. ,-31.46888889,19.07416667,Pretorius W.A.J.,284,,14,9,1995,Vera,"Nieuwoudtville. Oorlogskloof Nature Reserve; 15km SSW of Nieuwoudtville. 31° 28"" 8' S; 19° 4"" 27' E.  ",Hill. Well-drained; grey-brown loamy gravel. Aspect: E. Gentle slope. Acocks Veld Type 69. Fynbos. Ephemeral erect herb. Flowers yellow; 0.25m tall. Local abundant.,619,0,m,Calvinia,NC,3119AC,GPS,-31.46888889,31,28,8,S,19.07416667,19,4,27,E,,FALSE,NBG0172401-0,,,
8002460,Asteraceae,Arctotis fastuosa Jacq. ,-31.496075,19.114088,Pretorius W.A.J.,284,,14,9,1995,Vera,Oorlogskloof Nature Reserve. 15 km SSW of Nieuwoudtville.,Grid Q14; hill; well-drained; grey-brown loamy gravel; E aspect; gentle slope; Acock's Veld Type 69; fynbos vegetation; disturbance none; local abundant; ephemeral erect herb; flower colour: yellow; fruit colour: no fruit; plant height: 0.25 m. no bioeffe,619,0,m,Calvinia,NC,3119AC,2001-5000m,-31.496075,31,29,46,S,19.114088,19,6,51,E,,FALSE,PRE0570206-0,,,
8002461,Asteraceae,Arctotis fastuosa Jacq. ,-31.496075,19.114088,Pretorius W.A.J.,284,,14,9,1995,Vera,Oorlogskloof Nature Reserve. 15 km SSW of Nieuwoudtville.,Grid Q14; hill; well-drained; grey-brown loamy gravel; E aspect; gentle slope; Acock's Veld Type 69; fynbos vegetation; disturbance none; local abundant; ephemeral erect herb; flower colour: yellow; fruit colour: no fruit; plant height: 0.25 m. no bioeffe,619,0,m,Calvinia,NC,3119AC,2001-5000m,-31.496075,31,29,46,S,19.114088,19,6,51,E,,FALSE,NBG0168993-0,,,
8002475,Asteraceae,Arctotis fastuosa Jacq. ,-31.791169,19.823209,Thompson M.F.,2482,,20,8,1975,Vera,ROGGEVELD MTS.; VONDELINGFONTEIN; E. OF ESCARPMENT IN KLOOF,,0,0,,CALVINIA,NC,3119DD,2001-5000m,-31.791169,31,47,28,S,19.823209,19,49,24,E,,FALSE,PRE0470169-0,,,
8002466,Asteraceae,Arctotis fastuosa Jacq. ,-31.369976,18.694608,Schlechter F.R.R.,8135,,17,7,1896,Vera,SOUT RIVER,,0,0,,Van Rhynsdorp,WC,3118BC,>10000m,-31.369976,31,22,12,S,18.694608,18,41,41,E,,FALSE,PRE0229680-0,,,
8002477,Asteraceae,Arctotis fastuosa Jacq. ,-29.512841,17.854968,Van der Schijff H.P. & Schweickerdt H.G.W.J.,5737,,17,7,1961,Vera,SPRINGBOK DIST.; O'OKIEP; 5 MI. N. VAN OKIEP,,0,0,,Namaqualand,NC,2917DB,501-2000m,-29.512841,29,30,46,S,17.854968,17,51,18,E,,FALSE,PRE0229694-0,,,
8002476,Asteraceae,Arctotis fastuosa Jacq. ,-29.512841,17.854968,Van der Schijff H.P. & Schweickerdt H.G.W.J.,5737,,17,7,1961,Vera,SPRINGBOK DIST.; O'OKIEP; 5 MI. N. VAN OKIEP,,0,0,,Namaqualand,NC,2917DB,501-2000m,-29.512841,29,30,46,S,17.854968,17,51,18,E,,FALSE,PRE0229694-0,,,
8002473,Asteraceae,Arctotis fastuosa Jacq. ,-29.21884,17.643438,Theron G.C.,1270,,27,8,1952,Vera,SPRINGBOK DIST.; STEINKOPF; 6 MI. W. OF STEINKOPF,,0,0,,Namaqualand,NC,2917BA,<500m,-29.21884,29,13,8,S,17.643438,17,38,36,E,,FALSE,PRE0229690-0,,,
8002439,Asteraceae,Arctotis fastuosa Jacq. ,-32.38611111,19.88777778,Koekemoer M.,3131,,31,7,2006,Vera,Tankwa Guest Farm. Near hunter's hut in dry sandy river course. (16 m GPS accuracy).,No slope. no bioeffect seen,353,0,m,Ceres,WC,3219BD,501-2000m,-32.38611111,32,23,10,S,19.88777778,19,53,16,E,,FALSE,PRE0757953-0,,,
8002423,Asteraceae,Arctotis fastuosa Jacq. ,-32.25361111,19.89,Bester S.P.,7191,,9,8,2006,Vera,Tankwa Karoo National Park. Farm: Potkly Berg East. Eastern side of footslopes of Pramberg.,Biome: Succulent Karoo. Vegetation type: Lowland Succulent Karoo. Rays with black central spot at base. Disc flowers orange (open) and black (when closed). no bioeffect seen. W aspect,421,0,m,Calvinia,NC,3219BD,501-2000m,-32.25361111,32,15,13,S,19.89,19,53,24,E,,FALSE,PRE0757631-0,,,
8002438,Asteraceae,Arctotis fastuosa Jacq. ,-32.21083333,19.78416667,Koekemoer M.,3155,,3,8,2006,Vera,Tankwa Karoo National Park. Ridges and drainage areas on gravel plain W of Leeuberg and S of pan. (12 m GPS accuracy).,No slope. Abundant in drainage lines. no bioeffect seen,372,0,m,,NC,3219BB,,-32.21083333,32,12,39,S,19.78416667,19,47,3,E,,FALSE,PRE0757968-0,,,
8002462,Asteraceae,Arctotis fastuosa Jacq. ,-32.10138889,20.13,Rampho E.T.,386,,5,8,2006,Vera,"Tankwa Karoo National Park. Top of Gannaga Pass. 32°06'05.3""S; 20°07'48.1""E",Gentle slope. Annual herb. Plant height: 50-60cm. Flower colour: orange ray florets with a dark brown blotch at the base; disc florets are black.disturbed-other,1171,0,m,Calvinia,NC,3220AA,GPS,-32.10138889,32,6,5,S,20.13,20,7,48,E,,FALSE,PRE0760695-0,,,
8002464,Asteraceae,Arctotis fastuosa Jacq. ,-32.37777778,20.01638889,Rösch H.,354,,11,7,2006,Vera,"Tanqua Karoo.  S of Tankwa National Park on Middelpos-Ceres road. (after Platfontein turnoff). Farm no. 10 (1: 250000 topocadastral map). 32°22'39.6"" S; 20°00'58.9"" E.  ",Karoo vegetation.  Gully.  Well-drained; grey-brown; sandy loam; gravel soil.  Shale chips on soil surface.  Acocks Veld Type: 31.  Roadside.  SW aspect.  Gentle slope.  Widespread; occasional.  Annual; prostrate; herb.  Orange flowers.  No fruit.  Plant ,390,0,m,Ceres,NC,3220AC,GPS,-32.37777778,32,22,40,S,20.01638889,20,0,59,E,,FALSE,NBG0209237-0,,,
8002434,Asteraceae,Arctotis fastuosa Jacq. ,-31.756433,18.648256,Goldblatt P.,2342,,16,8,1974,Vera,VAN RHYNSDORP DIV.; KLAWER; N. OF KLAWER,grazed,0,0,,VAN RHYNSDORP,WC,3118DC,2001-5000m,-31.756433,31,45,23,S,18.648256,18,38,54,E,,FALSE,PRE0359583-0,,,
8002416,Asteraceae,Arctotis fastuosa Jacq. ,-33.797447,20.102739,Barker W.F.,8271,,11,7,1954,Vera,W of Montagu. ,Bright yellow.,0,0,,Montagu,WC,3320CC,2001-5000m,-33.797447,33,47,51,S,20.102739,20,6,10,E,,FALSE,NBG0037682-1,,,
8002417,Asteraceae,Arctotis fastuosa Jacq. ,-33.797447,20.102739,Barker W.F.,8271,,11,7,1954,Vera,W of Montagu. ,Bright yellow.,0,0,,Montagu,WC,3320CC,2001-5000m,-33.797447,33,47,51,S,20.102739,20,6,10,E,,FALSE,NBG0037682-2,,,
8002418,Asteraceae,Arctotis fastuosa Jacq. ,-33.797447,20.102739,Barker W.F.,8271,,11,7,1954,Vera,W of Montagu. ,Bright yellow.,0,0,,Montagu,WC,3320CC,2001-5000m,-33.797447,33,47,51,S,20.102739,20,6,10,E,,FALSE,NBG0037682-0,,,
8002432,Asteraceae,Arctotis fastuosa Jacq. ,0,0,Drège J.F.,2742,,,,1835,Vera,ZWISCHEN KOUSE UND GARIP,,0,0,,,NC,,,0,0,0,0,S,0,0,0,0,E,,FALSE,PRE0229666-0,,,
8002483,Asteraceae,Arctotis flaccida Jacq. ,-31.36079,17.93234,Desmet P.G,3575,,,8,2002,Vera,Namaqualand Sandveld.  Koekenaap; coast between Olifants River and Brand se Baai.  Lat.: 31.36079; Long.: 17.93234.,Short to medium Strandveld. Aeolian. Sandy; red soil. Undulating; shallow soil over dorbank; exposed in depressions.,0,0,,Vredendal,WC,3117BD,GPS,-31.36079,31,21,39,S,17.93234,17,55,56,E,,FALSE,NBG0200439-0,,,
8002542,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.203428,18.468985,Marsh J.A.,441,,25,8,1967,Vera,33.8 MI. FROM VAN RHYNSDORP TO BITTERFONTEIN ON HILLS,roadside/railwayside,0,0,,Van Rhynsdorp,WC,3118AB,<500m,-31.203428,31,12,12,S,18.468985,18,28,8,E,,FALSE,PRE0236050-0,,,
8002520,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.312789,19.367098,Koekemoer M.,2715,,23,8,2004,Vera,Along the Rondekop road between Nieuwoudtville and Calvinia via Groothoek & Naresie; near river.,,565,0,m,Calvinia,NC,3119AD,2001-5000m,-31.312789,31,18,46,S,19.367098,19,22,2,E,,FALSE,PRE0592375-0,,,
8002539,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,0,,Marloth H.W.R.,7923,,,10,1916,Vera,BOKKEVELD,[Wide area for point georeferencing],0,0,,,WC,,,0,,,,S,,,,,E,,FALSE,PRE0214743-0,,,
8002536,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.375071,19.112059,Marloth H.W.R.,7651,,,10,1916,Vera,BOKKEVELD; NIEUWOUDTVILLE,,0,0,,CALVINIA,NC,3119AC,5001-10000m,-31.375071,31,22,30,S,19.112059,19,6,43,E,,FALSE,PRE0214742-0,,,
8002532,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,0,0,Marloth H.W.R.,10483,,,9,1921,Vera,CALVINIA DIV.; CALVINIA PASS; FOOT OF CALVINIA PASS TO KARROO,[Specific locality not found],0,0,,,NC,,,0,0,0,0,S,0,0,0,0,E,,FALSE,PRE0214674-0,,,
8002508,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.461512,19.952084,Galpin E.E.,12930,,12,5,1934,Vera,CALVINIA DIV.; DAWNES STA.; 2 MI. N. OF DAWNES STA.,,0,0,,Calvinia,NC,3119BD,<500m,-31.461512,31,27,41,S,19.952084,19,57,8,E,,FALSE,PRE0214741-0,,,
8002531,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.634047,19.680419,Marloth H.W.R.,12810,,5,9,1926,Vera,CALVINIA DIV.; DRIEFONTEIN; VOOR HANTAM,,0,0,,Calvinia,NC,3119DA,5001-10000m,-31.634047,31,38,3,S,19.680419,19,40,50,E,,FALSE,PRE0214672-0,,,
8002530,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.250725,19.714666,Marloth H.W.R.,10214,,,8,1921,Vera,CALVINIA DIV.; GREAT TOREN RIVER VA; AGTER HANTAM,,0,0,,Calvinia,NC,3119BC,5001-10000m,-31.250725,31,15,3,S,19.714666,19,42,53,E,,FALSE,PRE0214671-0,,,
8002509,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.359654,19.143771,Galpin E.E.,11165,,18,11,1930,Vera,CALVINIA DIV.; NIEUWOUDTVILLE; TOP OF KOPJE,,0,0,,Calvinia,NC,3119AC,<500m,-31.359654,31,21,35,S,19.143771,19,8,38,E,,FALSE,PRE0214684-0,,,
8002514,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.55182,19.726058,Hanekom W.J.,2422,,9,9,1974,Vera,CALVINIA; KAREEBOOMFONTEIN; W. VAN REBUNIE,disturbed-other,0,0,,Calvinia,NC,3119DA,5001-10000m,-31.55182,31,33,7,S,19.726058,19,43,34,E,,FALSE,PRE0214677-0,,,
8002498,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.790553,18.54782,Compton R.H.,13420,,31,8,1942,Vera,CAPE DIV.; DIEPRIVIER; MALMESBURY RD.,roadside/railwayside,0,0,,Cape,WC,3318DC,<500m,-33.790553,33,47,26,S,18.54782,18,32,52,E,,FALSE,PRE0214688-0,,,
8002552,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.805262,18.370911,Walgate M.M.,630,,6,10,1943,Vera,Cape Town. Robben Island.,Flowers orange.,0,0,,Cape,WC,3318CD,501-2000m,-33.805262,33,48,19,S,18.370911,18,22,15,E,,FALSE,NBG0033979-0,,,
8002518,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.472044,18.385071,Hugo L.,2426,,,7,1980,Vera,CAPE TOWN; DARLING; MODDERRIVIER: SOUTH WEST OF DARLING ALONG NEW NATIONAL ROAD.,,0,0,,Malmesbury,WC,3318AD,2001-5000m,-33.472044,33,28,19,S,18.385071,18,23,6,E,,FALSE,PRE0604073-0,,,
8002537,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.215991,19.717136,Marloth H.W.R.,8844,,,10,1919,Vera,CERES DIV.; KAROOPOORT,,0,0,,CERES,WC,3319BA,5001-10000m,-33.215991,33,12,58,S,19.717136,19,43,2,E,,FALSE,PRE0214673-0,,,
8002538,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.215991,19.717136,Marloth H.W.R.,8844,,,10,1919,Vera,CERES DIV.; KAROOPOORT,,0,0,,CERES,WC,3319BA,5001-10000m,-33.215991,33,12,58,S,19.717136,19,43,2,E,,FALSE,PRE0214675-0,,,
8002487,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-32.029954,18.571729,Barker W.F.,8546,,3,9,1955,Vera,Clanwilliam Div. Vredendal road from Graafwater.,Flowers orange with or without markings.,0,0,,Clanwilliam,WC,3218BA,>10000m,-32.029954,32,1,48,S,18.571729,18,34,18,E,,FALSE,NBG0037673-0,,,
8002553,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.918554,18.713441,Wilman A.M.,906,,7,9,1949,Vera,CLANWILLIAM DIV.; DOORN RIVER; 4 MI. S. OF DOORN RIVER BETW. CLANWILLIAM AND KLAVER,,0,0,,Clanwilliam,WC,3118DC,<500m,-31.918554,31,55,7,S,18.713441,18,42,48,E,,FALSE,PRE0214680-0,,,
8002499,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.97139,19.23528,Compton R.H.,20916,,4,9,1948,Vera,CLANWILLIAM DIV.; DOORNBOSCH,,0,0,,CLANWILLIAM,WC,3119CC,5001-10000m,-31.97139,31,58,17,S,19.23528,19,14,7,E,,FALSE,PRE0214676-0,,,
8002524,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-32.407157,18.733861,Leipoldt C.L.,3294,,,9,1940,Vera,Clanwilliam Division. Sandveld; between Greys Pass and Graafwater.,,0,0,,Clanwilliam,WC,3218BC,>10000m,-32.407157,32,24,26,S,18.733861,18,44,2,E,,FALSE,120233,,,
8002543,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.869769,18.683604,Mathews J.W.,s.n.,,,10,1931,Vera,Clanwilliam Divison. Sand banks near Doorn River Bridge.,Growing with yellow rayed form. Rays orange-yellow with a purple patch near base.,0,0,,Clanwilliam,WC,3118DC,501-2000m,-31.869769,31,52,11,S,18.683604,18,41,1,E,,FALSE,120234,,,
8002501,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-32.016248,18.310476,Compton R.H.,24185,,6,9,1953,Vera,Clanwilliam. Otterdam.,Flowers yellow.,0,0,,Clanwilliam,WC,3218AB,501-2000m,-32.016248,32,0,58,S,18.310476,18,18,38,E,,FALSE,NBG0037675-0,,,
8002526,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.459495,18.486917,Liebenberg L.C.C.,8319,,,9,1976,Vera,DARLING; PAPKUILSFONTEIN,,0,0,,MALMESBURY,WC,3318AD,2001-5000m,-33.459495,33,27,34,S,18.486917,18,29,13,E,,FALSE,PRE0483835-0,,,
8002527,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.324383,18.333716,Liebenberg L.C.C.,8290,,,9,1976,Vera,DARLING; PLATTEKLIP,,0,0,,MALMESBURY,WC,3318AD,2001-5000m,-33.324383,33,19,28,S,18.333716,18,20,1,E,,FALSE,PRE0483836-0,,,
8002510,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.405707,20.134036,Glen H.F.,1531,,11,9,1985,Vera,DE BRON FARM; C 18 KM ESE TOUWS RIVER. FLATS NEAR DRY R.,disturbed-other,0,0,,Worcester,WC,3320AC,2001-5000m,-33.405707,33,24,21,S,20.134036,20,8,3,E,,FALSE,PRE0705514-0,,,
8002496,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-34.455941,20.398239,Burgers C.J.,2146,,3,8,1979,Vera,De Hoop. Potberg. De Hoop near bungalows.,Disturbed sandy loam soils over limestone. Herbaceous annual. Flowers orange. Only a few plants. .,0,0,,Bredasdorp,WC,3420AD,501-2000m,-34.455941,34,27,21,S,20.398239,20,23,54,E,,FALSE,NBG0168924-0,,,
8002495,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-34.457549,20.399251,Burgers C.J.,2146,,3,8,1979,Vera,DE HOOP; POTBERG NAT.RES.; DE HOOP; NEAR BUNGALOWS,disturbed-other,0,0,,Bredasdorp,WC,3420AD,501-2000m,-34.457549,34,27,27,S,20.399251,20,23,57,E,,FALSE,PRE0613687-0,,,
8002500,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.973024,19.228278,Compton R.H.,11488,,29,8,1971,Vera,DOORNBOSCH,,0,0,,Clanwilliam,WC,3119CC,2001-5000m,-31.973024,31,58,23,S,19.228278,19,13,42,E,,FALSE,PRE0471071-0,,,
8002519,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.773013,20.050126,Hutchinson J.,732,,10,10,1928,Vera,ELANDSFONTEIN,,0,0,,Calvinia,NC,3120CC,2001-5000m,-31.773013,31,46,23,S,20.050126,20,3,0,E,,FALSE,PRE0214678-0,,,
8002551,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.72328,18.737546,Van Zyl L.,3118,,15,9,1982,Vera,Farm Spieka; SE of Klipheuwel.,Sandy patches on rocky outcrops of Klipheuwel formation. Occasional; annuals. Rays orange; disc dark.,250,0,ft,Bellville,WC,3318DA,501-2000m,-33.72328,33,43,24,S,18.737546,18,44,15,E,,FALSE,NBG0193263-0,,,
8002534,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.227394,20.582669,Marloth H.W.R.,9589,,,10,1920,Vera,KAROO; MATJESFONTEIN; DWARS IN DE WEG,,0,0,,Laingsburg,WC,3320BA,501-2000m,-33.227394,33,13,39,S,20.582669,20,34,58,E,,FALSE,PRE0214685-0,,,
8002486,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.775052,18.621663,Andreae H.,417,,30,7,1920,Vera,KLAVER,,0,0,,VAN RHYNSDORP,WC,3118DC,2001-5000m,-31.775052,31,46,30,S,18.621663,18,37,18,E,,FALSE,PRE0214746-0,,,
8002506,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,0,0,Dept. Agriculture ,4,,24,8,1927,Vera,KLAVER DIST.; SPES BONA FRIEDEN FARM,disturbed-other,0,0,,,CP,,,0,0,0,0,S,0,0,0,0,E,,FALSE,PRE0214681-0,,,
8002550,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.722577,18.739281,Van Zyl L.,3118,,15,9,1982,Vera,KLIPHEUWEL; FARM SPIEKA; SE OF KLIPHEUWEL,,0,0,,Bellville,WC,3318DA,<500m,-33.722577,33,43,21,S,18.739281,18,44,21,E,,FALSE,PRE0642742-0,,,
8002533,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-30.092808,17.906821,Marloth H.W.R.,6710,,,8,1925,Vera,LITTLE NAMAQUALAND; GARIES-O'OKIEP,,0,0,,Namaqualand,NC,3017BB,>10000m,-30.092808,30,5,34,S,17.906821,17,54,25,E,,FALSE,PRE0214683-0,,,
8002513,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.012852,17.945256,Hall H.,737,,23,8,1953,Vera,Malmesbury. Saldanha.,White.,0,0,,Vredenburg,WC,3317BB,2001-5000m,-33.012852,33,0,46,S,17.945256,17,56,43,E,,FALSE,NBG0037680-0,,,
8002512,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.012852,17.945256,Hall H.,738,,23,8,1953,Vera,Malmesbury. Saldanha.,Flowers orange.,0,0,,Vredenburg,WC,3317BB,2001-5000m,-33.012852,33,0,46,S,17.945256,17,56,43,E,,FALSE,NBG0037678-0,,,
8002503,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-32.919362,17.981142,Compton R.H.,15907,,1,9,1944,Vera,Malmesbury. Witklip. ,Rays white; dics dark.,0,0,,Malmesbury,WC,3217DD,501-2000m,-32.919362,32,55,10,S,17.981142,17,58,52,E,,FALSE,NBG0034010-0,,,
8002516,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.174291,18.232103,Hilton-Taylor C.,1233,,28,8,1986,Vera,Meerhofkasteel Farm. 15km West of Nuwerus.,Gentle slope covered in Succulent Karoo close to Namaqualand Broken Veld. ESE - aspect. Achene with long dorsal cavity.,300,0,m,Van Rhynsdorp,WC,3118AA,501-2000m,-31.174291,31,10,27,S,18.232103,18,13,56,E,,FALSE,PRE0567057-0,,,
8002515,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.034284,18.67522,Helme N.A.,2141,,31,8,2001,Vera,Mooreesburg. Lower N slopes Swartberg; SW Hoogelegen; about 8 km N Mooreesburg. ,Renosterveld. Hill slope. Well-drained; loam soil. Shale. Full sun. Gentle slope. NE aspect. No disturbance seen. Herb. Annual. Orange rays with black marks. Plant height 0.3 m. Fairly common in veld > 20 years old.,150,0,m,Moorreesburg,WC,3318BA,501-2000m,-33.034284,33,2,3,S,18.67522,18,40,31,E,,FALSE,NBG0185175-0,,,
8002545,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-30.39156,17.508961,Pillans N.S.,18130,,,10,1924,Vera,Namaqualand. South of Walle Kraal.,Rare on sandy ridges Rays orange florets purple brown.,0,0,,Namaqualand,NC,3017BC,<500m,-30.39156,30,23,30,S,17.508961,17,30,32,E,,FALSE,120237,,,
8002511,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-29.571053,17.515676,Grant A.L.,4764,,21,9,1929,Vera,NAMAQUALAND; ZOUT RIVER,,0,0,,Namaqualand,NC,2917DA,2001-5000m,-29.571053,29,34,16,S,17.515676,17,30,56,E,,FALSE,PRE0485417-0,,,
8002490,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.157138,18.669817,Bolus H.,s.n.,,,,1902,Vera,Near Moorreesburg. Altitude ca 500 ft.,,500,0,ft,Moorreesburg,WC,3318BA,5001-10000m,-33.157138,33,9,26,S,18.669817,18,40,11,E,,FALSE,120236,,,
8002522,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-31.375071,19.112059,Lavis M.G., PRE 44312,,,,1930,Vera,NIEUWOUDTVILLE,,0,0,,CALVINIA,NC,3119AC,5001-10000m,-31.375071,31,22,30,S,19.112059,19,6,43,E,,FALSE,PRE0214689-0,,,
8002548,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-32.623767,18.93992,Schlechter F.R.R.,10759,,6,8,1897,Vera,On hill near Piquenierskloof.,,0,0,,Piketberg,WC,3218DB,5001-10000m,-32.623767,32,37,26,S,18.93992,18,56,24,E,,FALSE,120238,,,
8002525,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.909576,18.474092,Levyns M.R.B.,5154,,13,10,1935,Vera,Paarden Island.,Sand. Frequent.,0,0,,Cape,WC,3318CD,501-2000m,-33.909576,33,54,34,S,18.474092,18,28,27,E,,FALSE,118531,,,
8002504,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-32.309047,18.34437,Compton R.H.,15067,,30,9,1943,Vera,Piketberg. Elands Bay.,Flowers orange.,0,0,,Clanwilliam - Piketberg,WC,3218AD,501-2000m,-32.309047,32,18,33,S,18.34437,18,20,40,E,,FALSE,NBG0034011-0,,,
8002547,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.01804,18.994071,Schlechter F.R.R.,4893,,19,8,1894,Vera,PIQUETBERG DIST; PORTERVILLE,,0,0,,Piketberg,WC,3318BB,2001-5000m,-33.01804,33,1,5,S,18.994071,18,59,39,E,,FALSE,PRE0604627-0,,,
8002484,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-32.438213,18.348575,Acocks J.P.H.,24159,,14,10,1968,Vera,PIQUETBERG DIV.; 11 MI. S. OF ELANDSBAY CAUSEWAY,,0,0,,PIKETBERG,WC,3218AD,2001-5000m,-32.438213,32,26,18,S,18.348575,18,20,55,E,,FALSE,PRE0236058-0,,,
8002505,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-32.602405,18.691222,Compton R.H.,15043,,29,9,1943,Vera,PIQUETBERG DIV.; ANTONIES RIVER,,0,0,,PIKETBERG,WC,3218DA,>10000m,-32.602405,32,36,9,S,18.691222,18,41,28,E,,FALSE,PRE0214749-0,,,
8002497,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-32.310134,18.3454,Compton R.H.,15067,,30,9,1943,Vera,PIQUETBERG DIV.; ELANDS BAY,,0,0,,Piketberg,WC,3218AD,501-2000m,-32.310134,32,18,36,S,18.3454,18,20,43,E,,FALSE,PRE0214748-0,,,
8002554,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.016411,18.994425,Wilman A.M.,721,,11,9,1949,Vera,PIQUETBERG DIV.; PORTERVILLE; ON TULBAGH RD.,roadside/railwayside,0,0,,PIKETBERG,WC,3318BB,5001-10000m,-33.016411,33,0,59,S,18.994425,18,59,40,E,,FALSE,PRE0214679-0,,,
8002489,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.004985,17.943631,Bolus H.,12458,,,9,1905,Vera,Saldanha Bay. Near Hoetjies Bay. Altitude ca. 50 ft.,,50,0,ft,Vredenburg,WC,3317BB,501-2000m,-33.004985,33,0,18,S,17.943631,17,56,37,E,,FALSE,120235,,,
8002494,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-32.971472,17.935441,Boucher C.,6005,,11,11,1995,Vera,Saldanha-Vredenburg District. Oranjevlei Farm. Calcrete Ridge north-west of Prospect Hill. Near old lime quarry.,Acocks Veld Type: 34. Open shrubland vegetation. Summit. Level slope. Bedrock - limestone. Soil well-drained. Very rare. 0.05 m tall. Annual. Orange flowers. Sample site 1; in shallow sand.,90,0,m,Vredenburg,WC,3217DD,501-2000m,-32.971472,32,58,17,S,17.935441,17,56,8,E,,FALSE,NBG0169382-0,,,
8002493,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-32.959565,17.960606,Boucher C.,6590,,7,10,1999,Vera,Saldanha-Vredenburg road. Low calcrete hill east but adjacent to Gonnemanskraal Resort. ,Acocks Veld Type 34. Plant height 0.15m. Ridge. Well-drained; sandy soil. Gentle slope. Aspect: N. Limestone/Calcrete. Open shrubland. Scattered.,25,0,m,Vredenburg,WC,3217DD,5001-10000m,-32.959565,32,57,34,S,17.960606,17,57,38,E,,FALSE,NBG0193267-0,,,
8002528,Asteraceae,Arctotis hirsuta (Harv.) Beauverd ,-33.915807,18.38667,MacOwan P.,1908,,,9,1897,Vera,SEA POINT,,0,0,,CAPE,WC,3318CD,501-2000m,-33.915807,33,54,57,S,18.38667,18,23,12,E,,FALSE,PRE0214686-0,,,
