V's Barcoda,Precis Barcode,Casherb,Casno,Family,Clade,Scientific_Name,Taxon,Latitude Decimal,Longitude Decimal,Reference Acc,Number of localities,Plant life form ,Growth Form,Growth Form_Vn,Fire response trait,Fire response trait_Vn,,,,,,,,,,
8001539,NBG0181448-0,Null,Null,Poaceae,Ehrharta,Ehrharta melicoides Thunb. ,EhrhaMelic,-31.47555556,19.02666667,GPS,21,Perennial graminoid,Null,GRA,Resprouts but produces lots of seed,FS,,,,,,,,,,
8001538,NBG0172836-0,Null,Null,Poaceae,Ehrharta,Ehrharta melicoides Thunb. ,EhrhaMelic,-31.45527778,19.05833333,GPS,21,Perennial graminoid,Null,GRA,Resprouts but produces lots of seed,FS,,,,,,,,,,
8001543,PRE0651647-0,Null,Null,Poaceae,Ehrharta,Ehrharta melicoides Thunb. ,EhrhaMelic,-31.421621,19.001211,501-2000m,21,Perennial graminoid,Null,GRA,Resprouts but produces lots of seed,FS,,,,,,,,,,
8001527,NBG0128350-0,Null,Null,Poaceae,Ehrharta,Ehrharta melicoides Thunb. ,EhrhaMelic,-31.376035,19.018223,501-2000m,21,Perennial graminoid,Null,GRA,Resprouts but produces lots of seed,FS,,,,,,,,,,
8001541,PRE0610391-0,Null,Null,Poaceae,Ehrharta,Ehrharta melicoides Thunb. ,EhrhaMelic,-31.371417,19.016958,501-2000m,21,Perennial graminoid,Null,GRA,Resprouts but produces lots of seed,FS,,,,,,,,,,
8001540,PRE0539658-0,Null,Null,Poaceae,Ehrharta,Ehrharta melicoides Thunb. ,EhrhaMelic,-31.35,19.13333333,501-2000m,21,Perennial graminoid,Null,GRA,Resprouts but produces lots of seed,FS,,,,,,,,,,
8001658,PRE0651681-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.595439,19.604194,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001662,PRE0728711-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.591138,19.574274,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001672,PRE0794413-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.471673,19.779941,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001650,NBG0162658-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.410612,19.774316,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001671,PRE0794412-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.4073,19.174761,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001624,NBG0124078-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.401283,19.314693,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001667,PRE0775132-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.399023,19.300584,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001623,NBG0120088-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.390501,19.311357,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001635,NBG0161610-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.353915,18.902239,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001631,NBG0161604-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.35075,18.482991,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001669,PRE0775139-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.343635,19.297135,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001645,NBG0161628-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.337765,18.94088,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001582,NBG0161617-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.336054,19.000817,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001632,NBG0161605-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.335598,18.998105,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001648,NBG0162654-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.313509,18.951338,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001636,NBG0161611-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.291078,18.879059,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001677,PRE0818898-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.289341,18.938717,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001634,NBG0161609-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.26861,18.922569,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001656,PRE0616587-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.262537,18.46476,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001630,NBG0161601-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.260698,18.45691,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001573,NBG0195947-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.25722222,19.42,GPS,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001638,NBG0161616-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.245811,19.142655,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001642,NBG0161624-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.243654,18.853919,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001640,NBG0161623-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.233804,19.021873,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001644,NBG0161626-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.222932,18.404222,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001666,PRE0775108-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.190521,18.416661,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001639,NBG0161620-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.189786,18.421206,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001626,NBG0161553-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.158169,18.873164,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001665,PRE0775104-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.148793,18.929519,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001659,PRE0651685-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.126897,18.952493,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001651,NBG0199697-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.107263,19.375635,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001647,NBG0161636-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.101374,18.419107,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001633,NBG0161607-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.100556,18.973074,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001673,PRE0794432-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.096967,19.049217,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001620,NBG0079352-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.083509,18.36078,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001580,SAM0045846-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.068422,19.853069,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001675,PRE0818756-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.053632,18.385955,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001676,PRE0818757-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.05172,18.38587,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001674,PRE0818755-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.050276,18.386083,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001668,PRE0775138-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.04916,19.010382,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001581,NBG0079355-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.046064,18.390181,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001622,NBG0079356-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.036272,18.39304,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001661,PRE0700731-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.011291,19.708372,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001663,PRE0742574-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.008727,19.671939,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001612,PRE0633623-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.004181,18.962492,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001583,PRE0483319-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-34.001495,18.958971,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001576,NBG0079359-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.990363,18.420766,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001682,NBG0161602-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.988905,18.954761,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001605,NBG0161629-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.986945,18.969075,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001593,NBG0161594-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.983894,18.983185,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001604,NBG0161627-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.983302,18.985295,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001614,PRE0775100-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.973165,18.935289,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001611,PRE0539115-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.966206,18.378565,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001594,NBG0161595-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.959389,18.852333,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001609,NBG0166734-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.954202,18.893242,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001603,NBG0161622-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.952715,18.880838,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001592,NBG0161591-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.937069,18.729129,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001608,NBG0161634-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.935454,18.924035,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001606,NBG0161630-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.934111,18.829933,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001579,NBG0161633-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.907859,18.777847,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001613,PRE0767047-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.905493,25.205605,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001617,PRE0833995-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.815946,19.061241,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001597,NBG0161603-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.811192,19.06501,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001610,PRE0473888-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.80739,19.064054,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001607,NBG0161631-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.806604,19.065095,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001599,NBG0161608-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.80618,19.062037,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001596,NBG0161598-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.725922,23.166709,501-2000m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001577,NBG0161593-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.644723,21.497861,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8001680,NBG0079551-0,Null,Null,Poaceae,Ehrharta,Ehrharta ottonis Kunth ex Nees ,EhrhaOtton,-33.35194,19.10972,<500m,69,Perennial graminoid,"GRA,GEO",GRA,Resprouter,OR,,,,,,,,,,
8005121,NBG0161675-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-34.448022,20.764807,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005051,PRE0474385-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-34.357635,18.472309,<500m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005052,PRE0020016-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-34.346677,18.832021,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005048,PRE0020086-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-34.242188,18.985282,<500m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005106,PRE0238919-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-34.162222,19.139287,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005107,PRE0020084-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-34.158772,19.146977,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005088,PRE0020103-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-34.135327,19.061208,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005054,NBG0139284-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-34.099259,18.42345,<500m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005141,PRE0726923-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-34.009979,24.659089,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005150,NBG0161661-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.996351,20.481744,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005148,NBG0161678-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.992476,18.973952,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005116,NBG0161674-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.989746,20.457631,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005066,PRE0616589-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.985356,18.433395,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005149,PRE0105555-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.984849,20.482731,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005080,PRE0020008-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.981758,18.428155,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005079,PRE0020097-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.978399,18.430396,<500m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005047,NBG0161660-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.969355,19.502607,<500m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005098,PRE0774580-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.968056,19.502181,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005091,NBG0161668-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.961738,18.917409,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005129,PRE0020100-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.960767,18.379045,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005100,PRE0774593-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.953522,20.702747,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005099,PRE0775163-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.942408,19.522356,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005061,PRE0728338-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.935599,19.163908,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005154,PRE0020013-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.935454,18.924035,<500m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005073,PRE0651696-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.919298,21.738995,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005102,PRE0774606-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.918151,21.738859,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005090,NBG0161664-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.91611111,22.4175,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005138,PRE0685359-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.907197,19.152738,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005045,PRE0238720-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.905679,19.155971,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005157,PRE0020015-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.905493,25.205605,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005104,PRE0774563-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.879958,22.027112,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005085,PRE0020098-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.85424,19.188424,<500m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005140,PRE0727020-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.828681,23.186249,<500m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005134,PRE0608769-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.805525,19.434988,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005077,PRE0020087-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.767058,19.08679,501-2000m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
8005074,PRE0063736-0,Null,Null,Poaceae,Ehrharta,Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ,EhrhaRamos,-33.677134,23.147873,<500m,98,Perennial graminoid,GEO,"GRA,GEO",FSS,FS,,,,,,,,,,
