V's Barcoda,Precis Barcode,Casherb,Casno,Family,Clade,Scientific_Name,Taxon,Latitude Decimal,Longitude Decimal,Reference Acc,Number of localities,Plant life form ,Growth Form,Growth Form_Vn,Fire response trait,Fire response trait_Vn,,,,,,,,,,
8007457,PRE0075376-0,Null,Null,Restionaceae,Restio,Thamnochortus gracilis Mast. ,ThamnGraci,-33.993095,18.411003,501-2000m,20,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007456,PRE0644024-0,Null,Null,Restionaceae,Restio,Thamnochortus gracilis Mast. ,ThamnGraci,-33.991556,18.484775,501-2000m,20,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007465,PRE0833619-0,Null,Null,Restionaceae,Restio,Thamnochortus gracilis Mast. ,ThamnGraci,-33.986701,18.98945,501-2000m,20,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007449,PRE0075384-0,Null,Null,Restionaceae,Restio,Thamnochortus gracilis Mast. ,ThamnGraci,-33.981758,18.428155,501-2000m,20,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007452,PRE0075379-0,Null,Null,Restionaceae,Restio,Thamnochortus gracilis Mast. ,ThamnGraci,-33.978866,18.380599,<500m,20,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007453,PRE0075380-0,Null,Null,Restionaceae,Restio,Thamnochortus gracilis Mast. ,ThamnGraci,-33.978182,18.424219,501-2000m,20,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007450,PRE0075377-0,Null,Null,Restionaceae,Restio,Thamnochortus gracilis Mast. ,ThamnGraci,-33.973266,18.421128,501-2000m,20,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007455,PRE0075381-0,Null,Null,Restionaceae,Restio,Thamnochortus gracilis Mast. ,ThamnGraci,-33.972956,18.421176,501-2000m,20,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007459,PRE0833894-0,Null,Null,Restionaceae,Restio,Thamnochortus gracilis Mast. ,ThamnGraci,-33.721005,19.113257,501-2000m,20,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007504,PRE0611119-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.65972222,19.56305556,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007516,NBG0184737-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.559102,20.325501,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007498,PRE0644542-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.545294,20.029308,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007482,PRE0075327-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.488427,19.599585,<500m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007503,PRE0710214-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.461426,20.344656,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007513,NBG0184739-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.456642,19.445016,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007514,PRE0075326-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.44638,19.598363,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007497,NBG0211308-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.395937,19.265054,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007519,PRE0836830-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.3925,21.72833333,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007520,NBG0184760-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.378764,21.726266,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007485,NBG0184741-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.33904,18.985337,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007496,NBG0184740-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.318218,18.958885,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007484,NBG0184753-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.254222,18.979769,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007494,PRE0644028-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.213196,18.450329,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007495,NBG0184743-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.209018,18.449758,<500m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007508,PRE0110843-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.172582,19.126976,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007509,NBG0184754-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.15,19.15,GPS,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007492,118319,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.086383,18.419775,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007493,PRE0644665-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.023758,18.394421,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007501,NBG0075670-2,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-34.00081,18.345521,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007491,118320,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-33.937593,18.394376,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007518,NBG0184931-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-33.822324,19.058932,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007510,NBG0184759-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-33.81064,19.06586,501-2000m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007512,NBG0184928-0,Null,Null,Restionaceae,Restio,Thamnochortus guthrieae Pillans ,ThamnGuthr,-33.603509,18.796877,<500m,24,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007537,PRE0075306-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.749605,19.870265,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007526,NBG0197746-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.74194444,20.03722222,GPS,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007544,PRE0521679-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.617081,20.244615,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007566,PRE0238741-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.609054,19.509172,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007557,PRE0489247-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.603108,20.008167,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007541,PRE0726330-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.598498,20.32846,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007540,PRE0726322-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.461426,20.344656,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007533,PRE0727486-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.458179,20.386647,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007572,PRE0692837-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.447597,20.764679,<500m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007534,NBG0213060-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.4425,20.46083333,GPS,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007570,PRE0692881-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.422869,20.720734,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007522,PRE0075366-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.420178,20.240061,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007584,PRE0624283-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.406022,19.315576,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007585,PRE0624284-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.403419,19.317288,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007556,PRE0490352-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.386209,20.421724,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007547,PRE0747907-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.375,21.125,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007573,PRE0692130-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.341038,21.878754,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007527,PRE0553773-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.324986,21.452633,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007531,PRE0709491-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.264992,21.38869,<500m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007548,NBG0206032-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.2525,21.21194444,GPS,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007538,PRE0692869-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.249419,21.431831,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007546,PRE0743161-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.240182,18.424148,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007524,PRE0836848-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.227702,21.537883,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007542,PRE0074279-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.208828,21.583537,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007581,PRE0711490-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.180548,22.117723,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007528,PRE0570115-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.168725,24.824167,<500m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007558,PRE0075299-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.083522,20.097433,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007580,PRE0711508-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-34.005538,22.300412,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007564,PRE0075298-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-33.894721,18.892769,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007560,PRE0075286-0,Null,Null,Restionaceae,Restio,Thamnochortus insignis Mast. ,ThamnInsig,-33.861603,22.036208,501-2000m,30,Perennial restioid,GRA,GRA,OS,OS,,,,,,,,,,
8007600,PRE0110839-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.803589,20.063578,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007642,PRE0611117-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.66039,19.607061,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007702,PRE0554422-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.561384,19.634351,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007720,PRE0519714-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.39943,19.313775,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007663,NBG0205973-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.39166667,19.27055556,GPS,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007646,PRE0574173-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.35242,18.818515,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007675,PRE0075402-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.351183,18.838923,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007632,PRE0240378-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.346546,19.161324,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007709,PRE0649577-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.339721,18.994697,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007647,PRE0574172-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.336685,19.007152,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007661,NBG0205985-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.31083333,19.415,GPS,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007674,PRE0075401-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.302693,18.82634,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007681,NBG0168743-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.263028,19.012279,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007633,PRE0819254-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.214969,19.153754,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007673,PRE0075336-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.193924,18.819456,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007706,PRE0075468-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.193079,18.820173,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007614,PRE0728393-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.112199,18.440146,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007636,PRE0075335-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.088671,19.784972,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007678,PRE0075355-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.086181,18.434373,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007721,PRE0075350-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.086063,18.424844,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007631,PRE0075345-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.054824,18.336096,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007682,PRE0075459-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.053902,18.385736,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007704,PRE0075466-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.011637,18.96571,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007660,PRE0075332-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.007018,18.467442,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007627,PRE0075343-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-34.00081,18.345521,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007634,PRE0833525-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.999418,18.960564,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007712,PRE0833760-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.994497,18.955893,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007669,PRE0633253-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.991872,18.952689,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007648,PRE0075348-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.985356,18.433395,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007695,PRE0075320-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.983894,18.983185,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007629,PRE0075337-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.981758,18.428155,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007628,PRE0075341-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.98032,18.428717,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007670,PRE0075358-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.978399,18.414479,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007649,PRE0833632-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.977939,18.975957,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007630,PRE0075338-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.972956,18.421176,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007650,PRE0833679-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.96196,18.938639,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007620,PRE0578226-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.954234,18.439663,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007723,PRE0075316-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.952282,18.390857,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007611,PRE0710749-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.935599,19.163908,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007713,PRE0075330-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.908146,19.155035,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007714,PRE0075328-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.905842,19.156016,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007666,PRE0075394-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.84787,18.711565,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007710,PRE0658336-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.816511,19.061686,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007680,PRE0110840-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.799484,18.463299,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007690,PRE0075352-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.650753,19.095304,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007605,PRE0728824-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.641829,19.093814,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007606,PRE0728826-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.639338,19.091209,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007668,PRE0075399-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.569074,19.137259,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007610,PRE0728522-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.441218,18.584694,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007604,PRE0728833-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.382816,19.289415,<500m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007640,PRE0075371-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.366823,19.114215,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
8007691,PRE0075372-0,Null,Null,Restionaceae,Restio,Thamnochortus lucens (Poir.) H.P.Linder ,ThamnLucen,-33.356392,19.107689,501-2000m,52,Perennial restioid,GRA,GRA,OR,OR,,,,,,,,,,
9007129,PRE0067675,PRE,67675,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-34.351067,20.507737,501-2000m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007157,PRE0747244,PRE,747244,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-34.253201,20.989705,501-2000m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007227,PRE0616366,PRE,616366,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-34.206869,18.449256,501-2000m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007226,PRE0019016,PRE,19016,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-34.185026,18.425655,501-2000m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007233,PRE0067669,PRE,67669,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-34.076502,20.454252,<500m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007147,BOL,BOL,Null,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-34.059935,18.518613,501-2000m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007138,PRE0019007,PRE,19007,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-33.998911,18.459628,<500m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007202,PRE0019011,PRE,19011,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-33.919009,18.46619,501-2000m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007207,BOL,BOL,Null,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-33.918992,18.465903,501-2000m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007208,BOL,BOL,Null,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-33.916894,18.404072,501-2000m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007205,BOL,BOL,Null,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-33.866471,18.494426,<500m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007159,PRE0019014,PRE,19014,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-33.844415,18.839637,501-2000m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
9007109,PRE CANB0747257,PRE CANB,747257,Poaceae,Tribolium,Tribolium echinatum,TriboEchin,-33.838911,19.390055,501-2000m,54,Annual graminoid,GRA,"A,GRA",OS,OS,,,,,,,,,,
