"","V.s.Barcoda","Precis.Barcode","Casherb","Casno","Family","Clade","Scientific.Name","Taxon","Latitude.Decimal","Longitude.Decimal","Reference.Acc","Longitude.Decimal.1","Latitude.Decimal.1"
"2209",8005100,"PRE0774593-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.953522,20.702747,"501-2000m",20.702747,-33.953522
"2210",8005099,"PRE0775163-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.942408,19.522356,"501-2000m",19.522356,-33.942408
"2211",8005004,"PRE0773421-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. aphylla (Schrad.) Gibbs Russ. ","EhrhaRamos",-33.937797,19.161596,"501-2000m",19.161596,-33.937797
"2212",8005061,"PRE0728338-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.935599,19.163908,"501-2000m",19.163908,-33.935599
"2215",8005073,"PRE0651696-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.919298,21.738995,"501-2000m",21.738995,-33.919298
"2216",8005102,"PRE0774606-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.918151,21.738859,"501-2000m",21.738859,-33.918151
"2217",8004968,"NBG0161654-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. aphylla (Schrad.) Gibbs Russ. ","EhrhaRamos",-33.916404,19.158892,"501-2000m",19.158892,-33.916404
"2218",8005090,"NBG0161664-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.91611111,22.4175,"501-2000m",22.4175,-33.91611111
"2219",8005138,"PRE0685359-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.907197,19.152738,"501-2000m",19.152738,-33.907197
"2220",8005045,"PRE0238720-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.905679,19.155971,"501-2000m",19.155971,-33.905679
"2221",8005157,"PRE0020015-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.905493,25.205605,"501-2000m",25.205605,-33.905493
"2222",8005104,"PRE0774563-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.879958,22.027112,"501-2000m",22.027112,-33.879958
"2223",8005085,"PRE0020098-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.85424,19.188424,"<500m",19.188424,-33.85424
"2224",8005140,"PRE0727020-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.828681,23.186249,"<500m",23.186249,-33.828681
"2226",8005077,"PRE0020087-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.767058,19.08679,"501-2000m",19.08679,-33.767058
"2227",8005074,"PRE0063736-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.677134,23.147873,"<500m",23.147873,-33.677134
"2228",8005132,"NBG0150456-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.637454,25.16068,"501-2000m",25.16068,-33.637454
"2230",8005040,"PRE0020102-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.572444,24.782243,"501-2000m",24.782243,-33.572444
"2231",8005153,"PRE0819015-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.560503,21.056604,"501-2000m",21.056604,-33.560503
"2233",8005082,"PRE0020011-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.454481,19.479808,"501-2000m",19.479808,-33.454481
"2234",8005152,"NBG0161665-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.413918,22.715203,"<500m",22.715203,-33.413918
"2235",8005151,"PRE0472440-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.413588,22.714246,"<500m",22.714246,-33.413588
"2236",8005103,"PRE0774583-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.352899,22.048332,"501-2000m",22.048332,-33.352899
"2237",8005128,"PRE0020094-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.351637,22.048597,"501-2000m",22.048597,-33.351637
"2238",8005053,"NBG0079480-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.19774,19.586545,"501-2000m",19.586545,-33.19774
"2239",8005081,"PRE0020012-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.133488,19.200856,"501-2000m",19.200856,-33.133488
"2240",8005123,"SAM0011144-1","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.102474,19.143397,"501-2000m",19.143397,-33.102474
"2241",8005068,"PRE0480031-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-33.048213,19.151424,"501-2000m",19.151424,-33.048213
"2242",8005033,"PRE0478830-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. aphylla (Schrad.) Gibbs Russ. ","EhrhaRamos",-32.908767,19.03479,"501-2000m",19.03479,-32.908767
"2246",8005110,"PRE0020109-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-32.772382,18.615445,"501-2000m",18.615445,-32.772382
"2247",8005143,"SAM0054502-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-32.649497,19.303906,"501-2000m",19.303906,-32.649497
"2248",8005113,"PRE0020009-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-32.631476,19.11129,"501-2000m",19.11129,-32.631476
"2249",8005147,"NBG0161673-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-32.6106,19.293584,"<500m",19.293584,-32.6106
"2250",8005007,"NBG0161641-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. aphylla (Schrad.) Gibbs Russ. ","EhrhaRamos",-32.465908,19.156459,"<500m",19.156459,-32.465908
"2252",8005146,"NBG0161671-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-32.215043,19.074641,"<500m",19.074641,-32.215043
"2253",8005024,"PRE0710070-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. aphylla (Schrad.) Gibbs Russ. ","EhrhaRamos",-32.124718,19.014717,"<500m",19.014717,-32.124718
"2254",8005145,"NBG0161677-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. ramosa ","EhrhaRamos",-32.124287,19.014313,"<500m",19.014313,-32.124287
"2255",8005020,"PRE0575077-0","","","Poaceae","Ehrharta","Ehrharta ramosa (Thunb.) Thunb. subsp. aphylla (Schrad.) Gibbs Russ. ","EhrhaRamos",-31.772014,18.764875,"501-2000m",18.764875,-31.772014
"2276",8005163,"PRE0020073-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. filiformis (Stapf) Gibbs Russ. ","EhrhaRehma",-34.33039,21.046879,"<500m",21.046879,-34.33039
"2277",8005172,"NBG0161697-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. filiformis (Stapf) Gibbs Russ. ","EhrhaRehma",-34.328647,18.903873,"501-2000m",18.903873,-34.328647
"2278",8005171,"PRE0481701-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. filiformis (Stapf) Gibbs Russ. ","EhrhaRehma",-34.328424,18.904148,"501-2000m",18.904148,-34.328424
"2282",8005290,"PRE0592088-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf var. filiformis Stapf ","EhrhaRehma",-34.189308,19.171876,"501-2000m",19.171876,-34.189308
"2284",8005289,"PRE0019238-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf var. filiformis Stapf ","EhrhaRehma",-34.142818,18.930702,"501-2000m",18.930702,-34.142818
"2288",8005170,"NBG0161693-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. filiformis (Stapf) Gibbs Russ. ","EhrhaRehma",-34.100556,18.973074,"501-2000m",18.973074,-34.100556
"2289",8005179,"PRE0020074-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. filiformis (Stapf) Gibbs Russ. ","EhrhaRehma",-34.094048,18.419401,"<500m",18.419401,-34.094048
"2291",8005178,"NBG0093986-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. filiformis (Stapf) Gibbs Russ. ","EhrhaRehma",-34.087981,18.419767,"<500m",18.419767,-34.087981
"2298",8005203,"NBG0161689-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. filiformis (Stapf) Gibbs Russ. ","EhrhaRehma",-33.986996,18.980069,"501-2000m",18.980069,-33.986996
"2300",8005263,"PRE0020063-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-33.983894,18.983185,"501-2000m",18.983185,-33.983894
"2302",8005253,"PRE0020047-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-33.98261,24.021656,"<500m",24.021656,-33.98261
"2305",8005236,"PRE0020053-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-33.972956,18.421176,"501-2000m",18.421176,-33.972956
"2307",8005288,"PRE0525532-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. subspicata (Stapf) Gibbs Russ. ","EhrhaRehma",-33.969218,23.23071,"501-2000m",23.23071,-33.969218
"2312",8005218,"PRE0554333-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-33.916972,22.51377,"501-2000m",22.51377,-33.916972
"2313",8005250,"PRE0020054-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-33.913481,22.49336,"<500m",22.49336,-33.913481
"2315",8005254,"PRE0020048-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-33.911374,22.495003,"501-2000m",22.495003,-33.911374
"2316",8005246,"PRE0092183-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-33.899789,22.37206,"501-2000m",22.37206,-33.899789
"2317",8005221,"NBG0079473-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-33.89736,22.417706,"501-2000m",22.417706,-33.89736
"2318",8005252,"PRE0774564-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-33.889582,22.024132,"501-2000m",22.024132,-33.889582
"2319",8005262,"PRE0726903-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-33.887015,22.431197,"<500m",22.431197,-33.887015
"2320",8005251,"PRE0774565-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-33.872726,22.02413,"<500m",22.02413,-33.872726
"2322",8005259,"PRE0685004-0","","","Poaceae","Ehrharta","Ehrharta rehmannii Stapf subsp. rehmannii ","EhrhaRehma",-31.745494,18.781611,"501-2000m",18.781611,-31.745494
"2327",8005297,"NBG0161723-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-34.327702,18.929789,"501-2000m",18.929789,-34.327702
"2328",8005296,"PRE0238907-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-34.327312,18.930615,"501-2000m",18.930615,-34.327312
"2329",8005325,"PRE0612318-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-34.312254,18.865886,"<500m",18.865886,-34.312254
"2330",8005389,"PRE0538681-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-34.303726,18.942337,"501-2000m",18.942337,-34.303726
"2331",8005344,"NBG0161710-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-34.249725,18.945978,"501-2000m",18.945978,-34.249725
"2335",8005385,"PRE0489145-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-34.150049,19.14286,"501-2000m",19.14286,-34.150049
"2336",8005316,"PRE0489055-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-34.149438,19.143371,"501-2000m",19.143371,-34.149438
"2337",8005295,"NBG0166760-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-34.100556,18.973074,"501-2000m",18.973074,-34.100556
"2339",8005338,"SAM0045847-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-34.068422,19.853069,"501-2000m",19.853069,-34.068422
"2346",8005315,"PRE0774587-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-34.051112,19.000217,"501-2000m",19.000217,-34.051112
"2347",8005326,"PRE0105542-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-34.048712,19.714463,"501-2000m",19.714463,-34.048712
"2348",8005324,"PRE0624085-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-34.015577,19.587728,"501-2000m",19.587728,-34.015577
"2349",8005333,"PRE0742586-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-34.008727,19.671939,"<500m",19.671939,-34.008727
"2350",8005322,"PRE0700729-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-34.007698,19.607157,"501-2000m",19.607157,-34.007698
"2351",8005314,"PRE0735088-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-33.974332,20.476841,"<500m",20.476841,-33.974332
"2353",8005377,"SAM0057491-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.972117,24.099895,"501-2000m",24.099895,-33.972117
"2354",8005342,"PRE0542426-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.969355,19.502607,"<500m",19.502607,-33.969355
"2355",8005380,"PRE0019269-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.969224,24.098822,"501-2000m",24.098822,-33.969224
"2356",8005329,"PRE0538992-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-33.96915,19.506073,"501-2000m",19.506073,-33.96915
"2357",8005378,"PRE0019270-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.968945,24.093632,"<500m",24.093632,-33.968945
"2358",8005357,"NBG0079363-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.965346,24.097822,"501-2000m",24.097822,-33.965346
"2359",8005309,"PRE0735087-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-33.960891,19.127412,"501-2000m",19.127412,-33.960891
"2360",8005301,"NBG0149490-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-33.955995,19.144948,"501-2000m",19.144948,-33.955995
"2361",8005327,"PRE0774579-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-33.942408,19.522356,"501-2000m",19.522356,-33.942408
"2362",8005393,"NBG0161712-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.882812,22.034704,"501-2000m",22.034704,-33.882812
"2363",8005318,"PRE0238906-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. dodii (Stapf) Gibbs Russ. ","EhrhaRupes",-33.881976,22.036809,"501-2000m",22.036809,-33.881976
"2364",8005382,"PRE0774567-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.872672,22.031471,"<500m",22.031471,-33.872672
"2365",8005370,"PRE0019272-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.864642,23.703395,"501-2000m",23.703395,-33.864642
"2366",8005384,"NBG0161709-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.81081,19.058893,"501-2000m",19.058893,-33.81081
"2367",8005383,"PRE0479825-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.810229,19.059271,"501-2000m",19.059271,-33.810229
"2368",8005364,"NBG0161713-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.6022,19.167089,"501-2000m",19.167089,-33.6022
"2369",8005356,"PRE0105541-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.508835,19.110999,"501-2000m",19.110999,-33.508835
"2370",8005366,"PRE0019275-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.493804,19.39502,"501-2000m",19.39502,-33.493804
"2371",8005365,"PRE0489520-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.47278,19.412594,"<500m",19.412594,-33.47278
"2372",8005362,"PRE0019271-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.47194,19.315022,"501-2000m",19.315022,-33.47194
"2373",8005354,"NBG0161704-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.469795,19.390811,"501-2000m",19.390811,-33.469795
"2374",8005361,"PRE0489368-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.46685,19.434993,"501-2000m",19.434993,-33.46685
"2375",8005367,"PRE0019274-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.455864,19.476505,"501-2000m",19.476505,-33.455864
"2376",8005353,"NBG0084380-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. tricostata (Stapf) Gibbs Russ. ","EhrhaRupes",-33.447893,19.458826,"501-2000m",19.458826,-33.447893
"2377",8005337,"PRE0518773-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-33.413588,22.714246,"<500m",22.714246,-33.413588
"2378",8005336,"NBG0161725-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-33.412563,22.709843,"<500m",22.709843,-33.412563
"2379",8005332,"PRE0019278-0","","","Poaceae","Ehrharta","Ehrharta rupestris Nees ex Trin. subsp. rupestris ","EhrhaRupes",-33.351637,22.048597,"501-2000m",22.048597,-33.351637
"2394",8005490,"NBG0166803-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. uniflora (Burch. ex Stapf) Gibbs Russ. ","EhrhaSetac",-34.330191,18.9447,"501-2000m",18.9447,-34.330191
"2396",8005505,"NBG0166806-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. uniflora (Burch. ex Stapf) Gibbs Russ. ","EhrhaSetac",-34.312229,18.864916,"<500m",18.864916,-34.312229
"2397",8005405,"PRE0489361-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. disticha (Stapf) Gibbs Russ. ","EhrhaSetac",-34.312119,18.865168,"501-2000m",18.865168,-34.312119
"2401",8005448,"PRE0606787-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.10448,19.052821,"501-2000m",19.052821,-34.10448
"2402",8005438,"NBG0166771-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.100556,18.973074,"501-2000m",18.973074,-34.100556
"2403",8005497,"PRE0606790-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. uniflora (Burch. ex Stapf) Gibbs Russ. ","EhrhaSetac",-34.087069,18.412947,"501-2000m",18.412947,-34.087069
"2407",8005467,"PRE0774588-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.051112,19.000217,"501-2000m",19.000217,-34.051112
"2408",8005445,"PRE0651689-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.048774,19.00867,"501-2000m",19.00867,-34.048774
"2409",8005463,"PRE0018650-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.036974,18.988104,"501-2000m",18.988104,-34.036974
"2410",8005462,"PRE0489363-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.035237,18.98474,"<500m",18.98474,-34.035237
"2411",8005456,"NBG0161733-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.033758,18.984735,"501-2000m",18.984735,-34.033758
"2412",8005446,"NBG0079360-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.03333333,18.98333333,"<500m",18.98333333,-34.03333333
"2413",8005455,"PRE0624083-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.015577,19.587728,"501-2000m",19.587728,-34.015577
"2414",8005466,"NBG0161728-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.015027,19.037931,"<500m",19.037931,-34.015027
"2415",8005481,"NBG0161729-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. setacea ","EhrhaSetac",-34.01471,18.967359,"<500m",18.967359,-34.01471
"2417",8005500,"PRE0489376-0","","","Poaceae","Ehrharta","Ehrharta setacea Nees subsp. uniflora (Burch. ex Stapf) Gibbs Russ. ","EhrhaSetac",-33.999027,18.396538,"501-2000m",18.396538,-33.999027
