"","Species","Lon","Lat"
"199","EhrhaCalyc",18.421176,-33.972956
"200","EhrhaCalyc",18.415919,-33.958083
"201","EhrhaCalyc",18.416881,-33.956112
"202","EhrhaCalyc",18.405726,-33.955704
"203","EhrhaCalyc",18.439663,-33.954234
"204","EhrhaCalyc",18.440412,-33.952786
"205","EhrhaCalyc",18.924035,-33.935454
"206","EhrhaCalyc",20.467708,-33.927352
"207","EhrhaCalyc",20.449387,-33.926956
"208","EhrhaCalyc",21.738859,-33.918151
"209","EhrhaCalyc",18.988038,-33.915641
"210","EhrhaCalyc",19.152617,-33.906512
"211","EhrhaCalyc",22.402077,-33.890185
"212","EhrhaCalyc",19.157809,-33.865441
"213","EhrhaCalyc",20.683625,-33.845145
"214","EhrhaCalyc",23.186249,-33.828681
"215","EhrhaCalyc",20.090753,-33.818927
"216","EhrhaCalyc",20.870292,-33.760172
"217","EhrhaCalyc",23.152258,-33.695964
"218","EhrhaCalyc",19.746442,-33.694292
"219","EhrhaCalyc",23.150803,-33.689907
"220","EhrhaCalyc",20.300251,-33.650432
"221","EhrhaCalyc",19.849545,-33.606161
"222","EhrhaCalyc",19.849657,-33.601509
"223","EhrhaCalyc",20.903444,-33.57726
"224","EhrhaCalyc",20.923688,-33.546869
"225","EhrhaCalyc",21.329553,-33.515633
"226","EhrhaCalyc",21.322557,-33.511614
"227","EhrhaCalyc",19.39502,-33.493804
"228","EhrhaCalyc",19.405552,-33.480555
"229","EhrhaCalyc",19.684088,-33.47922
"230","EhrhaCalyc",20.737908,-33.472124
"231","EhrhaCalyc",19.279446,-33.462189
"232","EhrhaCalyc",21.29329,-33.451579
"233","EhrhaCalyc",23.370136,-33.41367
"234","EhrhaCalyc",19.635311,-33.377915
"235","EhrhaCalyc",23.426567,-33.375785
"236","EhrhaCalyc",22.046657,-33.34887
"237","EhrhaCalyc",22.039987,-33.347383
"238","EhrhaCalyc",19.688635,-33.345935
"239","EhrhaCalyc",20.270138,-33.229031
"240","EhrhaCalyc",20.346005,-33.189154
"241","EhrhaCalyc",18.181409,-33.186014
"242","EhrhaCalyc",19.537846,-32.901516
"243","EhrhaCalyc",19.64388889,-32.87833333
"244","EhrhaCalyc",19.61805556,-32.855
"245","EhrhaCalyc",18.7335,-32.849775
"246","EhrhaCalyc",18.731844,-32.846692
"247","EhrhaCalyc",18.732056,-32.844461
"248","EhrhaCalyc",19.142283,-32.6273
"249","EhrhaCalyc",19.26666667,-32.53888889
"250","EhrhaCalyc",18.784391,-32.519168
"251","EhrhaCalyc",19.382852,-32.474196
"252","EhrhaCalyc",19.159064,-32.471459
"253","EhrhaCalyc",19.097793,-32.423434
"254","EhrhaCalyc",19.149956,-32.407741
"255","EhrhaCalyc",19.102997,-32.387748
"256","EhrhaCalyc",19.102938,-32.387723
"257","EhrhaCalyc",19.128207,-32.371981
"258","EhrhaCalyc",19.070339,-32.364534
"259","EhrhaCalyc",19.007264,-32.348941
"260","EhrhaCalyc",19.013677,-32.348252
"261","EhrhaCalyc",19.013321,-32.34803
"262","EhrhaCalyc",19.013167,-32.347626
"263","EhrhaCalyc",18.932981,-32.278555
"264","EhrhaCalyc",19.067939,-32.23791
"265","EhrhaCalyc",19.060198,-32.206239
"266","EhrhaCalyc",18.763444,-32.158562
"267","EhrhaCalyc",19.030492,-32.149719
"268","EhrhaCalyc",18.939667,-32.149624
"269","EhrhaCalyc",19.032887,-32.136484
"270","EhrhaCalyc",18.974695,-32.13623
"271","EhrhaCalyc",19.014353,-32.124439
"272","EhrhaCalyc",19.009517,-32.12326
"273","EhrhaCalyc",18.677309,-31.782891
"274","EhrhaCalyc",18.781611,-31.745494
"275","EhrhaCalyc",19.184556,-31.684355
"276","EhrhaCalyc",19.18026,-31.66587
"277","EhrhaCalyc",19.184361,-31.522856
"278","EhrhaCalyc",19.018605,-31.378751
"279","EhrhaCapen",19.28638889,-34.10277778
"280","EhrhaCapen",19.978204,-34.077274
"281","EhrhaCapen",19.211816,-34.025468
"282","EhrhaCapen",19.671939,-34.008727
"283","EhrhaCapen",18.972522,-33.991556
"284","EhrhaCapen",19.502607,-33.96935527
"285","EhrhaCapen",21.798632,-33.957769
"286","EhrhaCapen",18.924035,-33.935454
"287","EhrhaCapen",21.738995,-33.919298
"288","EhrhaCapen",18.94061,-33.721691
"289","EhrhaCapen",21.495367,-33.642774
"290","EhrhaCapen",19.236071,-33.63276
"291","EhrhaCapen",22.76172,-33.422375
"292","EhrhaCapen",18.742096,-32.854436
"293","EhrhaCapen",18.7335,-32.849775
"294","EhrhaCapen",18.731844,-32.846692
"295","EhrhaCapen",18.732056,-32.844461
"296","EhrhaCapen",19.213772,-32.812703
"297","EhrhaCapen",18.794301,-32.744041
"298","EhrhaCapen",19.108821,-32.712727
"299","EhrhaCapen",19.102332,-32.701199
"300","EhrhaCapen",19.150727,-32.630595
"301","EhrhaCapen",19.142283,-32.6273
"302","EhrhaCapen",18.799586,-32.339575
"303","EhrhaCapen",18.79958,-32.339049
"304","EhrhaCapen",18.925063,-32.250611
"305","EhrhaCapen",19.154236,-32.237942
"306","EhrhaCapen",19.02383,-32.14289
"307","EhrhaCapen",18.688845,-31.754317
"308","EhrhaCapen",18.828625,-31.705465
"309","EhrhaDura",18.9965,-34.281052
"310","EhrhaDura",19.708372,-34.011291
"311","EhrhaDura",18.962492,-34.004181
"312","EhrhaDura",21.194118,-33.963169
"313","EhrhaDura",21.796129,-33.960662
"314","EhrhaDura",20.464104,-33.951889
"315","EhrhaDura",20.458717,-33.950916
"316","EhrhaDura",20.8204,-33.938552
"317","EhrhaDura",20.859249,-33.924685
"318","EhrhaDura",20.856733,-33.923574
"319","EhrhaDura",22.51377,-33.916972
"320","EhrhaDura",22.030278,-33.872287
"321","EhrhaDura",22.029947,-33.871483
"322","EhrhaDura",19.035145,-33.821109
"323","EhrhaDura",19.103396,-33.52632
"324","EhrhaErect",19.747395,-34.421656
"325","EhrhaErect",18.9447,-34.330191
"326","EhrhaErect",18.968737,-33.989184
"327","EhrhaErect",18.416881,-33.956112
"328","EhrhaErect",18.435069,-33.954609
"329","EhrhaErect",19.158892,-33.916404
"330","EhrhaErect",22.495003,-33.911374
"331","EhrhaErect",25.205605,-33.905493
"332","EhrhaErect",19.067378,-33.809459
"333","EhrhaErect",23.054085,-33.721521
"334","EhrhaErect",23.152258,-33.695964
"335","EhrhaErect",19.917352,-33.69093
"336","EhrhaErect",25.243816,-33.689998
"337","EhrhaErect",23.148154,-33.678093
"338","EhrhaErect",22.048332,-33.352899
"339","EhrhaOtton",18.879059,-34.291078
"340","EhrhaOtton",18.938717,-34.289341
"341","EhrhaOtton",18.922569,-34.26861
"342","EhrhaOtton",19.142655,-34.245811
"343","EhrhaOtton",19.021873,-34.233804
"344","EhrhaOtton",18.404222,-34.222932
"345","EhrhaOtton",18.952493,-34.126897
"346","EhrhaOtton",19.375635,-34.107263
"347","EhrhaOtton",18.973074,-34.100556
"348","EhrhaOtton",19.049217,-34.096967
"349","EhrhaOtton",19.853069,-34.068422
"350","EhrhaOtton",19.010382,-34.04916
"351","EhrhaOtton",19.708372,-34.011291
"352","EhrhaOtton",19.671939,-34.008727
"353","EhrhaOtton",18.962492,-34.004181
"354","EhrhaOtton",18.983185,-33.983894
"355","EhrhaOtton",18.985295,-33.983302
"356","EhrhaOtton",18.924035,-33.935454
"357","EhrhaOtton",18.777847,-33.907859
"358","EhrhaOtton",25.205605,-33.905493
"359","EhrhaOtton",19.061241,-33.815946
"360","EhrhaOtton",19.06501,-33.811192
"361","EhrhaOtton",19.064054,-33.80739
"362","EhrhaOtton",19.065095,-33.806604
"363","EhrhaOtton",19.062037,-33.80618
"364","EhrhaOtton",21.497861,-33.644723
"365","EhrhaRamos",19.150547,-34.219859
"366","EhrhaRamos",18.952493,-34.126897
"367","EhrhaRamos",19.051129,-34.104591
"368","EhrhaRamos",19.015287,-34.048489
"369","EhrhaRamos",19.207291,-34.016143
"370","EhrhaRamos",19.03906,-34.011639
"371","EhrhaRamos",19.671939,-34.008727
"372","EhrhaRamos",19.040014,-34.007742
"373","EhrhaRamos",18.963504,-33.999767
"374","EhrhaRamos",18.962572,-33.998972
"375","EhrhaRamos",20.481744,-33.996351
"376","EhrhaRamos",18.973952,-33.992476
"377","EhrhaRamos",18.97884,-33.988904
"378","EhrhaRamos",20.482731,-33.984849
"379","EhrhaRamos",18.983185,-33.983894
"380","EhrhaRamos",19.502607,-33.969355
"381","EhrhaRamos",19.502181,-33.968056
"382","EhrhaRamos",18.414815,-33.964465
"383","EhrhaRamos",18.410154,-33.960603
"384","EhrhaRamos",18.416881,-33.956112
"385","EhrhaRamos",20.702747,-33.953522
"386","EhrhaRamos",19.522356,-33.942408
"387","EhrhaRamos",19.161596,-33.937797
"388","EhrhaRamos",19.163908,-33.935599
"389","EhrhaRamos",18.924035,-33.935454
"390","EhrhaRamos",21.738995,-33.919298
"391","EhrhaRamos",21.738859,-33.918151
"392","EhrhaRamos",19.158892,-33.916404
"393","EhrhaRamos",19.152738,-33.907197
"394","EhrhaRamos",19.155971,-33.905679
"395","EhrhaRamos",25.205605,-33.905493
"396","EhrhaRamos",22.027112,-33.879958
"397","EhrhaRamos",19.188424,-33.85424
"398","EhrhaRamos",23.186249,-33.828681
"399","EhrhaRamos",19.08679,-33.767058
"400","EhrhaRamos",23.147873,-33.677134
"401","EhrhaRamos",25.16068,-33.637454
"402","EhrhaRamos",21.003957,-33.585151
"403","EhrhaRamos",24.782243,-33.572444
"404","EhrhaRamos",19.479808,-33.454481
"405","EhrhaRamos",22.715203,-33.413918
"406","EhrhaRamos",22.714246,-33.413588
"407","EhrhaRamos",22.048332,-33.352899
"408","EhrhaRamos",22.048597,-33.351637
"409","EhrhaRamos",19.586545,-33.19774
"410","EhrhaRamos",19.200856,-33.133488
"411","EhrhaRamos",19.143397,-33.102474
"412","EhrhaRamos",19.151424,-33.048213
"413","EhrhaRamos",19.03479,-32.908767
"414","EhrhaRamos",18.615445,-32.772382
"415","EhrhaRamos",19.303906,-32.649497
"416","EhrhaRamos",19.293584,-32.6106
"417","EhrhaRamos",19.156459,-32.465908
"418","EhrhaRamos",19.074641,-32.215043
"419","EhrhaRamos",19.014717,-32.124718
"420","EhrhaRamos",19.014313,-32.124287
"421","EhrhaRehma",18.903873,-34.328647
"422","EhrhaRehma",18.904148,-34.328424
"423","EhrhaRehma",18.930702,-34.142818
"424","EhrhaRehma",18.973074,-34.100556
"425","EhrhaRehma",18.419401,-34.094048
"426","EhrhaRehma",18.980069,-33.986996
"427","EhrhaRehma",18.983185,-33.983894
"428","EhrhaRehma",18.432401,-33.983161
"429","EhrhaRehma",18.421176,-33.972956
"430","EhrhaRehma",23.23071,-33.969218
"431","EhrhaRehma",18.446795,-33.955357
"432","EhrhaRehma",22.51377,-33.916972
"433","EhrhaRehma",22.49336,-33.913481
"434","EhrhaRehma",19.145669,-33.911482
"435","EhrhaRehma",22.495003,-33.911374
"436","EhrhaRehma",22.37206,-33.899789
"437","EhrhaRehma",22.417706,-33.89736
"438","EhrhaRehma",22.431197,-33.887015
"439","EhrhaRehma",22.02413,-33.872726
"440","EhrhaRehma",18.781611,-31.745494
"441","EhrhaRupes",18.929789,-34.327702
"442","EhrhaRupes",18.930615,-34.327312
"443","EhrhaRupes",18.865886,-34.312254
"444","EhrhaRupes",18.942337,-34.303726
"445","EhrhaRupes",18.945978,-34.249725
"446","EhrhaRupes",19.145062,-34.150655
"447","EhrhaRupes",19.14286,-34.150049
"448","EhrhaRupes",19.143371,-34.149438
"449","EhrhaRupes",18.973074,-34.100556
"450","EhrhaRupes",19.853069,-34.068422
"451","EhrhaRupes",19.000217,-34.051112
"452","EhrhaRupes",19.714463,-34.048712
"453","EhrhaRupes",19.587728,-34.015577
"454","EhrhaRupes",19.671939,-34.008727
"455","EhrhaRupes",19.607157,-34.007698
"456","EhrhaRupes",20.476841,-33.974332
"457","EhrhaRupes",24.099895,-33.972117
"458","EhrhaRupes",19.502607,-33.969355
"459","EhrhaRupes",24.098822,-33.969224
"460","EhrhaRupes",19.506073,-33.96915
"461","EhrhaRupes",24.093632,-33.968945
"462","EhrhaRupes",24.097822,-33.965346
"463","EhrhaRupes",19.127412,-33.960891
"464","EhrhaRupes",19.144948,-33.955995
"465","EhrhaRupes",19.522356,-33.942408
"466","EhrhaRupes",22.034704,-33.882812
"467","EhrhaRupes",22.036809,-33.881976
"468","EhrhaRupes",22.031471,-33.872672
"469","EhrhaRupes",23.703395,-33.864642
"470","EhrhaRupes",19.058893,-33.81081
"471","EhrhaRupes",19.059271,-33.810229
"472","EhrhaRupes",19.167089,-33.6022
"473","EhrhaRupes",19.110999,-33.508835
"474","EhrhaRupes",19.39502,-33.493804
"475","EhrhaRupes",19.412594,-33.47278
"476","EhrhaRupes",19.315022,-33.47194
"477","EhrhaRupes",19.390811,-33.469795
"478","EhrhaRupes",19.434993,-33.46685
"479","EhrhaRupes",19.476505,-33.455864
"480","EhrhaRupes",19.458826,-33.447893
"481","EhrhaRupes",22.714246,-33.413588
"482","EhrhaRupes",22.709843,-33.412563
"483","EhrhaRupes",22.048597,-33.351637
"484","EhrhaSetac",18.9447,-34.330191
"485","EhrhaSetac",18.965442,-34.322443
"486","EhrhaSetac",18.864916,-34.312229
"487","EhrhaSetac",18.865168,-34.312119
"488","EhrhaSetac",19.052821,-34.10448
"489","EhrhaSetac",18.973074,-34.100556
"490","EhrhaSetac",18.412947,-34.087069
"491","EhrhaSetac",19.000217,-34.051112
"492","EhrhaSetac",19.00867,-34.048774
"493","EhrhaSetac",18.988104,-34.036974
"494","EhrhaSetac",18.98474,-34.035237
"495","EhrhaSetac",18.984735,-34.033758
"496","EhrhaSetac",18.98333333,-34.03333333
"497","EhrhaSetac",19.587728,-34.015577
"498","EhrhaSetac",19.037931,-34.015027
"499","EhrhaSetac",18.967359,-34.01471
"500","EhrhaSetac",20.481744,-33.996351
"501","EhrhaSetac",20.482731,-33.984849
"502","EhrhaSetac",18.399962,-33.978034
"503","EhrhaSetac",18.40603,-33.966105
"504","EhrhaSetac",20.806606,-33.959999
"505","EhrhaSetac",20.702747,-33.953522
"506","EhrhaSetac",20.855125,-33.931349
"507","EhrhaSetac",20.863264,-33.928959
"508","EhrhaSetac",20.859249,-33.924685
"509","EhrhaSetac",19.147643,-33.657535
"510","EhrhaSetac",19.16961,-33.601966
"511","EhrhaThunb",21.05646,-34.325614
"512","EhrhaThunb",19.50639,-33.968192
"513","EhrhaThunb",19.522197,-33.932047
"514","EhrhaThunb",21.738995,-33.919298
"515","EhrhaThunb",21.738859,-33.918151
"516","EhrhaThunb",20.270138,-33.229031
"517","EhrhaThunb",19.55556,-32.898629
"518","EhrhaThunb",19.64222222,-32.89416667
"519","EhrhaThunb",18.742096,-32.854436
"520","EhrhaThunb",18.7335,-32.849775
"521","EhrhaThunb",18.732056,-32.844461
"522","EhrhaThunb",19.316078,-32.520374
"523","EhrhaThunb",19.097793,-32.423434
"524","EhrhaThunb",19.135462,-32.39974
"525","EhrhaThunb",19.150798,-32.35314
"526","EhrhaThunb",19.013321,-32.34803
"527","EhrhaThunb",18.853665,-32.219919
"528","EhrhaThunb",18.940337,-32.149602
"529","EhrhaThunb",18.948564,-32.144919
"530","EhrhaThunb",19.015675,-32.139643
"531","EhrhaThunb",19.032887,-32.136484
"532","EhrhaThunb",18.975563,-32.13637
"533","EhrhaThunb",18.984938,-32.134676
"534","EhrhaThunb",19.031388,-32.133487
"535","EhrhaThunb",19.130459,-32.06587
"536","EhrhaThunb",18.828625,-31.705465
"537","EhrhaThunb",19.03446,-31.474292
"538","EhrhaThunb",19.05,-31.45638889
"539","ElegiAsper",18.961964,-34.322008
"540","ElegiAsper",18.95902,-34.317692
